25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
1.052,1.414,0,0.695,1.119,2.824,0.51,0,0,0.895,1.767,0,0,4.876,0,0,0,0,0,0,0,0.443,0,3.29,3.138,0,0
0.695,0.262,0,0,2.948,0,4.581,0,0.643,0,0,0,20.305,45.971,3.186,0,1.052,0,0,1.181,0,0,0,0,1.962,5.595,0.895
0,1.8,0,0,1.729,0.6,3.29,0,0,0.81,0,0,2.295,11.914,0,0,0,0,0,0,0,0,0.529,0,0,1.733,0
1.348,0.905,0,0,0,0,2.609,0,0,0,0,0,20.366,27.39,1.724,0.357,4.986,0,0,1.471,0,2.124,0,1.238,1.871,0,0
1.681,3.362,0,0,0.495,0,0.824,0,0,0,3.652,0,6.528,10.909,3.89,0,1.119,0,1.052,1.433,0,0.395,-0.005,0,1.162,0.724,0
2.629,5.909,0.452,0,0,1.743,7.171,0.733,1.795,0.067,0,0,11.367,37.104,2.081,0,1.405,0,2.624,0,0,0,0,3.948,3.595,1.738,0.005
0,0,0,0,2.005,0,3.109,0,0.071,0.424,0,1.519,4.224,8.124,1.743,0,0.838,0,0.619,0.971,0,0,0,0,0.943,0,0
0.671,0,2.448,0,0,0,0.21,2.414,0,0.619,0,0.676,4.333,11.219,0,0.733,3.214,2.476,5.829,0,0,0,0,0,1.543,1.952,0
-0.081,0,0,0,2.519,0,2.6,0,0,0,0,0.971,5.557,8.571,1.019,1.643,0,2.143,0,0,0.952,0.581,0,0.452,0,0.667,0.843
0,1.167,0,2.638,0,0,5.105,0,0,1.09,2.586,0,3.352,5.409,0,0.89,0,0,0,0,0,2.01,0,0,0.467,0,0
0.886,1.81,0.419,0,0.738,1.29,0,0.7,0,0,0,0,1.01,5.081,0,0,0,0,0,1.619,0.329,0,0,1.295,1.143,0,1.09
0,2.143,0.271,0,1.019,0.276,0,0,0,0.876,0,0,0.795,5.481,0.743,0,0.705,0,0,0,0.59,0,0,0,0,0,2.557
0,0,0,0,0,0.719,0.905,0.795,0,0,1.352,0,2.286,6.781,0.829,0.833,0,0,0,0.962,0,0,0,0.181,5,0.267,0
0,2.719,0,0,0,0,1.024,0.638,0,0,0,0,0.981,9.89,1.143,0,0,1.381,0,0,1.105,0.186,0,0.295,0,0,2.386
0,1.033,0,1.648,0,0,3.224,0,0,0,0,0.233,5.467,9.938,0,1.629,2.348,0.105,0,0,0,0,0,0.924,0,0.905,1.295
0.124,0.671,0,0,0,0,0,1.119,0,0.962,0,0,6.276,17.305,2.119,3.276,0,0,0,0,0.614,0,0,0,1.562,1.538,1.238
0,0,0,0,1.033,0.748,2.8,0,0,0,0,2.305,9.986,21.895,0.71,1.395,3.371,0,0.962,0,0.629,0,0,-0.057,2.195,4.514,0
0.881,0,0,0.819,0,0,5.005,0,-0.01,0.667,0.962,0,12.7,20.262,2.671,1.624,0,0,0,0.148,0,0.781,0.652,0,0.471,0.986,1.857
1.457,0,0,0.771,0,0.738,18.662,0,0.648,0,0,0,44.095,65.39,9.809,6.543,2.014,0.295,0.752,0,0.919,0,0,1.219,6.586,4.152,1.081
1.457,0,0,0,0,1.824,0,0,0,0.419,0,0.224,0,5.262,0,0,0,0.424,0,0,0,0,0.119,0,4.038,0,0
1.876,1.067,1.995,0,2.8,1.143,1.562,0.2,0,1.629,0.776,0,2.957,6.6,0,0.862,0,0,0,0,0,0,0,0,8.771,0.638,0
3.343,0,0,0,0,0.69,5.143,0,0,0,0,0,1.9,6.738,0.462,0,2.89,0,0,0,0.819,1.39,0,0,0,0.371,0
0.652,1.205,1.457,1.224,0,2.99,0,0,0,0,0,0.248,0.548,6,0,0,0.686,0.595,0,-0.1,0,0,1.243,3.381,1.633,0,0
0,0,0,0.638,0.286,1.367,0,0,0.124,0,0,0,0,4.709,0,0,0,0,0,0.529,0,0.014,0,0,1.752,0.824,-0.043
0,0,0.757,0,1.152,0,4.581,0,0,0,0,0,7.852,13.452,6.424,0,1.652,0,0,0,1.4,0,0,2.314,2.524,0,0
0,0,2.214,0,0,1.819,0.357,0,1.657,0,0,0,0.595,5.929,0,0,0.962,2.105,0,0.514,0,0.629,0,4.49,6.19,0,0
0,0,0.833,0.29,0,0.805,7.586,0,0,0,0.69,0,2.538,8.519,0,0,-0.052,0,0,0,0,0,0,0,3.467,0.867,0
0.81,2.748,0.014,0,0,0,0.329,0,0.4,0,0,0,4.009,7.633,0,2.767,1.862,0,0,1.567,0,0,0,0,1.657,3.414,0
4.976,0,0.881,0,0,0.89,0,0,1.724,0,0,0,1.367,4.429,0,0.681,0.933,0,0,0,3.605,0,0,0,0,0.371,1.186
2.49,0.262,0,0,0,0,0,0,0.571,0,1.238,0,7.238,10.033,1.1,0.605,1.195,0,0,0,0,0,0.619,0,0,0,0
0,0,0,1.686,0,0,12.614,0,0,0,1.21,0,35.152,67.942,15.081,0,3.743,1.79,1.005,0,0.505,1.752,0,0.443,3.252,0.695,0
0,0,0,0,0,0,2.309,0,0.748,0,0,1.833,4.5,11.247,0.314,0.638,0,0,0,0,0.443,1.286,0,0,0,2.005,0
1.31,2.39,2.309,0.619,0,2.59,12.167,2.5,1.414,0,0.571,0,15.643,14.947,1.19,0,0,0,-0.029,0,0,0,0,0,2.957,1.748,0
0,0.286,0,1.567,0,1.033,0,0.981,0,0,0.995,1.352,1.214,8.038,3.576,0,0,0,0,1.814,0,0,0,0,0,0,0
0,0.938,0,0.576,3.309,2,0,0.276,0,0,0,1.119,0.895,4.457,0.795,2.043,0,0.905,0,0,0,0,0,4.857,7.39,2.686,0
2.109,0.319,0,0,2.095,0,8.114,0.748,0,0,0,1.571,42.809,44.69,4.024,0.49,4.424,2.2,0.924,0,0,0,0,4.524,15.438,4.467,0
0,0,1.162,0,0,0.505,3.89,0,0,0.605,1.881,0,1.443,4.79,0,0,1.586,0,0,0,1.386,0,0,0,5.133,1.957,0
0,0,0,0,1.138,0,0,0,0,0.8,0,0,4.552,6.381,0.243,0,0,0,0.876,0,0,0.871,1.419,1.071,1.619,0.4,0.314
1.571,1.476,0,0,0.29,3.452,0,0,0.843,0,0.633,0,3.024,5.248,0,0.319,0,0,0,0,0,0,0,2.324,1.543,1.114,0
0.729,0.181,0.581,0.057,2.748,0,1.752,0,0,-0.005,0,0.976,0,6.271,0,0.548,0,0.352,0,1.329,0,1.067,1.157,0.567,0,0,0
0,0,1.067,0.795,0.695,0,2.767,2.267,0,0,0,0,0.895,6.409,0,0,0,0,0,1.148,0.495,1.767,0,2.362,1.486,1.343,0
0,0,1.757,0,2.205,0,15.933,3.79,0.91,0,0,0.881,35.171,21.724,2.424,0,0,0,2.281,0,0,0,0,0,0.405,-0.005,2.519
1.6,1.448,0.481,0,0,0,0.248,3.286,0,0.581,0,0.005,9.076,12.681,2.429,1.643,1.71,0,0,1.819,0,0,0,0,0.286,1.557,1.405
0,0.895,0.486,0,0,0,1.819,0.7,0,0.01,0.486,0,5.062,11.252,0.733,0,0.552,0.619,0,0,0,0,0,0,0,0,0
4.024,1.033,0,0,0,0,5.833,0,0,0,0,0.314,12.886,12.414,0,0,1.629,0,0,0,0,0.386,1.067,0.167,1.848,0,0.871
0.029,1.957,0,0,0,1.138,0.457,0.79,1.871,0,0.719,0,14.357,25.481,1.948,1.267,2.333,1.343,0,0,0,0,0,2.833,0,3.224,0
0,0,0,0.614,1.129,0,0,0,2.005,0,0,0,2.629,9.757,6.048,0.395,0.148,0,0,0,0,0.767,0,0,0,0.876,0
0,0,1.148,0,0,1.124,3.833,0,0,0,0,1.31,18.719,24.752,0,2.295,1.076,0.152,0.01,1.405,0,0,0,1.957,1.762,0,1.438
0,0,0.762,0,0,0.576,5.471,0,0.9,0,0,0,13.771,10.995,2.819,0,3.171,0,0,0,0,0,0,0.919,2.305,0,0.743
0,0,0.7,0.295,0.662,0,0,2.852,0.767,0,0,0,0,4.576,0.533,0,0.181,0,0,0,0.519,0,0,1.01,0.081,0.538,1.1
0,0,0.471,0,0,0.681,0,0,0,0,0,0.338,2.438,8.59,1.557,0.705,0,0,0.057,0,0,0.519,1.148,0.676,0,2.419,0
0,1.976,0,0,0,0,0,0,0,0,0,0,2.214,5.381,0,1.643,0,0.238,0,0,0.462,0,1.386,0.933,1.024,0,0.252
0.471,2.081,0,0,0,0,3.548,0,0.776,1.543,0,0.386,1.271,6.79,3.048,0,3.567,0,0,0,0.281,0,0,0,0,0,0
0,0,1.252,0,0,0,0.5,0,0,0,0,0,0,5.357,0,0.6,0,0,0.59,0.29,1.952,0,0.505,2.629,0,0,0.752
0.762,-0.038,0,0,0,0,0,0,0,0.219,0,0,0.995,5.662,0,0,0,0,1.405,0,0.357,0.457,0,1.019,0,2.429,0
0,2.443,0,0.019,0.314,2.019,5.771,0,0,0.276,0.648,0,25.209,20.485,1.448,0.871,0.657,0,0,0,0.543,0,0.967,3.271,11.414,1.467,0
0,0,0,0,0,0,0.814,0.91,0,0,3.405,0,4.524,7.786,1.271,0,3.067,0,0,0,1.005,0,0,0,0.7,0.557,0
0,1.424,0.086,0,0.6,0,5.186,0,0,0,0,0,11.609,24.352,2.995,2.767,0.838,0,0,0,1.467,0,0,2.148,3.129,1.524,-0.038
0,0.567,1.433,0,0,0,12.281,0,0,0,0,0.567,97.889,113.694,7.938,7.228,3.79,1.519,0.967,1.443,0,0,0,0,2.429,4.938,2.233
0.705,0.895,0.886,1.095,2.3,0,0,0,0,0,0.014,0,0,6.376,0,0.657,0,0.248,0,0.686,0,1.824,0,0,1.576,0,0
2.019,1.19,0.462,1.262,0,0,1.281,1.914,0,0,0,0,4.89,9.371,1.262,0.519,0,0,0.467,-0.019,0,1.21,0,0,2.495,0,0
0,0,0,1.748,2.529,0.486,0,0,0,0,0,1.133,2.733,5.233,1.881,0.852,0,1.233,0.314,0,0,0,0,0,1.052,3.329,0.348
0.943,0.576,0,0,0,0.329,0.581,0,0.643,0,0,0,1.852,9.005,0,0,0,0,0,0,0.957,0.648,0,1.538,0,0,0
0,0,0,0,0,2.457,7.624,3.052,1.543,0,0,0,14.743,11.924,1.967,0,0.929,0.495,0.762,3.795,1.029,0,0,0,3.262,0,0.61
0,0,0,0,3.905,1.61,0.548,0,0,0,0,0,6.343,6.5,0,0.152,0,0,0,0,2.609,0,2.024,0,0,0,0
1.176,3.029,0,0,0,0,4.748,0,0,0,0,0,2.705,4.857,1.343,0.952,0,1.357,0,0.586,0,0,0,0.51,0,1.633,1.048
0,0,0,1.176,0,1.081,8.109,0,0,1,0,0,12.786,13.8,1.557,2.871,1.876,1.152,0,1.533,0.638,0,0,0,0.776,0,-0.005
0,0,0,0,1.033,1.71,4.195,1.038,0,0.1,0,0,20.385,50.376,3.976,3.324,3.619,1.343,0.61,0.581,0.748,1.086,0,0.229,5.348,0,0.924
0,0.676,0.3,0,0,0,2.7,0,0,0.681,0,0,6.095,7.933,1.633,0,0,0,0.605,0,0,0,0,0,1.081,5.59,0.214
0,0,0,1.8,0.029,1.01,3.124,0,0,0,1.01,0,6.786,16.076,0.848,0,0,0,0,1.752,0.352,0,0.7,0.881,1,0.419,0
0.724,0.548,0,0,0,0.824,14.866,0.6,0,0.757,0,0,29.871,31.823,3.038,5.162,1.386,0,0,0,0,0,0.6,2.209,0.924,2.181,0
0,1.4,0.738,0.286,0,0,2.795,0,0,-0.014,0.043,0,3.152,4.986,1.333,0,0,0,0,0,0,0,0,0,0.967,1.552,0.49
1.229,1.224,0,0.257,1.367,0,2.809,0,0,2.743,0,0,0,10.205,0,0,0,0,0.219,0,0,0,1.467,0,1.138,0,0
0,0,0.881,0,0,1.329,0.619,0,0,0,0.733,1.038,0,4.671,1.086,0,0,0.586,0,1.162,1.357,0.767,1.214,0,3.805,1.705,0.319
0,4.79,0.948,0,0,0,0,0,0,0.41,1.205,0,0,5.09,0,0,1.271,-0.024,1.533,0,0,0,0,1.476,0,0,0
0,2.476,0,0,5.024,2.086,0,0,0,0,0,0,6.667,7.824,0.176,1.69,1.033,0,0,0.081,0,0,-0.014,0,0.157,0,1.329
3.595,0,0,1.286,0,0,0.638,0,0,0.557,0,0,1.629,11.876,0,3.376,0,0,0,0,0,1.186,0,1.124,0.567,0,0
2.49,0,0.767,0,1.343,3.2,3.795,0,0,0,0.267,0,7,25.033,2.067,3.119,3.533,0,0,0,3.143,0,0,14.124,19.866,4.009,0
0,0,0,0,0,3.276,0,0,0,0,0,0.952,3.486,7.228,0,0,0.648,0,0,0.614,0,0,0,0,1.348,0,0
0,0.514,0,0,0,0,2.529,1.067,0,0,0.467,0,0,6.171,0,0,0,0,0,0,0,0,0.386,0,0,0,0
0,0.448,1.333,1.533,1.876,0,6.59,0,0,0.205,0,0,9.581,8.138,3.324,2.109,0,0,0.305,0,0.667,0.233,0,0,0,2.243,0.619
0,0,0,0,0,0.662,0.952,0,0,0,0,0,2.005,9.648,0,0,0.281,0,0,0,-0.024,0,0,0,0,0,0
2.052,0,0,0,0,0.8,27.709,5.409,0.576,0,0,0.2,30.209,71.499,11.743,2.486,1.529,0.252,0,0,0,0,0,1.714,0.181,4.181,0.59
0,1.648,0,0,0,0,0,0,0,1.595,0.505,0,0.648,6.238,1.076,0,1.771,0.433,0.929,0,0,0,0,0.833,4.057,0,0.31
0,0,0,0,0,1.881,0,0,0,1.148,0,1.438,6.843,6.952,0,0,1.105,0,0,2.205,0,0,0.319,0,1.11,2.2,0
2.095,0.857,1.952,0,0,3.024,6.69,2.79,0,0,0.495,0,5.557,12.838,2.371,0,0,2.609,1.205,0.743,0,0.695,0,1.105,3.267,0,0
0,0,0,0,1.924,0,0,2.162,0,0,0,0,0,4.886,0,0,0,0,0,0,0,2.448,0,0,2.905,0,0
0,0,-0.01,0.819,0.267,0,2.057,0,1.795,1.419,0,0,0,5.648,0.305,1.4,0,0,0,0,0,0.424,0,0,0,0.433,0.89
0.61,2.557,1.662,0,0,0,1.952,0,0,0,0,0.595,4.286,27.347,0.471,1.171,0.595,1.276,0.571,0,0,0,0,0.667,0,3.1,0.29
0,5.395,0,0,0,0.986,0,0,1.724,0,0,0,0,4.381,0,0,2.19,2.238,0,0,0.148,2.057,0.933,0,1.376,1.238,0.895
0,0,0,0.286,0,0,0,0.538,0,2.486,0,0,9.024,8.048,0,4.486,1.124,0,0,0,0,0,0.829,1.476,1.919,2.667,2.629
0.805,0.71,0,1.7,0,2.076,2.548,0,0,0,0,0.733,5.448,9.681,5.543,0.014,0,0,0.162,0.724,0,2.976,0,0,1.167,1.224,0
0,0.962,0,0,1.381,1.495,0.919,0,0,0,0.762,0.448,6.433,8.014,0.7,0,0.605,0,0,0,1.633,1.324,0,0.633,0.843,1.043,0
0,0,0,0,0,1.376,0,0,0.986,0,0,0,1.038,4.952,0,0,0.49,0,0.919,0,0,0,0,0,0.895,0,0
4.481,1.31,0,0,0,1.314,0.29,0,0.338,1.748,0,0.867,2.69,7.481,0,0,0,0,0,0,0,0,0,1.324,0,1.933,0
3.952,0,0,0,1.324,0,0.238,0,0,0,0,0,1.552,5.476,1.019,0,0,0,0,0,0,0,0,0.681,1.1,0,0
0,0,0,0,0,0.7,0,0.752,0,0,0,0.705,0,4.5,2.3,0,1.252,0,0,0,0,0.6,0.714,0.524,0,0.005,2.905
1.005,3.567,0,0,2.276,0,4.614,0,0,0,0.152,0,6.667,10.6,0.781,0.538,0,0,0,0,2.709,0,1.271,6.229,4.281,0,0
0.281,0,0,0,0,0.505,5.505,0,0.405,0.567,0,0,9.276,7.209,3.305,0,0,0,0,0,0.648,0,0,0,0.748,0,0
1.076,0,0,0.357,3.429,0.271,4.433,0.01,0,0,0,0,13.643,39.69,10.933,2.857,3.181,0.857,0.762,0,0,0,0,0.8,0,1.986,0
0,0,0,2.081,0.5,1.057,0,1.11,0,0,0,0.757,0,5.024,0.681,0,0.714,0,1.038,1.057,0,0.543,1.09,0,0.286,0,0
0,0,1.362,0,0,0,0,0,0,0,2.652,0,6.019,8.281,0,0.643,0.871,0,0,0,0,0,0,1.848,3.248,0,0
0,0.786,0,3.629,0,0,0,0,0,0.748,0,0,5.509,6.671,0,0.257,0,1.133,0,0,0,0,0.705,2.1,2.605,2.657,-0.019
0.805,0,2.029,0.462,0,0,10.462,0,0,0,0.419,1.414,12.295,24.347,6.89,2.252,3.319,0,0,0,0.933,0,0,0,2.119,0.3,-0.014
0,0.805,0,0,0.29,0,0.7,0,0.757,0,0,0,0.6,4.419,0.21,0,0,0.9,1.552,-0.01,0,0,0.776,0,0.333,0,0.524
0,0,0,0,0,2.767,1.386,0,2.195,0,0,0,17.052,30.923,0,0.976,0,1.39,0.671,0,0.929,0,1.205,5.357,16.414,2.7,0
0,0,0,1.548,0,0,11.067,0,0,1.614,0,0,10.281,10.528,3.529,0.548,0,0,0,0,0,0,0,0,0.167,0,0
0,0,0,0,0.243,0.433,22.257,0,0.919,0,0.448,0,27.566,42.476,8.781,1.329,0,0,0,1.286,0.943,0.567,0,0,1.1,3.219,0
0,0,0,0,0,2.533,0.814,0,0,0,1.005,0,0,5.314,0,0,0,0.771,0,0,2.629,0,0,0,0,0,1.39
0,0.476,0,0.714,1.41,0,13.581,0,0,0,0,2.714,28.543,47.123,9.338,0,5.662,0,0.824,1.419,0,0,0,4.252,2.952,3.629,0.867
0,0.319,0,0,3.933,0,2.571,0,2.014,0,0.348,0.962,2.414,8.395,0,0,1.167,0,0.01,0,0,0,1.043,0.405,1.595,0,0
2.614,2.919,0,0,0,0,0,0,0,0,0,0,0.719,6.405,1.457,1.157,0,0.39,0.867,1.438,0,0,0,1.238,2.729,0,0
1.029,0.348,0,0.976,0,6.229,1.91,0,0.7,0.652,0,0,26.871,50.728,7.228,2.209,4.195,0,0,0,0,0,1.31,0,1.333,3.019,0
0,1.024,0.329,0.386,0.371,1.124,5.176,0,0,0,0,0,10.495,11.528,5.262,5.338,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.467,0,1.324,1.057,0.6,0,0.729,0,0,0.976,5.009,2.305,0.205,0,0.019,1.133,0,0.857,0,0,1.252,1.343,0,0.157
0,0,0.9,2.286,1.662,0,6.724,0.952,0,0,0,0.781,4.348,8.409,0,0.657,1.048,0,0,0.614,0,0.943,0,3.214,3.405,1.348,0
0.876,0.957,0,0,0,0,27.6,0,0,0,0.629,0,75.313,95.713,6.319,7.138,0.986,0,0.6,0.6,0.862,0.467,0,5.014,5.171,0,0
1.39,0,0.238,2.114,2.067,2.171,0,0,0,0,0.424,0,0,4.557,0,0,0.948,0,0,0,1.448,0,0.933,0,0.643,0,0
0,0,0,0,0,1.467,6.819,0,0,0,1.138,0.09,10.586,15.624,1.867,0,1.019,0,1.424,0,0.657,0,0,0.871,2.281,1.195,0
1.548,0,0.705,2.062,1.933,0,11.671,0,0,0,0,-0.005,19.819,25.104,6.181,1.167,2.424,0.719,0,0,1.233,0,0,0,1.938,1.229,0.9
0.962,0,0,1.295,0,0,18,0,1.1,1.257,1.267,0,52.376,112.608,6.457,0,4.495,2.643,0,0,0,0,0,0,1.543,3.348,0
0,0,1.39,0,0,1.029,0,0,0,0.514,0.905,1.076,0,4.39,0,0.719,0,2.29,0.2,0,0.476,0,0,0,0.876,1.567,0
0,216.093,0,0,0,0.038,0,0,0,0,0,0.738,0,7.719,1.49,0,0.433,0.495,0,0,1.062,0,0,12.6,16.019,0.848,0.776
1.581,0,0,1.395,0,4.405,2.133,1.162,0.781,0,0,0,3.333,7.043,4.257,1.252,0,0.967,0,0,0,0,0,0,4.281,5.667,0
0,0,0,0,0,1.114,7.228,0,-0.014,0,1.419,0,7.828,32.062,3.957,0.752,0.81,0,0.705,2.324,0,1.129,0,0,2.3,3.409,0
1.619,0,1.19,0,0,0.4,7.405,0.848,0.71,0.133,0,0,9.119,18.743,9.352,1.338,1.229,0,0,0,0,0,0,2.148,4.205,5.162,0.062
0,0.262,0,0,0,2.171,6.448,0,0,0.848,0,0,35.481,40.223,3.333,0.581,0.776,0,0,0,1.329,1.362,1.562,2.005,3.586,0,0
0,0,1.524,1.124,0.357,0.643,0.505,0,0.143,0,0,0,7.762,6.328,0,0.752,1.405,0,0,1.248,0.933,0.286,0,0,1.69,0,0
0.629,0,0,0.952,0.538,0.71,0.8,0.19,0,0,0,0,2.714,6.157,0,0,0,0,0.762,0,0,0,0,0,0,0,0
0,2.429,0.714,2.1,0.186,0,1.2,0,0.848,0.462,0,0,2.062,6.209,0,0,0,0,0,0,1.71,0,0,0.414,1.862,0,0
0,0.471,0,0,0,0,1.186,0.814,0,0,0,0,6.19,18.409,0,1.057,0,0,0,0,0,0,0,4.2,0.695,0,0.286
1.21,0,0,0.595,0,0,4.743,1.757,2.848,0,0.557,0,17.262,22.305,1.024,2.052,4.009,0,0,0,0.814,0,0.186,0.952,0.538,1.286,0
0,0.31,0,0,0,0,0,0,1.39,0,0,0,0,8.262,0,0,0,0,0.01,0,0.914,0,0.905,0,1.219,0,2.124
0,0.524,0,0,3.19,0,0.871,0,0,0,0,0,1.062,5.348,0.614,0.286,-0.019,0,0,1.076,0.467,0,0.61,0.914,2.038,1.981,0
0,1.138,0,0,0,0.533,2.595,1.643,0,0,0,0,3.152,5.019,0,0,2.838,0,0,0,0.31,0,0,0,1.824,0,0
3.533,3.133,0,0,1.076,1.886,0.262,0.257,0.833,1.11,0,0.19,8.843,10.852,2.381,0,1.776,0,1,0,0,0,0,0,0,0,0.176
1.281,2.619,0,0.462,0.338,0,3.543,0,0.59,0.129,0,0,5.609,7.776,3.181,0,3.176,0,0,0,1.738,0,0.619,0,0.795,0.614,0
0,0.957,0,0,0,1.471,6.776,0,0,0,0,0,4.39,19.271,3.133,1.438,1.619,0,1.429,0,1.681,0,0.176,3.89,1.871,1.467,0
0,0.943,0,0,0,1.705,2.609,0,0,0,0,0,17.095,58.837,3.605,4.376,5.119,0.681,1.043,0.805,0,0,0,1.805,3.681,5.176,1.157
0,1.476,0,0,1.143,0.724,0,0,0.676,0,1,0,5.429,8.6,0,0,1.233,0,0,0,0,1.352,3.524,0,2.767,0,0
0,0.571,0,0,2.086,0,0,0,0,0,0,1.195,0.286,4.848,0,1.743,0,0,1.733,0,0,0,0,0,0.829,0.81,0.233
2.519,2.171,0.005,1.414,0.486,0,1.205,0,0,0,0,0,41.242,61.156,6.348,0.91,4.538,0.295,0,1.505,1.138,1.481,0,0.752,0.605,2.514,1.167
0,0,0,0.7,0.676,0.933,0.833,0,0,0.629,0,0,1.595,6.89,0,0,0.529,0,0,0.695,0,1.171,0,0,0,2.476,0
1.143,0,1.214,0.914,0,1.01,0.862,1.081,0.362,0,0,0,1.857,9.738,0,0.267,0,0,0,0.367,0,0,0,0,0.424,1.457,0.605
0,1.667,0,2.652,0,2.043,0,0,0,0.743,0,1.295,2.114,6.314,5.567,0,0,0,0,0,0,0,0,1.824,1.695,1.005,0.657
0,1.357,1.005,0,0,0,14.247,0,0,0.771,0,0,21.39,23.257,2.257,1.252,2.114,2.057,0,0,1.533,1.524,0.381,2.19,2.438,1.09,0
0,2.238,0,0,0,0.781,0.833,0,0,0,2.581,0,2.743,6.752,0,1.124,0,0,0,2.357,1,0,0,4.948,0,0.695,1.319
0,1.462,0,0.371,0,0.981,4.9,0,0,0,0,0,6.881,13.281,1.89,0,0.838,0.862,0,0,0.79,0,0,0,4.538,0,0
0.51,0,0,0.443,0,2.057,2.457,0,0,0,0,0,1.414,18.371,1.486,0,0.448,1.324,0,0,1.076,0,0,1.805,1.7,1.052,0
1.219,0,0.995,1.329,0,0.319,2.243,0,0.238,0,0,0,4.543,5.767,0,0.843,1.924,0,0,0,0,0.624,0,0.324,0.414,0,0
2.043,0,0.4,0,0.848,1.79,0,1.81,0.852,0,0,0,5.052,6.486,0,0.7,0,0,1.257,0,0.771,0,0,0,0.705,0,0
0,0,0,1.919,0,0,2.209,1.652,0.481,0.548,4.519,0,4.781,10.157,1.319,0.162,1.405,0,0.562,0,0,0,0.714,0,8.948,0,1.705
0,0.271,0.748,0,0,1.014,0.552,0,0,0,0,0.838,3.267,5.571,0,0,0,0.767,0.376,0,0.638,0,0,0,1.452,0,0
1.871,2.962,0,0,0,2.114,0,0.871,0,0,0,0,2.352,5.476,1.024,0,0,0,0,1.138,0,0,1.952,0,2.376,0,0
0,3.114,0,0.329,0,0,0,0,0,0,0,0.167,1.019,4.643,1.029,0,0.295,0,0,0.49,0,0,0,0.938,0.667,0.614,0
0,2.452,0,0,0,0.79,0,0.157,0,0.562,0,0.224,1.571,4.786,1.743,0.895,0,0,0,0.833,0,0,0,0.09,0.781,2.186,0.714
0,1.019,0,0,0,1.276,16.371,0,0,0,0,0,29.714,43.461,5.581,0.233,1.462,0.571,1.662,0.924,1.543,0,0,1.233,5.895,1.019,0
0,0,0,0,1.31,2.219,0.89,0,0,0,0,0,2.176,8.381,0,1.214,0.652,0,0,0,0.962,0,0.01,0,2.9,2.162,0
1.424,1.481,0,0,2.543,0,0,0,0,1.571,0,3.743,9.233,31.3,2.624,4.619,7.4,0.681,0.59,0,1.295,0,0.395,1.238,0,10.114,0
1.167,1.367,0.752,1.219,0,0.838,7.828,0.357,0,0,0,0,3.986,11.286,1.414,0,0,0,0,0.748,1.543,0,0,0.548,0,0,0.481
0,0,0,0,0,3.314,0,0,0,0,2.576,0.943,0.781,17.3,1.386,0,1.3,0,0,0,0,0,0,0,0,0,0
0,2.943,0,2.519,0,2.481,3.881,0,0,0,0,0,4.981,10.728,1.848,0.562,0,1.029,-0.005,0,0,0,0,0,1.376,0.795,0
0.29,0.852,0.676,0,0,1.762,4.209,0,0,0,0,0,24.876,31.133,8.09,4.238,6.657,1.933,0,0.024,0,0.786,0.895,1.029,4.243,5.986,0
0,0.648,0.362,0,0.886,0.233,0,1.638,0.467,0,0.29,0.786,0,4.514,0,0,1.205,0,0,0,0,0.781,2.871,1.529,0,0,0
2.338,0.11,0,0,0,2.919,0,0,0,0,0,0,0,5.357,0,0,0.51,0,0,2.514,2.195,0,0.59,2.338,3.457,2.005,1.243
0,0,1.052,0.029,0,1.767,2.781,0,1.205,0,0,0,6.319,15.5,4.638,0.457,7.919,2.267,0,2.186,0.729,1.467,0.481,0.31,0,6.024,0
0,0,0,0,0,0,6.948,0,0,0,0.9,0,13.428,14.857,1.671,1.852,0,1.429,0.948,0,0,0.829,0,0,2.809,2.295,0
0,1.91,0.095,1.619,1.476,0,-0.014,0,0,0,0,0,8.538,29.138,1.186,0.643,0.281,0,0,0,0.229,0,0.786,1.29,0,1.238,0
1.414,4.057,0,0,1.343,0,0,1.171,0,1.69,0,0,0,5.176,0,0,0.024,0,0.676,0,0,1.638,1.105,1.752,4.69,1.005,0
0,0,0,1.176,0,0,2.286,0.581,1.714,0,0,0,6.838,30.152,2.662,0,0.743,0,0,0,0,0,1.371,0,0,4.005,0.267
0,4.157,0,0,0.657,0,0,0,0,0,0.538,0,13.719,10.362,0,1.21,0,0,0,0,0.11,0,0,0,4.229,0.91,1.367
1.538,0,0,0,0.381,0,4.367,0,0,0,0.095,0,10.705,5.243,0.59,0,0,0,0.924,0,0,0,0,1.029,0,0,0
2.586,0.557,0,0,0.61,0.324,4.605,0,0,0,0,0,21.952,12.647,2.733,0.348,0.329,0,0.929,2.357,1.31,0,0,1.119,0.514,0.133,0
0,3.195,0,0,0.886,0.538,1.724,2.019,0,0,1.61,0,1.643,5.714,1.857,0,0,0,1.038,1.476,0.952,0,0,0,0.338,0,0.481
2.043,0.757,0.162,0.243,2.324,0,3.543,1.176,0.652,0,0,0,2.414,5.081,0,0,0,0.414,1.59,0,0,0,0,0.962,1.576,0,0
