25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
0,1.2333,0,0,0,0,1.919,0,0,0,0,0,6.0809,8.5237,0,0,0,0,0,0,0,0,0,1.5571,0.0048,0.6286,0.6619
0,0.9143,1.1952,0,1.3047,1.9762,9.2332,0.919,0,0,2.7095,0,15.2189,30.9425,3.1476,5.4999,3.4333,0.7952,0,0,0,0,0.0238,0.7762,1.0905,4.0666,0
1.8952,1.1381,0,0,0,1.6476,2.5666,0,-0.0143,1.5428,0,0,39.171,62.7564,11.2761,3.4666,4.0761,0,0.6524,2.219,0.0429,1.1333,0,0.9762,2.1524,5.5571,0.3714
0.5333,5.7714,0,0,0,1.3143,8.4809,0,0,0,0,0,29.333,64.9373,4.1666,3.1333,1.7333,1.2381,0,0,1.2762,0,0,1.6476,0,2.9809,0
0,5.8761,-0.0095,0,0.9143,2.6428,1.8428,0,0,0,0,0,0,6.8475,4.5571,0,0.1905,0.1238,0,0.8381,0,1.1286,0,0.7952,0.019,0.8476,0
0,1.1286,1.8381,0,0,0.3809,3.5333,0,0.5524,0,0,0,8.4237,30.4282,4.1428,1.1714,4.938,0,0,2.2762,0,0.0905,0,0.2571,0.5571,0.5667,0
0.1333,0,0.4952,0,1.4571,0,1.7809,0,0,0,0,0,2.6809,9.5904,1.4571,0.6286,0,0.6524,0,0.9333,0,0.1571,0.6571,1.9714,0,0,0
0,0,0,1.0333,0,0,2.0714,0,0,0,0,0,5.7476,10.0618,0.7952,1.9143,0,2.1809,0,0,0,1.0571,1.8238,1.0095,0,0.9619,0
0,2.2428,1.0143,0,0,0,0,0,0,0,0,0.3286,5.3952,9.4761,3.5095,0,0.3952,0,0,0.8286,2.4047,0,0,0,1.2952,0,0
0,0.8,1.2667,1.1,0,3.4666,12.257,0,0.3,0,0,0,6.1142,19.7093,1.3619,0,2.2285,0,0.5143,1.2381,0,0,0,0.3762,1.519,5.8618,0
2.1,6.3761,0.5143,0,0,3.819,1.7143,0,0,0,0,0.6952,5.0618,8.9285,0,0,0,0,1.5143,0.4762,0,-0.0286,0,2.2285,1.7476,1.7,0.9762
0,0,1.0143,0,0,0,1.9714,2.0809,0,0,0,0,3.6619,11.1475,0.8333,1.4333,0.5,2.5809,0,0,0,0.3667,0,6.2285,5.338,0.4,0.3905
3.6238,0,0,0,0,0,14.2998,0,0,0,0,0,29.3806,62.4945,7.319,1.2143,3.8857,0,0.3905,0,0.6524,0,3.7761,0.9619,2.2905,1.4524,1.1905
0,0.5571,1.3143,0,0,1.6238,0,0,0,0.1476,0,0,0,9.9285,0,0,0,0,0,2.1714,0,0.3714,0,1.0524,4.4428,0.0048,1.1143
0,0,0,0,3.1809,1.6238,0,0,0.5714,0,0,1.0809,0,9.4523,2.5095,1.919,0,1.6143,3.3619,0.3905,0.8,0,0.6857,5.8856,16.2046,0.6809,0
0,0,0,0,1.3428,3.8571,0.9381,0,0,0.8143,0,0,0,7.0428,1.0095,0.1952,1.4238,0,1.0524,0.3571,1.6476,0,1.1143,1.0857,12.0951,0,3.4571
0.8048,1.3952,0.2809,0,0,0.4524,2.0857,0,0,-0.019,0,0,3.2238,12.5808,0,0,0,0,0.2952,1.4333,0,0,0,0,1.5095,0,0
0,2.1238,2.3762,0,0,0,0,0,0,0,0,1.4619,13.2094,37.4043,2.6762,3.4476,3.3285,0.8857,0,0,0,0.5048,0,2.8571,0.1857,2.4476,0
0,0,1.3238,0,1.5666,0.9619,0,0,1.5381,0,0,0,1.1571,6.7952,2.9762,0,0,0,0,0,0,0,0,1.2571,1.4047,0,0
2.9857,0,0,0,0,0,0,0,0,0,0.0048,0,0,7.8332,0,0,1.3714,0,0,0,0,0,-0.0143,2.0809,0,1.1238,0
0,0,0,0,0,0.9143,0,0.0857,0,1.6619,0,0,0.8905,6.6333,0,0,0.2667,0,0,1.2524,0,0.9143,0,2.5381,0.3905,1.1,0
1.0333,2.5904,0,0,0,0,8.2237,0.2333,0,0,0,0,11.1808,36.8662,7.8951,6.7285,3.0381,2.5524,0.9714,1.4333,0,0,0,0,3.219,3.119,1.6952
0,0,0,0,1.6476,0,5.219,0,0,0,1.9857,0,10.9142,24.5426,1.0857,1.3667,3.1381,0,1.3667,0,1.3762,0.9952,0,0.9857,3.1523,0.6095,1.2476
0,0,0,0,0,0.2905,0,0.7428,0,0,0,0,3.6047,9.538,1.3333,0,2.4476,0.2095,0,0,0,0,0.0095,2.319,0,0,0.7714
1.0095,0,0,1.2524,1.9095,3.7952,3.5952,0,0.6428,0.3286,0,1.0714,99.5322,86.0467,6.6809,0,2.9571,0,1.6047,0.0714,0,0,0,8.8285,20.6141,9.2428,0
1.3428,1.1667,0.7048,0,0,1.2619,0.4095,1.9381,0,0,0,0.3286,8.2428,10.4618,0,0,0,0.8428,0,0,0,0.3429,0,1.4905,0.4762,1.1619,0.9809
0,0,2.9238,1.1428,0,0,3.8238,1.4143,0,0,1.2428,1.6,11.6522,21.3283,1.7381,0,0.619,0,0,0,0,0,0,0,1.6905,0,0
0.5952,0,0,1.2809,0,0.2905,3.9047,2.5619,0,0,0,0,29.1759,32.7901,2.8952,1.2143,0.5476,1.0381,0,0,0,1.2476,0,0.3,1.319,1.6047,1.919
0,0.9286,0,0,0,1.4238,0,0,0.5905,0,0,0,1.0857,8.4713,2.7381,1.7095,0,0,0.4809,0,0,0,0,0.0429,1.3524,0,0
0.5809,0.8667,0,2.1905,0,0,11.138,0,0,0,1.7428,0,29.5949,33.5139,5.138,1.6905,0,0,0,0,0,0,0.3619,3.2619,1.6333,2.9,0
4.9809,0,0,0,0,0.5667,2.6238,0,0,0.8809,0,0.2238,5.1809,9.8189,1.0238,0,1.9428,0,0,0,2.5571,0,2.6381,1.5428,4.3571,0,0.3476
2.119,1.8095,0,1.1143,1.5524,1.319,8.5713,0,0,0,0.181,0,21.0188,44.9185,6.7904,0.9143,1.1714,0.0476,0,2.4952,0,0,0,0,1.1095,5.9666,0
0,2.219,0,0,0,0.7238,12.4046,-0.0143,0,0,0,0,32.1139,56.2898,5.4428,0.6238,4.4952,1.2667,1.9476,0.6809,0,0,0,2,2.4333,5.5237,0
0,0.2857,0,0.3048,0,1.3333,1.619,0.4905,1.0095,0.5857,0,0,6.4523,16.2951,1.4238,0.219,1.9333,0,1.4143,1.2047,0,1.0952,-0.0095,0.9619,1.9857,1.5857,0
1.8571,0.7809,-0.019,0,0,0.8571,3.8428,0.9857,0,0,0.3571,0,2.8857,10.3618,2.4809,0.4476,1.8571,0.9048,0,0,0,0,0,0,4.6999,1.6,0
0,0.6667,0,0,1.4905,0,1.6,2.4666,1.1667,0,0,0.819,11.4475,14.6046,1.9143,0,0,0,0.4905,0,0,0,0,0,0,0.8381,1.2
0,1.1,0,0,1.0143,0,2.3476,0.8714,0.4095,0.519,0.5952,0,13.6284,22.3712,3.0476,0,0,0,0,0,0,0,0.5476,0,1.3476,2.3619,0
0,0.4048,0,1.1952,0,0,4.9571,0,0,0,0,0,4.8761,19.4903,0,0,0,0,0,0,0,0,0.3524,0.4952,1.7286,0,0
0.5286,0.8333,0,1.6571,0,0.7095,9.6904,0,0.5809,0,0,0,31.452,22.4807,4.5714,2.9476,3.1714,0,0,0,1.7857,0,0,1.1667,1.6381,9.1713,0
0,0,0,0,0,2.0809,3.2619,0.5095,0.6952,0,0,0.6048,4.9952,10.0285,1.5666,0,0,0,0,2.7523,1.0381,0,0,0,1.7428,0,0.4762
0,0.181,0.3238,1.4286,0,4.0857,5.0428,0.7476,0,0,0,0,11.5665,27.8283,3.9285,0.9095,4.0714,0,1.9047,1.0286,1.0048,0.7143,0,4.3238,4.5666,0,0
0.5143,0.5952,0,0.0381,0.3857,0,1.7857,1.0476,0,0,0,0,13.4808,20.4617,4.4285,4.6285,2.6333,3.819,0,0,0.5429,1.1857,0,0.8809,0.4714,1.2476,0
0,0,2.4381,0,0,0.6571,22.2474,3.0857,0,0,0,0,28.6663,52.2185,3.8047,4.1714,3.0476,0,0,0.6333,3.0476,0,0,2.0619,8.757,0.9143,0
0,0,0,1.6762,2.1666,0.4381,2.519,0,0.7619,0,0,1.2286,0.5381,7.9428,1.919,0,0,0,0,0,1.5809,0,0,1.5714,2.4619,2.8619,1.3
0,0.4381,1.1286,0.6524,1.519,0,2.6,0,0.819,0.6952,0,0.6095,11.3046,13.6856,1.5047,1.8428,0.919,0,0,-0.0143,1.0524,0,0,0.3286,0.7857,0,3.2428
0,0,0,1.2524,0,2.3,3.3285,0.5,0,2.3,0,0,16.7331,19.8902,4.7714,3.9476,0,1.3238,0,0,0,0.8619,1.8714,2.0809,0.9809,2.1,0
0,1.4047,0.9095,0,1.5143,1.1,0,-0.019,0.7381,0,0.0524,0,11.1713,15.7617,1.1857,1.0428,1.4238,0,0,1.2333,0,0.2143,0,1.0238,0.7,5.8856,0.3714
0,0.3905,1.6809,0,0,0,0,0,0,0,0,3.4142,2.7523,11.2713,1.0857,0,0,0,0,0,0,0,0,3.1047,0.8905,1.6428,0
1.9952,1.5857,0,0,0,1.1143,9.9142,0,0,0,1.2238,1.7286,2.9047,10.0189,0,0,0,0,0,0,1.2333,1.0333,0.0857,2.0952,1.1381,1.2286,0.0571
0,0,0.0095,1.7047,0,3.819,4.3333,0,0,1.1905,0,0.3095,3.9,15.2379,3.1857,0,0.3,0.5333,0,0,0,0,1.5047,1.0809,0.8143,1.319,0
0,0.8524,0,0,0,0,8.657,0.2857,0,0,0,0,3.7619,8.4809,0,1.5333,0.5238,0.7857,0.2762,0,0,0,0,0,0.6,0,0
0,0.8952,0,0.6667,0,0,4.2952,0,0,0.919,2.4714,0,15.2427,29.1997,1.7143,1.9524,1.1905,-0.019,2.0857,0.9286,0,0.6333,0,1.3095,4.0952,0.5667,0.4048
0.7571,0.8,0,0,0,0,12.6903,0,0,0,0,0,19.4664,23.9807,1.9619,1.5619,1.4286,2.8381,0.5524,1.2143,0,0,0,0.3095,2.7666,0,0
1.6952,-0.081,2.5285,0,0.2143,0,0,-0.0333,0,0.0048,0,0,2.819,9.8856,1.1952,1.4381,0,0,0,0,0.5048,1.4381,0,1.5619,3.2476,3.4857,0
0,2.2143,0,0,0,0,1.7952,0,0,0,0,2.1238,7.2333,12.957,1.1952,1.7047,2.119,0,0,0,0,0,0,1.3428,2.2476,0.9524,0
0,0,0,0,0,0,5.938,1.6381,0,0,0.4714,0,2.8143,11.0475,0.019,2.2333,1.7762,1.7476,0,0,0.6428,0.719,0,0,0,0,0
0.1857,0,0,0,0,0.4809,12.6522,0,1.0048,0,0,0,23.4521,51.7899,2.7428,5.9333,1.2619,0,1.9,0.0143,0.6238,0,0,0.8381,2.0762,4.519,0
0,0,0,0,0.7095,0,1.8143,0,0,0,0,0,3.9476,11.5761,0.8143,2.0762,0,0,0,1.0667,1.1286,3.3809,0,0,0,3.819,2.1571
0,3.2095,0,0,0,0,8.1142,0,0.8571,0,0,1.7857,7.1904,9.2761,0,0,0.6714,0,0,0,0,0,0,0,5.4047,0.8381,0
0,0,0.2952,0,0.4048,1.1619,2.3714,0.1619,0,1.1857,0,0,6.2475,10.1618,2.2666,0,1.2095,0,0,0,0,1.0381,0.6619,3.7571,6.9713,0,0
0.2429,0.2905,0,0,0,0.7762,16.7617,0.1571,0,0,0,0.7476,43.3566,62.6041,9.3856,0.2762,4.9904,3,0,0,0,0,0,0,0.7571,0.6762,0
0.9571,1.3428,0,0,0,0,1.219,0,0,0.6857,0,1.919,0,6.6714,0,1.7428,2.6619,0.8524,0,0,0,0.3619,0,0,1.4619,1.6952,0
3.1333,0,0,0.9333,0,0,4.3095,0,0,0,0,0,1.9047,7.4618,0.7762,1.2714,3.0238,0,0.5143,2.6571,0.8428,0,0,2.1762,1.7047,1.1905,0
0,0,2.5904,0,0,5.7095,21.0331,0,0,0,0,0,35.0853,58.8755,1.9524,4.6333,5.5904,1.6714,2.3476,-0.0476,0.7619,0,0.3714,0.9809,0,5.1047,0
0,0,0,0,-0.0762,0,0,0,0,0,0,0,19.3855,6.5666,0.2524,0,2.2047,0.4571,1.8476,1.1571,0.1762,1.0286,2.3809,0,0.9714,0,0
0,0,0,0,0,0,0.219,0,0,0,0,0,0,6.7618,0,0,1.4333,0,0.5524,0,0.9428,0,0,0,0,1.2428,0.5095
0,0,0,0,0,0,0,0,0,0,0.8857,0,2.4666,7.9713,0,0.7,1.4667,0,1.1762,0,0,0,0,1.0476,0.1619,0,0
0,0.3571,0,0,0,4.4619,4.4095,0,0.2571,0.1381,0.5429,0,11.1094,36.1091,3.3571,2.1143,0,0.3619,0,0.8905,0,1.119,1.1143,0,0.8381,0,0.8095
0.7857,0,0,1.3619,0,0,5.1333,0,0,0,0,1.0095,11.3665,13.6284,0.5524,0.8524,0.8619,0,0,0.8619,0,0,0,1.1714,0.2857,1.5476,0.4762
0,0,-0.0095,0,0,1.5905,2.4,0,0,0,0,0,5.1952,7.8237,2.3095,0.2714,0,0.3714,0,2.7666,0,0.6619,0,0,0,0,0
0,0,0,1.9143,0,2.2381,3.4476,0,0,0,0,0,8.2237,27.5187,2.4428,1.2286,0,0,0,0,0,3.4047,0,0,1.8143,1.9381,0.7571
0.7381,0,0.6095,0,0,0.7476,0,0,0,0,0,0,7.338,20.8188,0.9667,1.1857,0,0,0,0,0,0,0.4,0,1.1476,1.8333,0
0,0,0,0,0,1.4809,3.719,0,0,0.9095,0,-0.0143,5.1428,10.6523,0.7381,0.9667,0,0,0.7095,0.3286,0,0,0,2.4047,0.7381,0,1.2714
0,1.5095,0,0.7619,0,2.9428,1.1238,0,0,0,0,1.1143,5.919,9.9618,1.4571,3.4381,0.4667,1.6857,0,0,1.7381,0,0,0,0,0.7952,1.519
2.9,1.4381,1.0143,0,0,1.0048,2.4238,1.9381,0,0,0,0,1.5571,7.119,0,0,0,1.4047,0,0.5857,0,0,1.1,1.2857,0,0.8238,1.2762
0,3.6047,0.6667,0,0,0,4.5285,2.5333,1.2428,0,0,1.4476,6.3856,22.3331,0.919,0,3.4238,0,0,0,0,0,0.8571,1.8857,2.1619,3.2142,0
0,0,0.5429,3,3.5047,1.2476,1.9952,0,0,0,1.2428,1.219,8.3142,12.9713,0.3,0.7571,0.5571,0,0.7428,1.5857,1.1143,0.0857,0,3.1523,1.7666,2.3809,0
0,0,2.0333,0,0,1.4238,10.7951,0,0,0,0.6667,0,10.6761,13.3618,1.1095,0.319,1.4952,0,0.6,0.8238,0,1.5047,0,0,0.9809,0,0
2.3952,3.3,0,0,1.2381,0,0,1.1952,1.1762,1.9952,0,0.0048,10.3856,16.3998,0,3.6095,0.8095,0,0,1.1667,1.6286,0,0.8,0,8.1047,0.9857,0
0,1.1095,0,1,0,2.2857,5.4999,2.4714,0,0,0,0,22.9474,26.8235,5.3428,0,3.7761,0.8428,0,-0.0286,0,0,0.3333,0.0571,0.9667,9.7618,0
0.9714,0,0,0,1.9381,1.8095,1.9571,0,3.0714,0,0,0,0,6.6856,1.8905,0,1.9952,0,0,0,1.3952,0,1.5714,0.9143,0,0,0
0,0,0,0,0,1.4428,5.3095,-0.0048,0,1.2667,0.2286,0,48.8994,67.5897,11.9189,6.7094,4.0333,0,0.7428,0,1.7238,0,0,2.4476,3.1047,7.6428,0
0,1.0143,0,0,0,0.6095,0.1571,0,0.219,0,0,1.8857,2.4047,7.3523,1.9333,0.8857,1.3857,0.1286,1.4809,0,0,0,0,0,1.8857,1.0857,0
0,0,0.7857,0,0.2571,0,0,0.3095,0,0,0,0,3.8047,14.6189,1.719,1.9238,5.0666,0,0,0,0,0,0,0,5.219,9.4761,0
0,0,0,0,0,0,5.4285,0,1.4476,0,0,0,4.4523,19.8617,0.4286,0.2429,2.5809,0,0,0,0,0.3524,0,1.4762,2.0095,1.5238,0.4476
1.7095,0,1.3381,0,0,0,5.7809,0.4952,0,0,0.6571,1.2286,4.2095,9.5666,1.7047,1.3381,0.9905,3.0952,0,0,0.419,0,0,1.3905,1.2952,1.3952,0
0,-0.0143,0,0.7333,0.8286,0.8714,2.9,0,0.3429,2.4333,0,0,9.2285,12.1903,0.3857,0,0,0,0,0,0,0,0,1.1143,4.0285,0,0
0.3476,1.9095,0,0,0,2.6238,10.6189,0,1.0667,0,0,0,18.1617,27.8568,2.0333,4.2523,0.4905,0,0,0,1.2381,0,0,0.3714,3.4904,2.7952,0
2.3809,0,0,0,0.619,2.1285,0,0,0.7857,0,0.4429,0.6428,0.8905,7.7285,0.7524,0,0,0,0,0.2905,4.819,0,0,0,1.8381,0.419,0.9905
0.4857,0,0,0,2.8,0.8381,19.6807,2.7619,0,0,1.1286,2.8095,34.1853,52.4518,8.4428,7.6856,8.4761,0,1.7095,0,1.1524,0,0,5.0666,4.6571,22.0236,3.6095
0,0,2.2428,0,0,1.519,3.7047,2.819,1.5047,0,0,0,25.8426,26.6997,0,2.4047,2.1762,0,0,0,0.5381,0,0,0,0,0,0
0,0,-0.0429,0,0,0.7286,6.9904,1.8905,0,0.9571,0.4048,0,4.6428,8.0237,0.7857,1.0476,0,0.1048,0,0.3238,0.919,0,0,0,0,6.0428,0
0,0,0,1.1286,0.1286,0.719,9.738,0,1.2571,0,0,0,15.3474,21.5712,0,0.3952,0.519,0,0,0,0,0,0,0,0.7952,0.9619,0
0,0,0.219,0,0,1.5905,4.4285,0,0,0.5143,0,0,13.6427,13.5713,6.5094,0.8571,0,0.8238,0,0,0,0,0,0,0.7762,0,0.4571
0,0.1667,0,0,0.7524,2.919,2.7904,0,0,2.5476,0.0095,0,8.9237,22.1378,1.5524,0,2.7238,0.919,0,0,0,0.1857,0,0,3.5238,0,0
0,0,0,0.4667,0,0,6.8618,0,0,0,0,0,17.2474,27.4711,5.3571,0.6381,2.7047,0,0,2.319,0,0,1.9238,0.0286,1.0524,8.0047,0
0,0.3619,0,0.4,0,0,6.8952,1.5286,0,0,0.119,0,12.1237,16.1379,4.2238,1.0143,1.5905,0,0,0,0.0286,0,0,0.4524,0.9857,0.4667,0
1.0286,1.5476,0,0,0,0,0.5,0.9571,1.2333,0,0.2571,0.7143,4.1238,8.5047,0.9,1.0286,1.1333,0,0,0,0,0,0,0.5238,1.119,0,4.3809
1.1476,1.4476,0.6667,0,0,1.5143,0.7857,0,0.4143,0,0.3762,0,0,9.1285,0.3857,0,0,0,0,0.5238,1.5381,0,0,0.5333,0,0,0
0,0.2429,0.6238,0,0,1.4095,0,0,0,0,0,0,0,7.3523,1.819,0.1571,0,2.0285,0,0,0,0,0,0,0.0048,0,0
1.2762,1.5857,0,5.019,0,0,0,0,1.0857,0,0,0,0.6476,10.4999,2.1381,0,0,0,0,0,0,0,0,1.0428,3.4666,0.7238,0
0,1,0,0.6667,0.7,0,4.2333,1.1047,0,0,0.6476,0,15.4713,16.7427,1.6952,1.7095,6.6475,0,0,3.7333,0,0.8095,0,1.5857,4.2904,0,0
0,0,1.3047,0,2.2381,0,4.3761,0,0,0,0,0.6762,4.0952,11.0332,0.619,0,1.6428,0,0,0,0,0,0.3809,4.6952,3.2904,0,0
1.8286,0,0,1.719,0,0.5571,3.4523,0,0,0.3,0.3238,0,5.6618,15.8617,0,0,0,0,0,0,0,0,0,1.9285,3.9238,0.3048,1.3286
0,1.6809,0,0,0.8571,0,3.5047,0,0,1.4857,1.1333,0,1.5143,9.4237,1.3571,0,0,0,3.519,1.0952,0,0,0,-0.0048,0,0,0.019
1.5571,2.4857,0,0.7619,0,0,0,0,0,0,0,0,-0.0095,24.4378,1.6428,2.8809,0,0,0,0.6714,0,0,0,3.0143,0.8286,1.0286,0.5381
1.1905,0.5143,0.5238,0,0.7,1.2905,5.3618,0.8762,0,1.7381,0,0,10.9237,22.4664,0,0.8428,0,2.0905,1.3714,0.7667,0,1.3286,0,2.6762,3.0428,2.0809,0.5143
1.3905,0,0,1.4571,0,0.4429,3.5047,0,0,0,0,0.6571,15.6093,37.8043,0,2.3904,2.7952,1.119,0.7143,1.8428,0,0,0,0,0,4.6904,1.7952
1.7476,0,0,0,1.4666,0,5.2333,0.819,0,0,0,2.7238,18.3141,24.195,0,3.2666,0.419,0,0,1.3238,0,0,0,0.819,1.1286,1.019,0
0,1.7809,1.1238,0,0,1.5428,1.0762,0,0.8476,0,0,0,0,10.1189,5.4047,0,0,0.9143,0,0,0,0,0.8619,1.8095,2.2,0,2.219
0.1429,0,0,0,0.8095,2.5476,3.9285,0,0,0,0.4238,0,13.5665,22.9569,2.2476,0,0.7524,0,0,0,0,0,0,0,3.6857,4.9238,0.6286
6.4999,3.4381,0,0,0.8238,0,17.0474,0.7286,1.3095,0,1.2952,0.3762,13.1998,39.7805,2.0666,1.7857,6.0856,0.6,0,0,0.9143,0,0,2.6809,5.738,7.9475,1.2667
0,2.7714,0,0,0,1.0809,12.2665,5.1476,0,0,0,0,13.6046,61.5707,5.9904,2.0333,3.6714,0,0,0.619,0,0.3,0,0.4667,1.1857,2.9,0.6333
0,0.5619,0.3,0,0,0,1.0714,0,0,0,0,0,5.1285,10.5094,0,0,0,0,0.0333,0,0,0,0,0,0,0,0
0.5762,1.9666,0,1.4381,0,0,1.5571,0,0,0,0,0.4762,14.8855,29.2092,1.4,4.8904,0,1.7524,0.6381,0,0,0,0,2.7047,3.2095,0,0.4952
1.9047,3.3714,0,1.0095,0,0,3.7714,0,0,0,1.719,0,13.757,9.7142,0.7333,0,0,0,0,0,0,0,0,1.6476,0,1.6047,2.2381
0,0.6381,-0.0333,0,0,1.3952,0,0.0095,0.5048,0,0,0,1.0286,14.7094,2.4952,0.8238,2.2666,0,0.4762,0,0,0,1.6476,1.0762,0.9286,0,1.8809
0,0,0,2.8809,0,0,4.8142,0,0,0,0,0,25.4426,55.6565,2.3428,1.8905,2.0905,0,0.7286,0,0,2.9333,0,1.5047,1.3667,2.4095,0.5809
0,0,0,0,0,0,20.1807,0,0,0,0,0,14.1427,30.8377,5.9142,0,5.2904,0,0.3143,0.4333,0,0,0,0.1286,2.9047,0,0.5095
2.2095,4.0476,0,0,0.3476,1.4333,6.3952,0.6809,0.1857,0.3905,0,0,18.3046,15.1474,2.8571,0,4.0142,0,0,0,1.3714,0,0,0,1.6381,2.9047,0
0,1.9762,0,0.019,0.3714,2.4809,3.5619,1.7476,0,0,0,0,7.8856,6.5952,2.119,-0.0762,0.4619,0.3857,0,0,0,0.5857,0,3.4333,4.7428,0,0
0,0,0,1.5666,0,1.9,0,0,1.3905,0,0.6905,0,0,8.8142,0,1.8095,0,0,1.5524,0.6809,0,1.4762,0,0.1048,1.7857,0,1.1095
0,0.7333,0,0,0,0.2238,2.4524,0,0,0,0.019,0,0,6.0714,0,0,0,0,0.1095,0,0.0095,1.8762,1.7857,0,1.3857,0,-0.0381
0,2.2047,0,0,0,1.5762,2.6857,0,0.7714,0,0,0,1.7619,11.5713,0.4095,2.2428,0,0,0,0.8143,0.8714,0,0,0,0.8714,0.9619,0
2.8762,2.4428,0,0,0,3.4809,7.038,0,0,0,0,0.1714,21.3902,41.7233,2.2904,1.2095,2.1571,0,0,0.6857,0,0.4619,0,0.3333,3.0047,0,0.6333
0,1.8714,1.0048,0.5524,0,2.2333,0,0,0.0048,0,0.6762,0,10.2189,33.4234,1.5381,4.1476,0.9048,0.8571,0,1.2857,3.1952,0,0,6.938,6.2142,2.6809,0
0,1.2714,0.6,0,0.4143,0,2.4524,0,0.9524,0.2571,0,0,3.2666,7.3761,0,-0.0429,2.1666,0,1.4,0,0,0.8476,0,0,0,1.0286,0.1524
0,0,0,0,0,0.3,0,0,0,0,0,0,0,7.0761,0,0,0,0,0,0,0,0,0.5524,0,0.2,1.1476,0.3048
2.8762,0,0,2.1285,1.3047,0,5.0809,0,1.0476,0,0,-0.0095,20.8902,26.6616,5.2142,1.5047,5.5142,0,0,0,0,0.9333,0,0.6238,5.7714,1.5571,0
0.0095,0,0,0,0.9524,1.5571,0.5571,0,0,0.7428,0,0,12.0046,12.8665,1.6238,0,0,0,0,0,0,0,0,1.8,1.9571,0.7476,0.5667
0,1.2952,0.6667,0.6381,0,0.9286,1.2381,0,0.4333,0,0,0,1.319,10.4951,1.4047,0,1.2047,0,0.4143,0,0,0,0,1.719,0,0,0
0,0,0,0,1.0333,2.8428,7.7571,0,0,0.8762,0,0,6.8761,10.8189,0,0,0.8571,0.7143,0,0,0.4381,0,0,0,1.2762,0.3048,0
1.3238,1.0905,0,0,0,0,2.8381,0,0.7095,0,0,1.1571,21.7426,24.2712,4.7142,0,0,1.4667,0,0,0.619,0,0,1.8762,4.2523,0.2809,0.4762
2.4524,2.1476,0,0.2429,0.8333,0,14.9474,0,0,0,0,0,12.7332,26.7759,0.9905,0,0,0,0.0048,0,0,0,0,0,3.8381,0.319,0
0,2.7857,0,0,1.1714,0,9.8713,0,0,0,0,0,13.1094,36.3853,3.4285,3.6047,4.1714,0,0,0,0,0,0,1.7333,1.5809,0.6571,0
0,1.2381,0,0.7809,1.1333,0,16.3093,0,1.4619,0,0,0,18.2998,43.3043,8.7237,1.2428,1.2143,1.0333,0.2048,0,0,0,0,3.0666,2.1095,2.9619,0
1,0.6524,0,0.919,0,1.9905,1.6,0,0,0,0,0,7.5571,6.5809,2.5095,0,0,0.6286,0,0,0.3809,0.8857,0.5619,2.519,1.5905,0,1.2762
0,0,0,1.6286,0,0,0,0,0,0,0,0,2.1143,10.7237,0.5667,1.3714,2.4476,0,2.0095,0,0,0,0,1.0809,0.1857,0.5809,0
0,0,0,0,0,0.9048,11.957,0,0,0.8143,0.6667,1.4667,40.8995,65.0993,4.6333,9.9666,4.5333,0,0,0,2.1666,0.6428,0,1.2667,1.1381,9.8189,0
2.6809,4.1095,0.4619,0.4857,0,0,0.1381,2.0095,0,0,0,0,8.9285,21.3902,1.7047,0.7,2.9381,0,0,0,0.5048,0,3.0333,0,3.1381,1.4238,0.1571
0,1.1571,0,0,0,0,2.4714,0,0.3095,0,0,1.3,9.8999,22.4188,1.4905,1.9666,1.5952,1.7428,0,1.0714,0,0,0.3857,0.7571,0,1.6286,0
0,0,0,0,2.0524,2.6428,2.5904,0.1095,2.3476,0,0.8571,0,4.8618,8.2999,0.1286,0,0,0,0,0,0,0,0,0.1333,1.8524,0,0
0,1.6238,0.3143,0,3.1809,0.7762,1.1714,0,0.0143,0,0.8238,0,3.2047,11.2665,0,0,0,0,0,0,0.1667,0,0,1.0667,1.5619,0.6048,0
1.7095,0,0,0.7857,1.5428,0,0,0,0,0,0,2.5904,3.1047,9.2332,2.1524,0,0,0.9762,0.2857,0.8,0,0,0,4.8809,2.7523,0.3809,0
0,0,0,0,3.0952,0,3.2762,0.2762,0,0,0,0,8.9285,29.7568,2.6285,0,2.2952,0,0,0,0,1.1476,0,0,0,0,0
0.3476,0.6048,0.7,0,0,0,4.1857,0,0,1.4428,0.3476,0,14.2522,24.1045,5.1904,1.7,5.8333,0,0,1.2905,0,0,0.5809,1.2,0,4.2857,1.2857
0,2.8571,0,0,0,0.6952,6.9047,0,0,0,1.019,0,4.038,7.319,0,3.0381,0,0,0.8952,1.1,2.7,0.3429,1.9905,1.9809,1.6095,1.8762,0.1286
0.3429,0,2.5809,0,0,4.638,0.7714,0.3,0,0.5286,0,0.4571,8.9047,20.0902,3.2523,1.5809,1.5571,2.319,0,0,0,0,0,0.6476,0,0,1.1143
0,5.0999,0,4.4952,0.6428,0.7286,0,0,1.8476,-0.0238,0,0,0,8.3094,0,0,0,0,0.0286,0,0,0,0,0,0,0,0.6809
2.1524,0,0,0,0,1.6762,4.5761,0,0,0.6857,0,1.1571,10.9713,21.3474,2.4,1.3571,0.2762,0,0,0,0,0,0,0.6524,0,0,0.9286
