RT,25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
291,0,1.6952,0,0,0,3.2381,2.7714,0,0,0,0,0,4.0142,8.6047,1.4762,0,0,0.3667,0.2333,1.7524,0,0,0,0,2.9428,1.6571,0
292,0,1.4666,0.3381,0,0,0,0.5571,0,0.3952,0.3762,0,1.6666,7.0142,15.0427,6.1523,0,0,0,0,0.1095,0,0,0.7667,0.8428,1.5381,2.9952,0
293,0,0,2.2285,0,2.8047,0,2.6571,0.4286,0,0,0,0,1.7762,6.7618,1.1857,0,0.6714,0,0,0,0,1.419,0,0,0,0.3857,0
294,0.4952,1.2286,0,0,0,2.2476,2.5809,0.7333,0,0,0,0,2.4428,7.0666,2.4,2.3238,0,0,0,0.7667,0,0,0,1.2095,0,0.3762,0
295,0,0,1.2286,1.0667,0,1.2047,0.8905,1.3,0,0,0,0,7.4285,7.9951,0,0,0,2.4285,0,0.6952,0,0,0,-0.0143,5.5714,0.8333,0
296,0,0,0,0,0.9857,0,11.6522,0,0.0095,0,1.3047,0,23.0854,56.4089,4.5476,3.5,3.2857,0,1.1714,1.1905,0,1.0476,0.4095,2.2285,7.219,2.3857,0
297,0,0,0.6238,0,0,0,23.1902,2.1381,0,0,0,0,36.4329,52.9851,17.3093,6.3809,4.4809,0,0.9,0,2.6571,1.9,0,0,1.4667,6.2618,1.0809
298,0,1.5238,0,0,-0.019,2.9238,3.1381,0,0.3619,0,0,0,9.5332,24.3902,3.0143,2.4381,1.6571,1.319,0,0,0.3333,0,0,0.3667,9.6856,0,0
299,0,0.1762,0,0,0.6286,1.1238,0,0,0.6619,0,0.9905,0,0.7428,6.6571,1.0571,0.4,0,0,1.2857,0,0,0,0.1571,0,0.9667,2.0666,0
300,1.1571,1.6952,0,0,0,0.4809,0,1.3095,0.8143,0,0,4.0047,0,7.7856,0.7714,1.2143,0.5143,0,0,0.8095,0,0,0,0,0.3619,0,1.8905
301,0,1.5905,0,4.8142,-0.0238,0,12.2141,0,0,0,-0.0048,0,9.0475,24.1283,0,1.7333,2.4285,1.1524,1.2476,0,0.3095,0.4857,0,0,0,1.2143,1.419
302,0,0,0,0,0,0,4.238,0,4.719,0.4524,0,0,0.6333,10.3665,3.8333,0.1952,1.7238,1.3762,0.9381,2.2,1.3286,0,0,1.5619,2.1857,0,0
303,0,1.0571,1.7666,2.0571,1.0048,1.819,0.0524,0,0,0,0,0,2.4714,8.638,1.5286,0,1.1095,0.8095,0,0,0,0,0,0.6476,0.9,1.7952,2.9857
304,0.8667,0,0,0.6286,0,0,18.2569,0.4619,0.6905,0,0,0,59.9184,116.9082,11.4856,6.3285,2.8095,0,3.9238,0,0,0,0,1.6809,3.7523,9.8904,0.3095
305,0,0.8238,0,0,0,0,0.0238,0,0,0,0,0.5952,0,6.5714,2.5666,0.7286,0,1.6952,0,0,0,0,0,1.7238,1.1714,0,0
306,0,2.2238,0,0.6286,2.2143,0,0,0,3.9619,0,0,1.6143,6.1047,28.1806,1.2571,7.6332,0.5238,-0.0286,0.8428,0,0,0.9905,0,5.7142,1.7714,1.019,2.5381
307,1.7095,0,0,0.4381,0,0,13.2284,0,0,0,1.2047,0,10.3285,16.3474,3.4476,0,1.1762,0,0,0,1.6857,0,0,0.0048,1.2095,0,0
308,2.2762,1.6333,0,0,0.5381,0,2.8952,4.3857,0,1.1143,0,0.9048,18.2188,40.2853,4.4571,1.1,3.5523,1.9666,0,0,0,0,-0.0143,0.3286,2.8428,6.3237,0
309,0,2.2095,0,0,0,0,0,0,0,0,0,0.6238,0,7.3571,0,0.3857,0,0,1.3571,1.6095,-0.0381,0,0,0,0.8857,0,0
310,0,0.2809,0,0.8714,0.2048,0.5762,0,0,0,0.7619,0,0,55.0898,139.8937,7.4618,7.3047,6.7142,0,0,0,0,2.0524,2.8857,3.9666,4.5428,1.5666,0
311,0,0,0,0.119,0,2.2047,3.9904,0,0,0,0.6857,0,9.2047,12.0427,2.9904,0,0,1.3238,0,0,0,0,0,0,2.1,3.5,0
312,0.9095,0.4524,0,2.0714,0,0,3.1238,0,0.2667,0,0.7905,0,3.8904,10.0808,0.8,0,0,0,0,0,0,0,0,0,1.4809,1.0667,0
313,0,0,0,0,0,0,3.3714,0.3381,0,0,0.9905,0,6.3856,7.5999,2.4095,0,1.8619,0,0,0,0,0,1.119,1.0143,4.2952,2.2143,0
314,2.3809,0,0.1143,0,0,1.9619,1.1905,0,2.6047,0,0,0,8.0761,9.4428,0,0,0,0,0,0,0,0,1.2762,2.1285,2.2238,0,0
315,1.219,0,0,0,1.2047,0,14.4236,3.1333,0,0,0,0,24.9569,38.9377,2.8762,1.4095,1.3619,0.3571,0,2.9619,0.6714,0.9952,1.5571,1.1381,0,4.1142,0
316,0,0,1.0238,0,0.819,0,0,0,1.4286,0,0,0,5.3714,6.438,0,0,0,0,0.9762,0,0.619,1.019,2.4333,0.4048,2.9285,0.7714,0
317,0,1.0571,0.4762,0.9143,0,0,0,1.1333,0.4762,0,0,0.9095,3.1095,8.1047,0.4095,0,0,0,0,0,0.5238,0,0,0.8428,2.4952,0.1333,0
318,0,0.8238,0,0,1.2714,2.9238,2.7523,0,0,0,0,0,9.5427,26.1235,7.238,0.6857,2.4428,0,0,0,2.1381,1.1952,0,0.9428,0,1.919,0
319,1.0524,0,0,2.7285,0,1.1238,0,-0.0095,1.1952,0,0,0,4.2476,9.138,1.1667,0,0,0,0.3476,0.9048,0,0,0.8428,0,0.8762,0.4095,0
320,0,0.2048,1.0476,0.7857,1.9524,0,0,0,0,0,3.1238,0.9,4.9714,15.2903,0.4381,1.6238,1.1952,0,0,0,-0.0095,0,0,1.019,1.4,1.1714,0.0238
321,0,0.8857,0.3048,1.5524,0,3.9476,8.2428,0.9809,0,0,0.719,0,13.1094,21.9712,2.4428,0,0,0.5476,0,0,0.1,0,0,0,2.2714,0.8048,1.0143
322,0,1.9619,0,0.7952,0,0,3.319,0,0,0,1.1619,0,13.9617,25.2188,3.0476,1.0428,1.6047,0,0,0,0,0.3381,0.9095,0.5952,0.6952,2.5095,0.2667
323,2.7762,0,0,0,1.0809,0,2.9523,0,0,2.5809,0,0.5667,9.9237,8.7237,4.8238,3.0857,0,-0.0238,0,0.219,1.0809,0,0,2.2762,0,0,0
324,0,0,0,0.2476,0.8952,0.3048,3.5095,0,0,0,0.6095,0,15.4189,25.2378,2.9285,0.1095,0.3714,0,0,0.9714,2.4095,0,0,1.1571,0.619,1.2047,0
325,0.6714,0,0,0.2286,0.9667,1.6286,1.4143,1.4238,0.2667,0,2.8619,0,4.3238,33.5377,6.6904,0,0.9714,0,1.0428,0,0,0,0,1.3143,0.819,0,0
326,2.1666,0.6762,0,2.2428,0,0.9286,0,0,0,0,0,0,5.9333,12.6522,0,0,0,0,0,0,1.0524,1.3428,0,0,0,0,0
327,0,0.3286,0,0.3857,0,0.7619,1.3524,0,0,0,0,0,-0.019,6.7142,0,0,1.8381,0,0,0,0,0,0,0,1.419,0.3571,0
328,0.6095,1.4143,0.7238,0,2.2285,0,0,0,0,0,0,0,1.5238,10.2904,1.7524,0,0,0,0,0,0.8762,1,0,3.3762,1.8095,0,2.2428
329,0,0,0,0,0,0,5.9523,0,1.7762,0.3809,1.2143,0.2667,12.438,9.1856,2.6857,0,3.0952,0,1.4619,0.3143,0,0,0,0,1.2333,0.4286,2.4714
330,0,1.0524,0.8238,0,0,0,6.119,0,0,0,0,2.0762,9.7523,27.0759,2.7571,1.7571,0,0,0.619,0,0,0,1.0048,0.0286,2.1714,0,0.3381
331,0,0,0,0,0,1.319,4.4428,0.5,0,0,0,0.6809,7.4571,6.9475,0.5143,0,1.3095,0,0.181,0,0.3667,0,0,0,0.5333,0,0.7428
332,0.3429,1.4714,1.3286,0,1.8476,0,0.3571,0,0,0,0.3095,1.2047,7.9428,7.5666,1.1238,0,0,0.2095,0,0.4286,0,0.7238,0.4333,0.9286,0,0,0.4381
333,0,0,1.5809,0,0,0.619,0.8619,0,0,0,0,0,1.3857,6.8094,0,1.4238,0.2476,0,2.1,0,0,0,0,1.2,1.4095,0.4476,0
334,0.6476,0.7238,0.1238,0,1.3571,1.8952,2.4952,0,0,0,0.8428,0,3.3619,8.1713,0.7809,-0.0095,0.6048,1.6905,1.0762,0,0,0,0,0.5143,0.2571,2.2238,0
335,0,0.9619,0.0381,0,0,1.519,2.1143,0,0,0,1.5524,1.9952,3.9238,8.3951,0,0,0,0,0,0.6095,0,1.0143,0,0,2.9285,0,0
336,0,0,0,0,0,1.6143,2.3381,0.1333,0,0,0,1.6619,5.0904,13.7665,3.0285,0,0.4429,0,0,0,0,0.3095,0.8762,0,1.5857,0,0
337,1.3714,0,0,1.2524,1.9857,0,2.5619,0.6476,0.7524,0,0,0.6048,3.5714,15.9379,4.6095,1.4905,1.6809,0,0.4714,0,0,0,0,1.7666,1.7809,0,0
338,0,0,2.3428,0,0,1.5762,0,0,0,0,1.5428,0.7048,2.9809,11.0665,0.8667,0.2429,1.8857,0,0.5667,0.3905,0,0,0,0.6762,0.5571,0,2.0905
339,2.7762,0,0,0,0.6714,2.1571,25.1997,0,0,0,0,0,43.6186,71.4992,8.4904,3.5285,3.4762,0.7048,2.0333,0.8762,0,0.819,0,1.5619,2.6762,2.7666,0
340,0,0,0,0.6143,0.4476,0,-0.0333,0,0,0,0,0,27.4854,18.0855,1.5286,1.5809,0.9048,0.919,0.7952,0,-0.0143,0.4381,0,0.8905,0,0,0
341,0,0,0.5809,2.2428,1.1619,0,0.7428,0,0,0,0,0,0,6.9047,0,0,0,0,2.5571,0.7905,0,0.6714,0,0.6095,0.0619,0,0
342,0,0.8714,0,0,0,1.2,0,0,0,0,0,0.0714,18.5665,46.5233,9.0761,3.7761,1.7428,0,0,0.9619,0,1.0524,0,1.5524,0,3.4047,0
343,0,0.9333,0,0,3.0047,0.3667,2.4476,0,0,0,0.6952,3.0238,7.4237,11.6903,0,0.5714,0.2476,0,0,0.9667,1.7666,0,0,3.8666,2.6285,0.4857,0
344,0.2143,0.8905,0,0.3429,2.1809,0,2.7714,0,0,0,0,0,5.5571,13.7379,0.8571,0,0,0,0,0,0,-0.0143,1.4,3.519,1.3524,2.7619,0.3857
345,0.5095,0,0.9428,0.6524,0,1.6619,0,0,0,0,0.3381,1.7857,2.519,8.3047,2.1571,1.3952,0,0.9571,0,0.4476,0,0,0,1.5619,0.4667,1.1286,0.4333
346,1.3952,3.3142,0,0,0,0,21.695,0,1.1,0.6048,1.519,0,108.994,166.6219,22.8521,10.8142,9.7237,2.6904,2.5524,2.3619,0.819,1.819,0,2.8666,1.9524,4.3285,0
347,0.5333,1.4905,2.1905,0,0,0,8.7189,0,0,0,1.1143,0,16.9379,16.2189,1.6952,1.1476,1.019,0,0,0,0,0,0,0,2.3047,2.5381,0
348,0.9238,0,0,0.0762,-0.0619,0,13.2903,1.1333,0.9809,0,1.3286,0,9.3713,7.9856,5.2857,2.7238,2.1381,0.7238,0,0,0.6809,0.2905,0,1.3143,1.2714,0,0
349,0,0,2.2857,0.8762,1.119,0,0.8048,0,0,0,1.6095,0,5.0523,7.9761,2.2524,0.8095,1.0809,0.6476,0.2048,0,0,0,1.1381,3.8809,0,0,0.4905
350,0,1.7524,0,2.0381,0,1.0476,5.2333,0,0,0,0,0,25.0902,38.4615,6.238,1.3667,5.6999,1.9762,0,0.9857,0,0,1.7286,0,1.3857,0,0
351,0,1.319,0,0,0,1.3238,4.5857,0.6143,-0.0143,0,0,1.2952,24.2188,43.3852,1.9476,0.8476,4.838,1.6286,0,0.4952,0,0.8428,0,8.4428,12.6284,11.957,2.0905
352,1.0619,0.9667,0,0,0.6238,0.8381,14.6046,0,0,0,0,2.0143,12.9522,36.8282,2.6714,1.2857,0.6714,0,0,0,1.2524,0,0,0.4809,1.819,3.0285,0
353,0.7381,1.2238,0,0,0,0,2.1714,0,0,0.6476,0,0,1.7428,8.0904,0.5905,1.9095,0,0.2095,0.7667,0,3.8714,0,0,1.1571,0.8571,0,0
354,0,0.7952,0,0,0,0,1.1905,0.4095,0.0429,0,0,2.5809,28.2425,70.9278,10.6189,3.5047,7.4809,0,1.9524,1.4286,0,6.8094,0,0,1.2524,2.7666,0.8524
355,0,1.0428,0,0,0,0,1.0381,0.7952,0.4429,0.6333,0,0,11.1237,7.9951,2.2762,0,2.0238,0,0,0,3.0476,0,0,0,0,0.8571,0
356,1.419,0,0,0,0,1.3857,10.5142,0,0,0,0,0,4.5999,23.3093,6.6952,0,2.2714,0,0,0,0,0,0,0,1.2952,3.0762,0
357,2.1143,0.7524,0,0,0,2.3047,0,1.3857,2.119,0,0,0.519,18.6331,15.2665,4.0285,0.9238,0.5905,0,0,0,2.4,0,0,1.719,4.9618,2.4143,0
358,0.819,0,1.5143,0,0,0,10.0427,0.7476,0,0,0,-0.0143,6.0952,18.1188,2.8,1.6428,3.7809,0,2.1047,0,0,0,0,0,0.2238,0.9667,0.8952
359,0.8714,0,2.8095,1.0762,0,0.6143,1.8952,0.9286,0.5714,0,0.6048,0.8,5.1333,8.457,0,0,0.4,2.8857,0.2952,0,0,0.7286,0,0.9619,1.4095,0,0
360,1.3667,1.2047,0,0,0,0,1.4238,0,0,0,0,1.0762,10.2713,7.6761,0,0,0.2429,0.3571,0,0,0,0,0,4.8238,2.1,3.2238,1.9476
361,3.419,0,0.5048,0.4952,0,0,2.0524,0,0,0,0,1.8333,2.1,8.8428,0,0,0,0,0,0,0.3524,0,0,0,0.9619,1.1524,0
362,1.0143,0.4048,0,0.7143,0,0,4.6523,3.0285,1.1809,0,0.2571,0,6.8285,6.8856,0,0.5143,1.2381,0,0,0,0,0,0.5619,0,0.7857,0,0.3286
363,1.419,0,0.7619,0,0.2,0,4.638,0,0.1762,0,0.4952,0,17.9522,13.2856,2.7857,3.9523,0,1.4857,0,0,0,0,0.8905,1.1095,0,0,0
364,0,1.2905,0,0.8,0.7857,0,2.7333,0,0,0,0.4,0,16.3379,9.1951,4.3428,0.7714,3.3619,1.0667,1.3428,0,0.7143,0,0,0.9857,1,0.8571,1.5095
365,0.9238,0,0,0,0,0,0,-0.0238,0,-0.0095,1.1238,0,0,6.2428,0,1.719,0,0,0,0,0.9809,0.9524,0,1.0809,0,1.1428,2.4619
366,0,1.7857,0,0,0,3.6381,6.9333,0,-0.0619,0,0,1.6714,4.0714,20.2855,0,1.0476,0,0,0.7381,0,0,0.7667,1.1619,0.8143,0,0.6809,0
367,0,0.5,0,1.2428,0,0,1.8143,0,0,0,0,0,3.0381,7.9475,1.2619,0,0,0,0.319,0,0.8238,0,0,0,2.3666,0,0
368,0,0,0.5333,0.819,0,1.619,9.3808,0,0,0,0,0.5143,7.5761,28.7044,3.2,2.2571,1.5095,1.5047,0.5286,0,0,0.7667,0,2.319,2.7333,2.5095,0
369,1.519,0.3857,0,0,0,1.8619,6.4618,-0.0238,0,0.0714,0,2.8857,10.7856,9.9856,4.2761,1.5571,0,2.5571,0,0.9428,1.3143,1.1571,0,0,1.619,2.8857,0
370,2.8571,1.0714,-0.0286,3.3381,0,0.4667,6.9761,0.019,1.0238,0,0,0,21.8998,37.5758,3.5714,0.5238,0,0,0,0.8857,1.419,0,0,1.2476,3.5333,0,0
371,0,0,0.1714,0,2.7666,0,1.3143,0,0,0,0,0,27.0902,57.3993,3.4952,9.738,3.4381,0,1.7476,0.5238,1.0095,2.8095,0,0.1619,0,2.619,0
372,0,0,0,0,0.8,0,4.7904,0,0,0,0,1.5286,4.4095,8.9475,1.8714,0,0.6333,0,0,0,0.8143,0.4905,0,0,4.6476,1.1667,0
373,0.7571,0,0,0,1.3047,2.1333,51.8518,0,0,0,0,0,118.1511,149.4221,19.8379,8.9761,3.6523,0,0,0,2.3238,0.3476,0,1.2381,0.4667,4.2047,1.4571
374,0,0.9905,0,0,0,1.5524,9.7142,0,0,0,0.9143,0,20.5807,17.4665,0,0,0,0.2429,1.4809,0,0,1.0428,0.5143,0,1.1619,1.0095,0
375,0,0,0,0,0.6571,0.3143,3.4619,0.7333,0,0,0,0,12.0951,18.1284,0,0.2333,0,0,0,0,0.4381,1.1476,0,1.7714,12.338,0,0
376,0,0,0,1.0809,0,0,2.0714,0,0,3.2,0,0.5524,1.5476,10.7808,0,1.4571,0,0,0.2571,0,0,0,0,0,1.2809,0,0
377,0,2.7762,0,0,0,1.9285,4.1428,0,0,0,0,0,11.4523,22.2426,0.3381,0.9905,0,0,0,1.2714,0,-0.0429,0,0,0,-0.0429,0
378,0,1.2333,0,0,0,0,1.919,0,0,0,0,0,6.0809,8.5237,0,0,0,0,0,0,0,0,0,1.5571,0.0048,0.6286,0.6619
379,0,0.9143,1.1952,0,1.3047,1.9762,9.2332,0.919,0,0,2.7095,0,15.2189,30.9425,3.1476,5.4999,3.4333,0.7952,0,0,0,0,0.0238,0.7762,1.0905,4.0666,0
380,1.8952,1.1381,0,0,0,1.6476,2.5666,0,-0.0143,1.5428,0,0,39.171,62.7564,11.2761,3.4666,4.0761,0,0.6524,2.219,0.0429,1.1333,0,0.9762,2.1524,5.5571,0.3714
381,0.5333,5.7714,0,0,0,1.3143,8.4809,0,0,0,0,0,29.333,64.9373,4.1666,3.1333,1.7333,1.2381,0,0,1.2762,0,0,1.6476,0,2.9809,0
382,0,5.8761,-0.0095,0,0.9143,2.6428,1.8428,0,0,0,0,0,0,6.8475,4.5571,0,0.1905,0.1238,0,0.8381,0,1.1286,0,0.7952,0.019,0.8476,0
383,0,1.1286,1.8381,0,0,0.3809,3.5333,0,0.5524,0,0,0,8.4237,30.4282,4.1428,1.1714,4.938,0,0,2.2762,0,0.0905,0,0.2571,0.5571,0.5667,0
384,0.1333,0,0.4952,0,1.4571,0,1.7809,0,0,0,0,0,2.6809,9.5904,1.4571,0.6286,0,0.6524,0,0.9333,0,0.1571,0.6571,1.9714,0,0,0
385,0,0,0,1.0333,0,0,2.0714,0,0,0,0,0,5.7476,10.0618,0.7952,1.9143,0,2.1809,0,0,0,1.0571,1.8238,1.0095,0,0.9619,0
386,0,2.2428,1.0143,0,0,0,0,0,0,0,0,0.3286,5.3952,9.4761,3.5095,0,0.3952,0,0,0.8286,2.4047,0,0,0,1.2952,0,0
387,0,0.8,1.2667,1.1,0,3.4666,12.257,0,0.3,0,0,0,6.1142,19.7093,1.3619,0,2.2285,0,0.5143,1.2381,0,0,0,0.3762,1.519,5.8618,0
388,2.1,6.3761,0.5143,0,0,3.819,1.7143,0,0,0,0,0.6952,5.0618,8.9285,0,0,0,0,1.5143,0.4762,0,-0.0286,0,2.2285,1.7476,1.7,0.9762
389,0,0,1.0143,0,0,0,1.9714,2.0809,0,0,0,0,3.6619,11.1475,0.8333,1.4333,0.5,2.5809,0,0,0,0.3667,0,6.2285,5.338,0.4,0.3905
390,3.6238,0,0,0,0,0,14.2998,0,0,0,0,0,29.3806,62.4945,7.319,1.2143,3.8857,0,0.3905,0,0.6524,0,3.7761,0.9619,2.2905,1.4524,1.1905
391,0,0.5571,1.3143,0,0,1.6238,0,0,0,0.1476,0,0,0,9.9285,0,0,0,0,0,2.1714,0,0.3714,0,1.0524,4.4428,0.0048,1.1143
392,0,0,0,0,3.1809,1.6238,0,0,0.5714,0,0,1.0809,0,9.4523,2.5095,1.919,0,1.6143,3.3619,0.3905,0.8,0,0.6857,5.8856,16.2046,0.6809,0
393,0,0,0,0,1.3428,3.8571,0.9381,0,0,0.8143,0,0,0,7.0428,1.0095,0.1952,1.4238,0,1.0524,0.3571,1.6476,0,1.1143,1.0857,12.0951,0,3.4571
394,0.8048,1.3952,0.2809,0,0,0.4524,2.0857,0,0,-0.019,0,0,3.2238,12.5808,0,0,0,0,0.2952,1.4333,0,0,0,0,1.5095,0,0
395,0,2.1238,2.3762,0,0,0,0,0,0,0,0,1.4619,13.2094,37.4043,2.6762,3.4476,3.3285,0.8857,0,0,0,0.5048,0,2.8571,0.1857,2.4476,0
396,0,0,1.3238,0,1.5666,0.9619,0,0,1.5381,0,0,0,1.1571,6.7952,2.9762,0,0,0,0,0,0,0,0,1.2571,1.4047,0,0
397,2.9857,0,0,0,0,0,0,0,0,0,0.0048,0,0,7.8332,0,0,1.3714,0,0,0,0,0,-0.0143,2.0809,0,1.1238,0
398,0,0,0,0,0,0.9143,0,0.0857,0,1.6619,0,0,0.8905,6.6333,0,0,0.2667,0,0,1.2524,0,0.9143,0,2.5381,0.3905,1.1,0
399,1.0333,2.5904,0,0,0,0,8.2237,0.2333,0,0,0,0,11.1808,36.8662,7.8951,6.7285,3.0381,2.5524,0.9714,1.4333,0,0,0,0,3.219,3.119,1.6952
400,0,0,0,0,1.6476,0,5.219,0,0,0,1.9857,0,10.9142,24.5426,1.0857,1.3667,3.1381,0,1.3667,0,1.3762,0.9952,0,0.9857,3.1523,0.6095,1.2476
401,0,0,0,0,0,0.2905,0,0.7428,0,0,0,0,3.6047,9.538,1.3333,0,2.4476,0.2095,0,0,0,0,0.0095,2.319,0,0,0.7714
402,1.0095,0,0,1.2524,1.9095,3.7952,3.5952,0,0.6428,0.3286,0,1.0714,99.5322,86.0467,6.6809,0,2.9571,0,1.6047,0.0714,0,0,0,8.8285,20.6141,9.2428,0
403,1.3428,1.1667,0.7048,0,0,1.2619,0.4095,1.9381,0,0,0,0.3286,8.2428,10.4618,0,0,0,0.8428,0,0,0,0.3429,0,1.4905,0.4762,1.1619,0.9809
404,0,0,2.9238,1.1428,0,0,3.8238,1.4143,0,0,1.2428,1.6,11.6522,21.3283,1.7381,0,0.619,0,0,0,0,0,0,0,1.6905,0,0
405,0.5952,0,0,1.2809,0,0.2905,3.9047,2.5619,0,0,0,0,29.1759,32.7901,2.8952,1.2143,0.5476,1.0381,0,0,0,1.2476,0,0.3,1.319,1.6047,1.919
406,0,0.9286,0,0,0,1.4238,0,0,0.5905,0,0,0,1.0857,8.4713,2.7381,1.7095,0,0,0.4809,0,0,0,0,0.0429,1.3524,0,0
407,0.5809,0.8667,0,2.1905,0,0,11.138,0,0,0,1.7428,0,29.5949,33.5139,5.138,1.6905,0,0,0,0,0,0,0.3619,3.2619,1.6333,2.9,0
408,4.9809,0,0,0,0,0.5667,2.6238,0,0,0.8809,0,0.2238,5.1809,9.8189,1.0238,0,1.9428,0,0,0,2.5571,0,2.6381,1.5428,4.3571,0,0.3476
409,2.119,1.8095,0,1.1143,1.5524,1.319,8.5713,0,0,0,0.181,0,21.0188,44.9185,6.7904,0.9143,1.1714,0.0476,0,2.4952,0,0,0,0,1.1095,5.9666,0
410,0,2.219,0,0,0,0.7238,12.4046,-0.0143,0,0,0,0,32.1139,56.2898,5.4428,0.6238,4.4952,1.2667,1.9476,0.6809,0,0,0,2,2.4333,5.5237,0
411,0,0.2857,0,0.3048,0,1.3333,1.619,0.4905,1.0095,0.5857,0,0,6.4523,16.2951,1.4238,0.219,1.9333,0,1.4143,1.2047,0,1.0952,-0.0095,0.9619,1.9857,1.5857,0
412,1.8571,0.7809,-0.019,0,0,0.8571,3.8428,0.9857,0,0,0.3571,0,2.8857,10.3618,2.4809,0.4476,1.8571,0.9048,0,0,0,0,0,0,4.6999,1.6,0
413,0,0.6667,0,0,1.4905,0,1.6,2.4666,1.1667,0,0,0.819,11.4475,14.6046,1.9143,0,0,0,0.4905,0,0,0,0,0,0,0.8381,1.2
414,0,1.1,0,0,1.0143,0,2.3476,0.8714,0.4095,0.519,0.5952,0,13.6284,22.3712,3.0476,0,0,0,0,0,0,0,0.5476,0,1.3476,2.3619,0
415,0,0.4048,0,1.1952,0,0,4.9571,0,0,0,0,0,4.8761,19.4903,0,0,0,0,0,0,0,0,0.3524,0.4952,1.7286,0,0
416,0.5286,0.8333,0,1.6571,0,0.7095,9.6904,0,0.5809,0,0,0,31.452,22.4807,4.5714,2.9476,3.1714,0,0,0,1.7857,0,0,1.1667,1.6381,9.1713,0
417,0,0,0,0,0,2.0809,3.2619,0.5095,0.6952,0,0,0.6048,4.9952,10.0285,1.5666,0,0,0,0,2.7523,1.0381,0,0,0,1.7428,0,0.4762
418,0,0.181,0.3238,1.4286,0,4.0857,5.0428,0.7476,0,0,0,0,11.5665,27.8283,3.9285,0.9095,4.0714,0,1.9047,1.0286,1.0048,0.7143,0,4.3238,4.5666,0,0
419,0.5143,0.5952,0,0.0381,0.3857,0,1.7857,1.0476,0,0,0,0,13.4808,20.4617,4.4285,4.6285,2.6333,3.819,0,0,0.5429,1.1857,0,0.8809,0.4714,1.2476,0
420,0,0,2.4381,0,0,0.6571,22.2474,3.0857,0,0,0,0,28.6663,52.2185,3.8047,4.1714,3.0476,0,0,0.6333,3.0476,0,0,2.0619,8.757,0.9143,0
421,0,0,0,1.6762,2.1666,0.4381,2.519,0,0.7619,0,0,1.2286,0.5381,7.9428,1.919,0,0,0,0,0,1.5809,0,0,1.5714,2.4619,2.8619,1.3
422,0,0.4381,1.1286,0.6524,1.519,0,2.6,0,0.819,0.6952,0,0.6095,11.3046,13.6856,1.5047,1.8428,0.919,0,0,-0.0143,1.0524,0,0,0.3286,0.7857,0,3.2428
423,0,0,0,1.2524,0,2.3,3.3285,0.5,0,2.3,0,0,16.7331,19.8902,4.7714,3.9476,0,1.3238,0,0,0,0.8619,1.8714,2.0809,0.9809,2.1,0
424,0,1.4047,0.9095,0,1.5143,1.1,0,-0.019,0.7381,0,0.0524,0,11.1713,15.7617,1.1857,1.0428,1.4238,0,0,1.2333,0,0.2143,0,1.0238,0.7,5.8856,0.3714
425,0,0.3905,1.6809,0,0,0,0,0,0,0,0,3.4142,2.7523,11.2713,1.0857,0,0,0,0,0,0,0,0,3.1047,0.8905,1.6428,0
426,1.9952,1.5857,0,0,0,1.1143,9.9142,0,0,0,1.2238,1.7286,2.9047,10.0189,0,0,0,0,0,0,1.2333,1.0333,0.0857,2.0952,1.1381,1.2286,0.0571
427,0,0,0.0095,1.7047,0,3.819,4.3333,0,0,1.1905,0,0.3095,3.9,15.2379,3.1857,0,0.3,0.5333,0,0,0,0,1.5047,1.0809,0.8143,1.319,0
428,0,0.8524,0,0,0,0,8.657,0.2857,0,0,0,0,3.7619,8.4809,0,1.5333,0.5238,0.7857,0.2762,0,0,0,0,0,0.6,0,0
429,0,0.8952,0,0.6667,0,0,4.2952,0,0,0.919,2.4714,0,15.2427,29.1997,1.7143,1.9524,1.1905,-0.019,2.0857,0.9286,0,0.6333,0,1.3095,4.0952,0.5667,0.4048
430,0.7571,0.8,0,0,0,0,12.6903,0,0,0,0,0,19.4664,23.9807,1.9619,1.5619,1.4286,2.8381,0.5524,1.2143,0,0,0,0.3095,2.7666,0,0
431,1.6952,-0.081,2.5285,0,0.2143,0,0,-0.0333,0,0.0048,0,0,2.819,9.8856,1.1952,1.4381,0,0,0,0,0.5048,1.4381,0,1.5619,3.2476,3.4857,0
432,0,2.2143,0,0,0,0,1.7952,0,0,0,0,2.1238,7.2333,12.957,1.1952,1.7047,2.119,0,0,0,0,0,0,1.3428,2.2476,0.9524,0
433,0,0,0,0,0,0,5.938,1.6381,0,0,0.4714,0,2.8143,11.0475,0.019,2.2333,1.7762,1.7476,0,0,0.6428,0.719,0,0,0,0,0
434,0.1857,0,0,0,0,0.4809,12.6522,0,1.0048,0,0,0,23.4521,51.7899,2.7428,5.9333,1.2619,0,1.9,0.0143,0.6238,0,0,0.8381,2.0762,4.519,0
435,0,0,0,0,0.7095,0,1.8143,0,0,0,0,0,3.9476,11.5761,0.8143,2.0762,0,0,0,1.0667,1.1286,3.3809,0,0,0,3.819,2.1571
436,0,3.2095,0,0,0,0,8.1142,0,0.8571,0,0,1.7857,7.1904,9.2761,0,0,0.6714,0,0,0,0,0,0,0,5.4047,0.8381,0
