RT,25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
186.163,0,0,0,0,0,0,0,0,0.867,0,0.738,0,0,7.205,2.829,0,0,0,0.333,0,0,0,1.071,0,1.833,1.49,0
186.265,3.424,-0.005,0,-0.024,0,1.867,4.638,0,0,0,0,0,8.728,7.386,2.505,0,1.143,0.462,0,0,0.829,0,2.838,0,3.838,1.057,0.252
186.318,1,2.371,0,0,0,0,2.143,0,3.267,0,0,0,20.8,28.923,4.781,1.633,1.548,0.929,2.338,0.933,0.31,1.59,0,0,2.409,1.538,0
188.267,0,0,0,3.609,1.443,0,3.057,0,0,0,0,0,12.195,5.99,1.014,0.99,0.471,1.857,0.362,0,0.957,1.467,0,0,1.567,1.533,0
188.302,1.781,0,0.976,0,0,0,3.048,0.729,0,0,0,1.443,8.171,7.576,1.952,0,0,1.776,0,0.714,1.124,0.333,0,2.252,1.567,2.419,0
188.305,0,0,0,2.209,0,0,3.99,0.886,0,0,0.662,0,2.667,11.09,2.076,2.181,0,0,0,0.51,0,0,2.714,0,0.552,0.714,1.138
189.003,0,1.01,0,0,0,0,4.2,0.495,0,0,0,0,27.385,61.704,5.633,0,2.224,0,0,0,-0.038,0,0,4.719,11.747,0.729,0
189.135,0,1.471,0,0,1.014,0.633,1.852,0,0,0,0.429,0,3.019,7.6,0,0,0.005,-0.01,0,2.01,0.029,0,0,0,4.629,0,0
189.2,0,0,0,0,2.2,0,3.052,0.781,0,0,0,1.362,0,6.295,0.176,0,1.738,0.371,0,0,0,0,0.5,0,0,0.643,0
189.868,0,0,0.91,0,2.019,0.876,1.243,0,1.848,0,0,0,8.19,14.557,1.081,0.924,1.89,0,0,0.514,0,0.8,0,1.105,1.676,2.738,0
190.112,0,0.538,0,0,0,0,11.462,0,0,0,0.567,0,18.105,31.514,8.257,2.081,3.309,0.829,0,0,0,0,0,0,1.21,5.033,0
190.982,0,0,0,0,0,0.567,10.657,0,0,0,0,0,23.281,11.738,2.543,4.043,1.471,0,1.424,0.371,2.1,0,0,1.067,0.295,1.024,1.043
191.966,0,4.048,1.676,1.5,0,1.148,1.21,2.086,0,0,0,-0.014,0,6.324,0,0,2.076,0.748,0.324,0.786,0,2.548,0,0.843,0,0,0
192.641,1.11,0,0.414,0,0.743,1.381,0,0,0,0,0.419,0,13.886,11.2,4.69,0,1.19,0,0,1.338,0,1.076,0,4.481,2.233,0,0
192.739,2.219,0.471,0,0,0,0.852,0,0,0,1.638,0,0,1.748,10.509,0,1.367,0,0,0,-0.01,0,0,0,0.743,1.062,2.919,1.538
194.541,0,0,1.362,0,0,0.319,1.971,0.562,0,0.005,0,0,13.352,7.076,0,0,0.638,0,0,2.733,2.033,0,0,0,2.262,0,0
194.625,1.438,1.538,0,1.338,0,0,9.757,0,0,0,0,0,6.752,8.476,1.443,0,0,0,0,0,0.429,0,5.214,0,0,1.8,0
194.746,0,0,0,2.071,0,0,7.714,1.319,0,0,0,0,6.305,12.328,3.148,2.652,0,0,0,0,0.89,0,0,1.586,0.729,1.438,0
194.754,0,1.176,0,0,0,0.843,2.2,0,2.105,0,0,0,3.152,5.762,1.924,0,0.414,0,0,3.276,0.648,1.781,0,0,2.957,0,0
194.782,1.033,0.895,0,0.381,0,0,0,0.833,0.138,0,0,0,2.752,7.819,0,3.319,1.267,0,2.267,0,1.367,0,0,0.805,0.7,6.371,0.595
195.475,3.162,0,0.814,0,0,1.386,12.838,0,1.286,0,1.676,0,18.919,28.809,1.371,3.6,2.757,0,1.371,0,0,0,0,3.871,1.614,4.238,-0.038
195.49,0,0.676,0,0,0,1.69,0.6,0,0,0,0,0,0.933,10.128,5.062,0,0.352,0,0,0.733,0,0,0,0.852,1.381,2.371,3.176
195.599,0,0.705,3.171,0.152,0,0.186,3.829,0,0.657,0,2.462,0,1.329,11.338,0.967,0,4.071,0,0,1.238,0,0,0,1.01,3.424,2.814,0
195.599,0,0.705,0,1.843,0,0,5.371,0,0,0,0,0,1.938,15.362,1.386,0.576,3.59,0,0,0.257,0,0,0,0.767,3.995,0,0
196.388,0,1.024,0,0.91,0,0.495,1.252,0,0,0,0,0,2.805,6.505,0,0.867,0,0,0,0,0,0,0,0,4.014,0,0.814
197.4,3.224,0,0,0,0,0,3.1,0.005,0,1.919,0.681,0,3.538,9.233,0,0,0.367,0.795,0.381,1.229,0,0.21,0,0,0,0,0.624
197.401,0.871,0,0.819,0,0,0.948,0.681,0,0,0,0.205,0.562,7.986,8.867,3.543,0,0.51,0.738,0,0,0,0,2.276,0.69,0.914,1.167,0
197.509,0,0,0,0,0,1.01,0,0.49,0,1.69,0,0,0,7.99,0,0.033,0,0,0,0.29,1.11,0,0,1.843,2.7,0.229,0.457
198.357,0,0,0,0,1.376,0,4.338,1.605,0,0.438,0,0,12.552,20.481,3.2,0.59,0.833,1.005,0,2.357,0.405,0,0,0.219,20.871,1.538,0
199.299,0.957,0,0,0.733,0,3.962,1.024,-0.024,0,0,0,0,2.386,6.367,1.495,0,0,0,0,0,0.614,0,0,0,2.062,2.181,0
199.3,0,1.276,1.167,0,0,0,0,0,0.01,0,1.052,0,3.8,8.581,0,0,0,0,0.595,0,0.695,1.01,0,0,1.7,0.614,2.562
199.521,1.352,1.067,1.033,0,1.943,0.833,1.495,0,0,0,0,0,4.3,12.028,0,0,4.562,0,0,0,0.767,0.519,1.957,0,2.433,1.814,0
200.269,2.162,1.657,0,0,0,0.929,5.105,0,1.533,0,0.31,0,5.243,9.595,0.986,1.171,1.6,0,0,0,1.39,0,0,2.614,5.271,1.167,0
200.472,0,1.252,0,1.571,0,0,1.276,0,0,0,0,2.376,7.814,8.186,0,1.11,0,0,0,0,0,0,0,4.857,2.595,0,0
200.492,1.014,1.438,0.129,0,0,0,1.571,0,0,0,0.495,0,5.233,6.752,0,0,0,0.476,0,0,0,0,0,0,0,0,0
201.201,0,1.295,0.514,0,1.319,1.724,1.557,0.443,0,0,0,0.167,8.619,10.581,0,0,0,1.033,0,0,0,0,0,0,4.467,0,0
201.357,0,0.986,1.5,0,0,1.41,0,0,0,0.748,1.848,0,0,5.933,0,0.567,1.514,0,0,0.871,0,1.105,0,0,0,1.638,0
201.404,0,0.862,0,-0.043,0,0,0,0,0,0.271,0,0,0,6.705,0,0,0,0,0,1.581,0,0,0,0,1.652,2.443,0.662
202.14,0,0.181,0.438,0,0,0,0.981,0,0,0.581,0,0,6.638,9.309,2.267,0,0,0,0,0,0,0,0,0,0,0,2.495
203.114,0,1.738,0,0,2.495,2.257,0,0.471,0.895,0,0,0,31.3,45.028,10.086,4.362,4.567,1.367,0,0,1.552,3.295,1.229,0.724,0.571,0.381,0
203.155,0,0.619,0.967,0,0,0,1.295,0.386,0.457,0,0.357,0,15.938,9.367,0,0,2.443,0,0,0,0,0,0.024,0,0.614,2.195,0
204.107,1.295,0,0,0.533,0,3.971,4.448,0,0,0.419,0,0,4.433,7.943,1.719,1.519,0,1.6,0,1.51,0.733,0,0,1.91,3.295,0,0
204.127,0,0,0,0,0,0,0,1.905,0,0,0,0.838,4.409,7.124,0,1.924,0,1.01,1.324,0,0,0,2.976,0,0,0,1.252
204.133,0,0,0,0,0,0,2.562,0,0.052,0,0,0,16.281,13.071,2.967,6.738,3.486,0,0.919,0,0,0.31,0,1.219,5,1.705,0
204.876,0,0.038,0,0.2,0,0,23.752,0,0,0,0.814,2.5,40.49,76.509,8.776,5.109,8.895,1.743,1.376,0.024,1.133,5.929,0,0.905,5.771,7.738,2.252
204.885,0,0.657,0.257,0,0,0.314,1.214,0,0,0,1.49,0,2.338,14.233,0.514,0.671,1.157,0,0,0,0,0,0,4.829,4.238,0,0
204.958,0.424,0.457,0,0,0,0,2.09,1.167,0,0,0,0,1.657,9.352,0.624,0.681,0.976,0,0.8,1.448,1.571,0,0,0,0.433,0,0
207.811,4.252,0,0.543,1.033,0,0,0.1,1.629,0,0,0,0,0,6.428,0,1.033,0,0,0,0,0,0,0,0.414,1.448,1.062,0.933
207.979,0,0,0,0,0,1.471,8.343,0,0,0,0,0,1.757,18.571,0.305,1.59,0.805,0,0,0,0.224,0,0,0.243,1.557,4.252,0.367
207.993,1.129,2.324,0,0,1.633,0,6.343,0,0.552,0,0.29,0,12.247,17.133,0.795,0,0.652,1.495,0,0,1.41,0.49,0,0,0,0.562,0
208.666,0,0.214,0,1.686,0.343,0,0,0,0,0,0.638,1.314,0,6.39,0.305,0.838,0,0,0,1.362,0.443,0,0.433,2.048,0,1.071,0
208.747,0,0,0.724,0,0,1.333,0.99,0,0,0,0,0,1.438,6.3,0,0.314,0.89,0,0,1.129,0,1.057,0.733,1.305,2.933,0,0
208.859,0,0,0,0.362,1.152,0,2.367,0,0.933,0,2.176,0.49,15.514,25.966,0.71,1.471,0,0.581,2.352,0,0,0,0,0,1.057,3.352,0
209.758,2.514,0,0,0.4,0.676,0,1.2,1.005,0,0,0.195,-0.024,1.69,7.409,4.524,1.186,0.171,0,0,0.443,0.705,0.295,0,1.248,-0.029,0,0
209.775,0,0,0,0,0,0,0,1.4,0,0,0,0,4.438,8.928,0,3.367,0,0.705,0.605,0,0,0,0,0,0,0,0
209.823,0,0,0.362,1.176,0.343,0,0,0.371,0,0,0,0,-0.024,9.676,1.581,0,1.524,2.143,0,0,0,0,0,0.205,0,0.657,0
209.863,0,0,0.986,0,0,1.067,0.586,0.538,0,0,0,0,3.781,7.586,1.262,0,0.605,0,0,0,0,0.862,0,0,-0.024,0,0
210.68,1.238,0,0,0.443,0,2.557,0,0,1.633,0,0,1.052,4.267,7.571,1.219,0,0,0,0,0,0.638,0,0,0,0,0.733,0
210.747,0,0.438,0,0,0.952,1.224,3.314,0,0,0,0,0,10.1,10.105,0,0,1.224,0.767,0,1.99,0,0,0,0,0,0,0
211.576,1.695,0.776,0.405,1.295,0,0,2.548,0,0,0,1.324,0,15.19,31.809,0.162,0,0,1.8,0,0,0.51,0,0,0,0.438,0,0
211.71,0,0.671,0.429,0,0.129,0,1.31,0,0,1.276,0,0,1.224,6.514,0,0,0,0,0,0,0,0,0.886,0,2.79,0.295,0.962
215.369,0,0,0.533,0,0,0.952,0,0,0,0.562,0,0,0,6.509,0,1.69,1.19,0,0,0,-0.01,0,-0.014,0.19,1.086,1.543,0.686
216.157,0,0.39,0.452,0.186,0,0,0,1.405,1.948,0,0.795,0,0.733,7.481,0,1.829,0,0,0,0,0,0,0,0.386,0.529,0.286,0.529
217.041,0,0,1.619,1.762,1.61,0,10.052,1.005,1.024,0,0,0,50.147,68.633,4.671,4.505,6.338,0,0.729,0,0.548,0,0.624,0.805,0.343,7.452,0
218.02,0,1.014,1.562,0,0,3.486,1.438,0.714,0,0,1.1,0,6.557,8.905,0,0,0.048,0,0,0,0,1.052,0.857,2.138,2.633,1.176,0
218.141,0,0,0.743,0,0.467,0,4.533,0,0,0.929,0,0,4.219,12.419,1.833,0.343,2.624,0,1.481,0,1.738,2.509,1.99,0,0,0.676,0.514
218.177,0,0,0,1.548,0,0,1.005,1.452,0,0,0,0,0,6.638,0,0,0,0,0,0,0,0,0.162,0.719,2.552,0,0
218.986,0.343,0.567,0,0,1.224,0,0,0,0,0,0,0,1.214,6.786,0,0,0,0.438,0,0,0,0,0,0,1.086,0,0
219.978,0,0.929,2.595,0,0.314,0.967,6.233,0.467,0,0,0,0,0.443,10.724,1.671,4.229,0,0.252,0,0.505,0,0,0,1.395,0,1.362,0.614
220.983,2.186,0.952,1.452,0,1.09,0.59,2.533,0.705,0,0,2.776,0,6.638,8.257,0,0,1.162,0,0,0,0,0,0.91,0,2.205,3.781,0.057
221.915,0,0,0,0,2.11,0,1.776,0.586,1.062,0.348,0,0,2.719,25.433,1.552,0,1.79,0,0.176,0,0,0,0.576,2.424,0,0,4.409
222.829,0,0.981,0,0,0,0,1.562,2.59,0,0.476,0,1.729,8.105,17.509,2.709,0,0,0,0,0.738,0,0,-0.014,0.3,1.271,0.938,0
222.874,0,0.729,0,0.343,0.324,2.057,0,0,0,0.69,0,0.59,0,11.519,0,1.324,0,0.852,0,0,0,0,0.348,0,0.505,0,0
222.989,0,0.286,0,0,0,0,13.238,0,0,0,0,0,30.533,72.928,7.452,4.605,6.938,1.057,0.967,0,2.105,0.219,0,2.781,0,3.329,0
223.679,0,1.652,0,1.314,0.019,2.933,1.405,0,1.329,0,0,0,0,10.309,0,0,1.119,0,0,0,3.49,0,0,1.471,1.995,0,0
223.684,0,0.281,0,0,0,1.043,2.833,0,0.005,0,0,0,5.548,13.857,0.567,0,0.433,1.438,0,0,0.571,0,0,0,2.019,0.795,0
223.707,0,0,0,0,1.557,0,2.09,1.562,0,0,0,0,1.281,6.29,0,0.619,0,0.548,0,0,0,0,0.562,1.157,1.481,0,0
223.824,0,0.181,0,0.062,0,0,17.533,0,0,-0.048,2.395,0,36.323,55.576,10.205,0,1.281,0.524,0,0.129,1.781,0,0.7,0,1.095,7.548,0
224.61,0,1.952,0,0,0,0,0,0,0,0,0,0,2.348,7.605,2.662,0,0,0.043,0,1.014,0,1.59,0,0,0,0,0
224.662,0,3.062,1.948,0,0,0,0,0,2.938,0,0,0.576,3.333,6.067,0,0,0.414,0.514,0,0,0.414,0,0,0,0.386,0.581,0
224.7,0.786,0,0,0,0,0,11.024,0,0,0,0,1.238,31.571,39.347,8.771,7.157,5.271,0.51,1.595,0,2.157,0,0,0,0,1.714,0
224.711,0,1.933,0,0.771,0,1.362,0.829,1.529,0,0,1.248,0,4.671,13.047,0.667,1.543,0,0,0,0,0.714,0,0,0,0,0.371,0
224.798,0,0,1.014,0,2.605,0,3.505,0.467,0,1.024,0,0,26.509,38.29,4.309,0,0.914,0.043,0.648,0.671,0,2.033,0,3.062,7.333,5.162,0.648
226.526,0,0,1.605,0,0,0,1.462,0.695,-0.043,0,0,0,2.633,9.514,0,0.333,0,0,0,0,0,1.476,0,0,0,1.857,0
226.678,0,0,1.067,0.41,0,0,3.152,0,0,0.476,0,0,1.357,10.886,0,7.005,0,1.386,0.824,0,2.514,0.805,0.99,-0.005,2.805,0.371,1.262
228.416,0,0,0,-0.01,0,0.2,3.414,0.629,0,0.852,2.157,0.724,1.105,15.024,3.138,2.471,1.005,0.876,0.519,1.01,0,0,0,0.652,5.571,0,0
228.611,0,0,0,0,0,0,7.343,0,0.305,0,0,1.638,28.795,32.414,2.814,0.719,2.695,0,3.314,1.433,0,0,0,0.776,2.462,1.052,0
229.352,0,0,0,1.057,0,0.348,4.729,0,0,0,-0.01,0,14.386,19.181,4.314,0.862,3.79,0,0.438,0.781,1.386,0,0,0,1.348,0,0
230.315,0.743,1.59,0,0,0,0,3.248,0,0,0,0,0,0.352,11.409,0.89,0,0,0,0.033,0,1.867,0.414,2.471,0,0.386,3.405,0.933
230.387,0,0,0,0,-0.014,0,6.314,0.686,0.381,0,0,0,24.719,18.362,2.638,1.824,1.719,0,1.138,0,0,0.057,0,0,0.738,0,0.905
230.439,1.105,2.133,0,0,-0.019,0,2.909,0,0.848,0,0,0,4.552,33.262,3.133,3.762,2.343,0.529,0.081,0,0.881,0,0,3.171,0,0.529,3.114
230.494,0,0,1.248,0.633,0,1.024,0,0.762,1.286,1.405,0,0,3.019,6.095,0,1.6,0,0,0,0,0,0,1.671,1.029,1.514,0,0
233.138,0,0.657,0,0,1.333,0.29,0.752,0,0.843,0,0,0,2.4,6.809,0.233,0,0,0,0,0,0,0,0,1.281,0.314,0,0
233.151,1.919,0,2.157,0,0,1.381,0,0,0,0,0,0,2.276,6.448,0,0,0,0,0,0.738,0,0,0,0.324,1.562,0,0
233.983,0,2.243,0,1.286,0,0.5,1.952,0,2.205,0,0,0,11.524,17.509,0,0,0.748,1.081,1.948,0.452,0.571,0,0,0,1.719,0,1.3
234.148,0,1.248,0,0,1.633,0,5.409,0,0,0,1.386,0.981,20.985,20.833,0,0,2.629,0,0,0,0,3.695,0.962,4.071,9.428,1.143,0
234.916,0,0,0,0,0,0,1.443,0,0,1.738,0,0,3.181,6.581,0,0,0,0,0,0,0,0,0,2.786,0,0.91,0
235.834,0,0,0,1.195,0,1.01,1.795,0,0,0,0,0.976,7.009,9.057,0,0,0,0,0,1.762,0,0,0,0,0,1.605,0
235.937,1.176,0,0,0,0,0,11.467,0,0,1.243,0,0,2.014,11.657,1.986,0,0,1.029,0,0,0,0,0,0,1.667,0.729,0
236.873,0.19,1.086,0,0,1.081,1.371,0,0,0.738,0,0,0,4.3,8.595,0.881,0.643,1.671,2,0.886,0,2.219,0,-0.01,0,1.605,0.433,0.548
238.024,0,0,0,4.581,0,1.005,1.105,0,0.595,0,0.348,1.052,17.862,26.304,2.8,1.176,0,0,0,0,2.162,1,1.271,-0.005,0.405,3.843,0
238.788,0,1.224,0,0,0,0,3.49,0.419,0,0,0,1.433,5.852,6.186,0,0.724,0,0,0,0,0,0.433,0,0,0,0,1.043
241.553,0.39,1.01,0,0.595,0.743,0,6.957,0,5.619,0.424,0,0.71,13.467,17.814,0.752,0.433,0,0,0,0,0,0,1.043,0.676,0.433,0,0
244.53,0,0,0,1.305,0,0,0.243,0,1.048,0,0,0,0,6.895,0,0.667,0.786,0,0.557,1.71,0,0,0,3.071,2.681,0,1.657
244.593,0.31,0,2.895,0.9,0.643,0.9,0.957,0,0,0,1.524,0,0.729,8.105,0,1.367,0,0.01,0,0.757,0,0,0,0,0.414,0,0
245.288,0.967,1.429,0,0,1.629,0,7.767,0,0.952,1.51,0,0.371,12.376,16.005,1.262,0,0,1.29,0.652,0,0,0.986,1.671,2.333,1.1,0,0
245.314,0,0.057,0.952,0,0,1.152,0.543,0.743,0,0,0,0.671,2.971,5.909,0,2.7,1.61,0,0,0,0,0.738,0,0.471,0,2.271,0
246.353,0,0.543,0,0,0,1.91,9.809,0.462,0,0,0.505,0,5.519,7.433,0.781,0,0,0,0,0,0,0,0,1.014,6.933,0,0.752
249.276,-0.005,0,0,2.195,0,0,5.214,0,0.957,0,0,1.081,4.29,7.043,0.886,0.29,0.367,0,0,0.467,0,0,0.029,0,0,0.495,0.638
250.266,0.481,0,0,0,0,2.167,4.867,0,1.171,0,0,0,7.043,5.99,2.276,2.576,0,0,0,0,0,1.205,0,0.819,0,0,0
252.147,0,0.457,0,0.624,0.557,2.624,2.286,1.01,2.219,0,0,0,6.6,6.576,0.51,0,0,0,2.352,0.805,0,0.471,1.414,0,2.105,0,0.786
252.868,0,0,0.519,0,0,0,2.524,0.486,0,0.762,1.152,0.89,6.324,10.343,1.043,3.405,0.952,0,0,-0.005,0.776,0,0,0,2.186,0,0.552
253.749,0.567,1.781,0,0,0,1.662,6.886,0,0,0.648,0,0,7.667,22.157,1.952,0,1.529,0.467,0.61,0.443,0,0.052,0,0,0.567,0,0
253.796,1.176,0,0,0,0,0.514,1.471,0,0,0,0,0,9.967,11.6,2.319,1.771,0,0,3.029,0,0,0,2.9,0,1.543,1.529,0
254.674,0,0.819,0.167,0,0,0,0.71,0,0,0,0,1.286,1.671,5.862,0,0,0,0,0,0,1.433,0.948,0,1.062,1.252,1.167,0
254.749,0,0,0,0,0,0,7.448,0,0,0,0,0,4.976,10.633,0.848,0,0,1.029,0,1.567,0,0,0.786,1.505,0,0.79,0
254.797,0,2.909,0,1.838,0,0,0,0.381,1.776,0,0.295,0,0,61.685,0,0,0,0,0,0,0.643,0,0.386,0.457,2.929,0,0.548
254.913,0,2.148,1.114,0,0,0,7.719,0,0,0,0,0,9.471,10.424,0.943,0.733,0,0,0,0.643,0,0,1.924,0,0,0,0.038
255.7,1.51,0.414,1.076,0,0,0.533,0.995,0,0,0.495,0,0,1.71,7.548,0,0,0,0,0,0,0,0,0,0,0,0,0
255.863,1.519,2.586,0.752,0.781,0,0,4.524,0,0,0.238,0,0.714,1.895,8.228,0.581,0,0,2.257,0,1.076,0,0,3.471,1.571,0,0.843,1.071
256.738,0,1.5,0,0,1.719,2.2,0,1.081,0.395,0,0,0,0,6.329,0,0.414,0,1.538,0,0,0.705,0.581,0,1.362,0,0,0
256.837,0.962,1.5,0,0.71,0,0,14.771,2.709,0,0,0,0,11.186,40.457,8.943,1.762,2.467,0.633,0.762,0,0,0,0,1.857,0,0,0
257.621,1.1,1.552,2.319,0,0,0,8.024,0,0,0.29,0,0,18.909,32.466,2.419,3.557,1.714,0,0,0,1.524,0,1.176,1.1,1.014,2.886,0
258.638,0,1.957,0,0,0,0.986,8.324,0,0.662,0,2.762,0,44.133,59.395,5.833,0,2.714,0.543,2.086,0,0,0.181,3.29,6.638,18.047,1.362,0
258.715,0,0,0,0,1.667,0,0,0.833,0,0,0,0,0,7.248,0.89,0,0,0,0,0,0,0,0.786,1,2.048,1.69,0
259.628,1.062,0.967,0,1.548,0,0.967,0,0,0,0,0.567,0,0,7.062,1.329,0,1.21,0,0,0,0,0,0,0,1.138,0,0
260.425,0,0.638,0,0,0,0,0,0,0.881,0,1.395,0.124,2.081,7.776,0.167,0,0,0.938,0,0.824,0,-0.052,0.943,0,0,0,0.51
261.462,0,2.076,0,0,0,0.69,0,0,1.438,0,0.671,2.067,1.867,7.628,3.981,0,0,0,0,0,0.386,0,0,0.205,0.271,1.086,0
261.532,0,0,0.962,0,0,0.748,0.581,0,0,0.095,1.033,0,12.662,18.633,2.552,2.857,0.5,0,0,0,1.381,0,0.481,0.833,0,0,0
262.473,0,1.019,0,0,0.567,0,1.905,0,0.771,0,0.933,0,2.99,9.124,0,0,0.519,0.69,0,0,2.614,0,2.481,3.748,0.886,2.786,2.99
263.353,1.414,0,0,0,0,3.09,0,0,0.838,0,0,0,5.171,10.862,0,0,0,0.257,0,0,0,0,0,0.7,2.124,2.329,0
264.389,0.819,1.124,0,3.686,0,0.138,2.39,0.51,0.657,0.624,0,0,7.6,26.562,3.995,2.843,0,1.043,0,0,0,0,0,0.857,0.614,2.033,0.286
264.405,0,8.981,0.814,0,0,0,0,0,0,0,0,0,10.795,17.424,0.29,0,0,0,0,0.248,0,0,0,1.095,0.91,1.581,0
268.103,0,0,0,0,0,0,9.405,0,0,1.757,0,0,79.556,28.623,4.162,0.61,1.162,1.219,1.481,0.633,0,0,1.433,0.757,5.752,3.329,0
269.118,0,0.981,-0.01,1.429,0,0,1.062,1.505,1.229,0.229,0.019,0,5.133,12.624,0,0.414,0.457,1.162,0,0,0,0,0,5.124,1.357,2.067,0
269.817,0,0.071,0,0,0,0,5.476,1.329,0,0,0,0,17.071,23.014,1.057,0,0.486,0,0,0,0,0.59,0,0,0,0,0
269.822,0,0,1.238,0,0,2.481,2.576,0,0,0,0,1.757,8.138,17.333,0,0,2.429,0,0,0,0,2.738,0,1.895,2.286,0.567,0.562
270.05,0,1.081,0,2.157,1.5,0,7.919,0,0,0,0,0,3.876,13.305,1.838,3.533,2.309,0.633,0,0,0,0,0.9,1.271,0,0.31,2.143
270.729,0,0,0.662,0,0,0,0.295,0.857,0.686,0,0.614,0,0,7.338,0,0,0.171,3.395,0,0,0,1.152,0,0.671,0.743,0.514,0
270.918,0,0.471,0,2.329,0,1.286,0,0,0,0,0,0,1.324,9.476,2.952,0.386,0,0,0.967,0,0.224,0,0,0.962,1.948,0.733,0
270.956,0,0,1.252,0,0,0.524,0.771,0,0,0.562,0.624,0,0,10.781,2.271,0,0.314,1.867,0.948,0,0,0,0,1.333,0.362,0,0
271.008,1.586,0,0,0,2.448,0,1.548,0.495,1.21,1.876,0,0,7.743,9.248,1.619,2.405,0,0,0,0,0,1.8,0,0.214,4.648,0,0.214
271.884,0,0.757,0.429,2.648,0,0.748,9.567,0,1.771,0,0,0.024,9.143,13.581,0.371,0.581,1.981,0,0,0,0,0,0,0,0,0,4.038
271.973,1.533,0,1.057,0,0.519,0,3.609,0.395,0,0.524,0,0,6.481,10.952,2.467,0,0.348,0,0.424,0,0.81,0.648,0,3.09,7.852,1.295,0
272.591,0.867,0,0,0,0,1.948,9.738,0,0,0,0.005,0,15.766,32.533,7.586,4.219,0.771,0,0,0,0.295,0.219,0,0.429,1.138,0,0
273.556,0,2.081,0,0.9,0,0,0,0,0,0,0.805,0,4.409,7.5,0,0.395,1.395,1.681,0,0.519,0,0,1.014,0,2.309,0.871,0
273.624,1.229,3.257,0,0,0.929,2.824,0,0,0,1.286,0.571,0,0,8.909,0,0,0.967,0,0.376,0,0,0,0.71,2.595,5.281,0,0
273.646,2.514,0.281,1.257,0,0,0,1.614,0,0,0,0,1.59,1.11,6.129,1.6,2.957,0,0,0,0.343,0,0.005,0.757,0,1.019,0.895,2.1
273.783,0,2.614,0.962,2.019,1.167,1.281,0,1.019,0,0,0,0,0.662,7.662,0,0,3.171,0,0,0,0,0.814,0,0,0,0.652,0.229
274.468,0,1.486,0,0,0,0,0,2.871,0.957,0,0,0.086,0,13.705,4.338,0,0,0,0.014,0,0,0,0,0.567,1.424,0.286,0
274.477,0.5,0,0.205,0,0,0,11.771,1.81,0,0,0.705,0,15.624,22.019,2.167,0,0,0.49,0,1.09,0,0.514,0,0.143,0.667,0.286,1.252
274.506,0,0.438,0.071,0,0.757,1.11,0.019,0,0,0,0,0,4.757,9.333,0,0,0,0.452,0,0,1.09,2.895,0,1.881,2.652,0,1.71
274.527,0,1.829,1.638,1.057,0,0,0,0,0.876,0,0,0.381,1.386,6.481,0,0.49,0,0,0,0,1.105,0,0,3.238,0,0,0
274.579,0,0,1.105,0,0,2.014,3.643,0.624,0,0,0,0,5.729,10.809,0,0.976,2.39,0,0,0,0.438,0,0.467,0,0.133,1.381,0
275.446,0,1.819,0,0,0,0,1.667,0,0,0,0,1.924,0.143,8.481,0,0.605,0.605,0,0,0,0,1.233,1.405,0,0,0,0.7
276.54,0,0.933,1.352,0,0.686,0,0,0,0,0,0,1.048,3.89,11.681,3.39,2.338,0,0,0,0,0,0,0,0.576,3.467,3.124,0
277.356,0,0,0,1.605,0,0,0.486,0,0,0,0,0.643,0,6.405,0,0,0.605,2.457,0,0,0,0,0,1.329,0,0.876,0
277.36,-0.033,0,2.248,0,0,0.062,0,1.657,0,0,0.486,0,2.776,8.786,0.552,2.809,0,0,0,0,0,0,0,1.329,11.609,1.248,2.39
277.376,0,0.881,0,1.129,3.005,0,0,0,0,0,1.386,0,0.438,6.043,0,0,0.448,0,0,0.281,2.157,0,0.529,0,0,0.619,0.11
277.435,0.624,0,0,0,0.557,0,0.686,0,0,0,0,0.586,0,22.328,0,0,0.057,0,0,0.376,0,0.652,0,0.652,0,0,0
279.291,0,0,0.31,0.114,0.781,1.624,0.2,1.157,0,0,0,0,4.248,7.628,0.705,0,0,0,0,0.952,0,0,0.871,0.695,1.376,0,0
280.204,0,0,0,0,1.214,0,0,0,0,0,0,0,7.376,13.962,2.89,1.833,2.919,0,0,0,0,0,0,3.052,2.276,0,0.7
280.384,0,2.657,1.219,0.786,0,0,0.81,0.552,0.829,0,0,0.014,0.905,6.095,1.095,0,0,0.686,0,2.938,0,0,0.843,0.962,0.61,1.305,0.814
281.174,0.719,0,0.452,0.814,0,0,6.567,0,0,0,0,0,5.705,8.352,0,0.362,0.876,0,0,1.343,0,0,0,2.319,2.057,0,0
281.183,-0.038,1.829,0.567,0,0,0,6.519,3.033,0,0,0,0,3.724,33.19,0,0,6.867,0,0,0,0,0.133,0,1.724,2.676,0,0
282.2,0,1.786,0,0.852,0,0,0,0,0.438,0,0,0,0,6.5,1.276,0,0.3,0.881,0,-0.019,0,0,0.433,0.971,0.624,0.271,0
283.141,0,0,0,0,0,0,2.505,0.067,0,0,0,0.962,0.971,6.952,0,0,1.21,0,0.052,0,0,0,-0.038,0,0,0,0
