RT,25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
87.464,0,0,0,0.81,0,0.805,2.652,0,0.524,0,0,0,3.552,9.133,0.524,0.933,2.524,0,0,0,0,0,0,0,4.219,2.171,0.39
87.612,0,0,0.338,0,0.79,0,4.762,0,0,0,0,0.314,13.605,49.485,7.933,0,7.367,1.043,0.405,0,0.781,0,0.662,0,8.486,0.676,0
88.373,0,2.143,0,0,0,0,2.005,0,0.719,0.243,1.8,0.086,1.871,11.814,3.629,1.395,2.048,0.248,0,0,0,0.733,0,0,1.952,1.162,0
88.382,0.471,0,0,0,0,1.076,0.533,0,1.157,0,1.167,0,0,5.938,0,0.343,0,0,0,0,0,0,0,0,0,0,0
88.528,1.386,4.019,0,0,0,0,0.538,0,0,0,0,0.771,2.843,7.49,0,0.824,2.576,1.129,0,0,0.157,0.795,1.186,0.929,0,1.548,0.89
88.61,0,1.105,1.2,0.967,1.929,0,0,0,0,0,1.69,0,0,7.433,0,0,1.557,0,0.767,0,0,0,0,0,0,0,0.914
89.384,0,0,0,0,0,0,1.524,2.081,0,0,0,0,0,5.933,0,0.152,0,0.776,0,0.714,0,0,0.624,0,0,0,0.243
90.352,1.086,0,0,0,1.824,0,0,0,0,0,0,0.405,2.89,11.805,0.79,0,0.31,1.676,0,0,0,0,0,-0.01,0.524,0,0
91.213,0,0,0,0,0,0.352,1.933,0,0,0,0,0,5.162,9.828,1.567,0,0,0.676,0,1.724,0,0.948,0,1.524,1.214,0,2.852
92.172,0,0,0,0,0,0,1.557,0.538,0,0,0,0,10.571,26.133,3.557,0.681,3.148,0,0,0,0.114,0,1.052,0.814,2.238,1.033,0.852
92.187,0,0.605,0,0,0,0.971,1.605,0,1.081,0,0,0,3.452,6.89,2.976,0.495,0,0,0,0,0,0.886,0,0,1.757,0.386,0
92.409,0,0,1.757,0,0,1.181,3.886,0,0,0,0.557,1.095,9.948,8.257,0,0,1.295,0,0,0,0,0,0,0,0.729,0.352,0
94.268,0,1.038,0,0.652,0,0,8.062,0,1.357,0,0.343,0,4.381,17.143,3.614,0,0,0.51,0,0,0,0,0.252,1.362,0,0,0
95.153,0,0.79,0,0,0,0,1.267,0,0.39,0,0,0,0.733,7.124,0,1.043,0,0.41,0.019,0,0,0,0,2.443,2.486,0,1.114
95.28,2.69,3.319,1.171,1.224,0,0,3.705,0,0,0,0,2.824,-0.014,7.043,1.586,0,0,0,0,0,1.267,0,1.119,2.3,0,1.214,0.205
95.292,0,0,0,0,0,0,3.857,0,1.605,0,0,0.267,6.048,5.881,1.705,1.69,0,0.138,0,0,0.571,0,0,0,0,0,1.519
96.995,0.448,1.61,3.467,0,0,2.471,1.467,0,0.381,0,0.619,0,6.248,19.957,0.733,1.014,1.138,0,0.024,0,0,0.786,0,1.043,0,2.409,0.562
98.032,0,1.652,0,0,0,4.076,5.114,0,0,0,0,0,8.843,12.605,1.452,1.471,0.986,0,0.876,0,0,0,0,0,0,1.876,0
98.086,0,0.548,0,0.624,0,0,1.343,0,1.429,0,0,0,4.562,7.914,3.643,2.038,0,1.01,0,0,0,0,0,0.843,1.729,0,0
98.782,0,0.752,0.895,0,0,0.805,0,0.824,0.7,0,1.71,0,5.081,9.319,1.852,0,0,0,0,0,0,0,0,0,0.476,0.857,0
98.926,2.371,0,0,0,0,4.395,8.257,0.276,0.905,0.805,1.224,0,8.209,14.586,3.9,1.667,0,0,0,0.971,0.486,0,0,0,1.195,0,0
98.943,0,2.386,0,0,2.681,0,5.552,0,0.41,0,0,0,8.881,12.933,1.405,2.562,3.581,0,0.657,0.538,0,0,1.157,2.471,0,0.886,0
99.737,0.586,1.838,2.352,0,0.462,0,10.781,0,0,0,0,0,20.114,43.7,7.238,0,2.633,3.567,1.519,1.605,0,0,0,1.424,1.119,0,0
99.955,0,0.052,0,0.981,1.4,0,3.914,0,0,0,0,0,17.219,36.49,2.633,0,0.195,0,1.152,0,0,0.7,0,0.238,0.324,2.024,0.967
99.993,0.91,0,2.148,0,0,0,0,0,0,0,0.705,0.938,6.638,9.648,2.881,0.481,0.376,0.867,0,1.257,0.39,0,0,4.557,7.086,0,1.405
100.808,0,0,0.438,0,0.61,0,2.367,0,1.286,0.105,0.838,0,15.933,18.257,1.852,2.352,1.095,0,0,0,2.79,2.205,0.39,0.829,2.757,1.376,0
100.81,0,0,0.124,0.9,0,0,2.481,0,0,0,0.576,0.59,6.8,11.252,0.4,0,0,0.814,0,0,0,2.609,0,0,4.248,0.933,0
100.819,0,2,0.086,0,0,0,0,0,0,0,0,0,11.005,25.033,0.424,0,1.143,0.443,0,0,1.129,0.233,2.209,0,0.848,3.719,0
101.669,0.671,1.51,0.3,0,0,1.081,7.648,1.595,1.257,0,0,0,11.786,15.914,0,3.719,2,0,0,0,0,1.448,0,0,0.224,5.248,0
101.9,0,0.476,0,0,1.633,1.51,0,0,0,0,0,-0.01,0,10.752,0,0,0.543,0,0,0,0,0.243,0.481,0,0,0,0
102.634,0,0,0,0,0,1.676,2.262,0,0,0.495,0.852,0,2.471,11.324,0,0.343,0.667,0.719,0,0,0,1.262,0,0,2.638,0,0.743
102.821,0,0,0,0,0,0,1.224,0,0,0,0,0,19.614,46.771,7.309,0.476,0.748,1.914,1.257,0.843,0,0,0,0,1.519,3.276,0
103.826,0,0,0,0,0,0,1.786,0,0,0.005,0,0.029,0,5.829,0,0,0,0,0,0,0.09,0,0,1.814,0,0,0
104.51,0.6,0.467,0,0,0.895,0,6.362,0,0,0,0,0,17.147,32.523,2.105,0.71,8.743,0,0.495,0.814,0,0.814,0,0,0,1.7,0.581
106.441,1.21,0,0,0,0,0,2.005,0.257,0,0,0.881,1.052,1.329,9.181,-0.029,0,0.51,0,0,0,0,0.086,0,0,0,0,-0.019
107.287,0,0.705,0,0,0,0,8.205,0,0,0.505,0,0,5.795,21.228,3.538,0,0.919,0.676,0.771,0,0,1.81,0,0.643,7.238,0.752,0.167
108.348,0,0,0,0,0,0.695,0,0,0,1.6,0,0,10.428,7.433,1.543,0,0.862,2.409,0,0,1.452,0,0,0,0,0,-0.005
109.132,2.743,0.895,0.29,0,0,0,2.752,0,0.657,0,0,1.41,4.533,9.643,0,0.733,0,0,0,1.148,0,0,0,1.59,0,0,0
109.374,0.643,2.552,1.138,0,0,0.948,0,0,1.062,0.505,0,0,2.162,8.109,0,0,0.448,0,0,0.133,0.057,0,0,0.376,0.005,0,0
109.386,0.957,0,0,0,0,0.814,0,2.657,0,0,0.376,0,3.033,6.819,0,0,0,0,0,0,0.214,0,0,0,1.067,0,0
111.07,1.09,1.319,0.524,0.867,0,0,0,0,0,0,0,0,3.943,8.467,0.324,0,3.648,0,0.376,0,0,0.505,0.51,1,0,0,0
111.221,0,1.886,0,0.695,2.99,0,0,0,0,0.21,0,0,2.638,12.9,0.305,0,0,0,0,0,0,0,0,0,0,1.11,0.295
112.191,0.905,0,0,0,0,0,7.219,0,0,0,0,0,8.043,10.295,0.352,0,1.933,0,0,0.167,0,0.01,0,1.714,0.676,0,0.957
114.932,0,1.01,0.681,0,0,1.129,12.928,0,0,0,0,0,18.519,18.276,-0.029,0.338,1.305,0,0,0,2.533,0,0,2.948,2.886,0,0.819
114.988,0,0,0,1.824,0,0,1.357,0,0,0,0,0,5.238,6.39,0,0,0,0,0,0,0,0,0.776,0.481,0.886,1.214,0.471
115.776,0,0.529,0,0,0.367,0,19.29,0,0,0,0,0,28.733,29.343,3.638,1.962,0,0.033,0,0,0.771,0,0,9.238,7.019,0.619,0
115.817,0,0,0,0,0.733,0,3.89,0,0,0,0.629,0,7.519,15.362,0,0,0.686,0,0,2.852,0,0,0,0,0.643,0,1.552
115.864,0,0,0,0,0,0.752,0,0,1.495,0.157,0,2.114,4.776,8,0.005,1.186,0,0.719,0,0,0,0,0,2.786,0,0.981,0
116.845,0,0,0,0,0,0,30.2,0.624,0,0,0,0,24.643,33.219,7.967,1.495,2.352,0,0,0,0.457,0,1.019,1.829,3.914,1.343,0
117.578,-0.01,0.881,0,0.819,0,1.595,0,0,0,0,0.481,1.69,0,6.233,0,0.357,0,0,0,-0.005,0,0,0.729,0,2.557,0,0
117.706,1.486,0,0,0,0,0,20.581,0,0,0.633,0,0,26.709,43.504,3.748,0.695,3.419,0,0,0.957,0.733,1.5,0.786,0,5.581,3.19,0.567
117.749,0,1.59,0,0.371,0,0,5.838,0.329,0,0,0,1.21,7.548,17.324,1.562,0.162,2.833,0,0,0,0.371,0,0,1,0,0,0
118.531,0.605,2.819,0,0,0,-0.005,4.1,0.362,0.924,0,0,0,5.938,9.624,1.367,0.586,2.509,0,0,0,1.324,0,0,0,0,0.443,0
118.717,0.01,0,0,0,0,0,2.671,0,0.81,0,0.319,0,8.605,8.505,0,0.471,0.576,0.438,0.071,0,0,0,0,0,1.267,0,0
119.618,0,1.129,1.514,1.252,0,0,1.062,0,0,0,0,0,8.152,14.267,1.424,0,1.067,2.705,0,0,0,0,0.467,0.324,1.848,0,0.571
119.653,0,1.648,0.595,0.948,0.443,0,7.576,0,0,0,0,0,6.248,7.876,1.871,1.476,0,0,0,0,0,0.948,0.952,1.543,0.781,0,0
119.723,0,2.533,0,0,0,0.781,2.138,1.271,0,1.476,0,3.009,11.224,9.028,0,1.91,1.043,0.148,0.633,0,1.086,0,0,0,7.871,0,0
120.579,0.343,0,0,0,0,0,3.857,1.386,0,0,0,0.79,14.638,24.376,3.452,4.595,2.348,0,0,0,0,0,0,2.576,0.829,3,2.509
121.512,0,0,1.171,1.695,0,0,0,3.005,0.905,0.952,0,0.652,0,6.428,1.495,-0.033,0,0,1.119,0,0,1.029,1.4,0.452,0,0,0
121.525,0,0,0.667,0,1.124,0.014,2,0,0,0,0,1.457,23.638,9.595,0.229,0,1.238,2.033,0,0,0,0.795,0.419,1.481,0.914,0.838,0
121.569,0,3.843,1,0,0.786,2.462,0.962,1.552,0.938,2.343,0,1.433,1.848,8.309,1.114,2.276,0,0.79,1.286,0,2.371,0,0.205,2.595,3.262,1.162,4.862
123.341,0,0,0,0,0,0.376,13.576,0,1.405,0,1.019,0,14.886,20.3,0.581,0.829,0.529,2.786,0,0.69,2.319,0,0,0,1.138,0,0
123.373,1.49,0,0,1.057,0,0,0,1.333,0.49,0.262,0,0,0.095,5.909,0.448,0,0,0,0,1.762,0,0.786,0,1.005,0.395,-0.005,1.776
123.518,0,0.681,0.881,0.543,0,0,6.019,0,0.486,0,0,1,10.224,16.69,3.548,0.776,1.01,0,0,0,0.395,0,0,2.452,6.595,0.929,0
124.264,0,0,0.871,0,0,0,3.543,0.233,0,0,0.224,0,1.305,16.919,2.643,0,0.724,0.438,0,0,0,1.414,0,1.552,0,0.776,0
124.418,0,1.467,0,0,0,0.538,0.571,0,0.962,0,1.367,1.876,3.329,11.914,1.676,2.033,0,0,0,1.752,0,0,1.148,0,0,0,0
124.452,0,2.714,0,0.971,0,2.429,0.176,0,0.495,0,0.924,0,0.443,96.713,0,0,1.133,0,2.3,1.567,0,0,0,0,2.057,0,0
125.311,0,2.181,0.471,0,0,2.69,10.309,1.448,0,0,0,0,13.676,11.676,3.657,0,0,0,0.476,0,0.3,0,0,0,0,2.338,0
125.38,0,0,0,0,0,1.662,0,1.705,1.105,0,0,0,2.838,11.595,1.41,0.724,0,0,0,0,1.905,0,0.662,0,3.795,0,0
126.239,0,0.795,0,0,0,0,1.09,0,0,0,0.91,0,5.7,7.6,4.938,0,0.233,0.343,0,0,0,0,0,0,1.133,1.729,0
126.314,0,0,0,0.462,3.062,0,0,0,0,0.248,0.41,0.9,5.414,23.676,5.519,0,7.814,0,0.938,0,2.395,1.248,0,1.281,0.319,12.886,0.352
127.981,0,0.91,0,0.695,0,0,4.557,0,0,0.467,0.867,0,61.871,84.351,9.49,3.548,7.119,2.681,1.248,0,0,0,0,5.976,14.076,0.61,0
128.117,0,1.233,0.586,0.552,1.595,4.243,2.662,0,0,0,0,0,2.248,12.847,1.99,0.943,1.071,0,0,0,1.514,0,0,-0.019,0,2.276,0
128.89,1.624,0,0.938,0,0,1.624,11.119,0,0,0,0,0.148,26.614,42.957,13.524,2.767,4.148,0,1.81,0,1.414,0,0.938,1.286,0.2,13.371,0
128.903,0,1.324,0,0.267,1.324,0,2.424,0,0,0,0,0,0.562,7.467,0.476,0,2.476,-0.01,0.29,0,0,0,0,2.309,3.281,0,0.29
131.747,0,0.786,3.286,0,0,1.79,8.824,0.567,0,0,0,1.324,5.448,18.724,1.819,0,2.481,0,0,0,0,0,0,3.838,2.481,0.314,0
131.956,0,0,0,0,0.486,1.143,11.843,0,0,0.019,0,0,14.362,32.576,4.505,0,0,0,0.31,0,0.852,1.233,0,0,0.795,0,0.905
131.962,0,0,0,0,0,0.343,2.995,2.267,0,0.781,0,0,4.338,8.328,1.071,0.371,0.562,0,0.562,0,2.629,0,0,0,0.838,2.571,0.305
132.65,0,0,0,1.548,0,0,1.21,0,0,0,0.343,0.486,0.962,10.148,0.986,0,0,0,0,0,1.152,1.029,2.876,1.957,0.433,0,0
132.675,2.086,0,0,0.781,0,0,0,0,0,0,0,0,17.086,23,1.219,2.824,2.01,0,0,0,0,0.91,0,2.448,1.99,3.29,0.586
132.709,0.629,0,0,0,0,1.343,3.6,0.7,0,0,0,0.557,7,16.814,0,0,1.081,0,0.948,1.452,0,0,0,0.486,0,0.281,0
132.836,0,0,0,1.471,-0.01,0.533,3.762,0.61,0,0,0,0,9.562,15.357,0.681,0,6.462,0,0,0,0,0,0.757,0,0.376,3.057,0
132.843,0.562,0,5.348,0,0.614,0,0,0,0,0,0,0,1.681,12.043,0,0,0,1.452,0,0,0,0.952,0.486,0.586,3.448,0,0
133.71,0,0,0,0,0,0,2.014,0,0,0.352,0,0.933,13.543,15.005,4.748,0.848,0,0,1.324,0,0,0,0.01,1.586,0,0,0.933
134.58,2.533,0.681,1.295,0,0,0.671,5.919,0,0,0,0,1.9,10.057,16.743,3.219,0.629,4.529,0.786,0,1.114,0,2.176,0,0,0,0,0.381
134.664,2.562,0,0.31,0,0.4,0,0.981,1.029,4.157,2.267,3.338,0,4.5,6.895,0,0,1.257,1.076,0,2.038,0,0,0,0,3.762,0,0.657
134.703,0,0.771,1.271,1.514,0.781,0,1.548,0,0,0.586,0,0,5.152,9.195,1.21,1.433,0,0,0,0,0.981,1.233,0,0.59,1.052,2.39,0.248
135.559,0,1.076,0,0,0,0,22.057,0,0,0,0,0,17.995,24.981,5.643,1.719,0.824,0,0.105,0.876,0,0,0,0,0.267,1.171,0
135.646,1.19,0.371,0,0,0.29,0,0,0,0,0.405,1.743,0.695,0.581,7.309,0.733,2.709,0,0,0,0,0.419,0,1.29,0,1.352,0,0
137.465,2.39,0,0.133,0,0,0,0,0,0,0,1.438,0.795,1.686,6.995,0,0,0,0,0,0,0,0,0,1.286,0,0.805,0.171
138.246,0,0,0,0,5.719,0,3.99,0,0,0.662,0,0.429,3.043,14.2,2.143,0,0,0.595,0,0,1.905,0,0,1.133,1.362,0,0
138.284,0,2.819,0,0.81,0,0.862,1.424,0,0,0,0,1.343,0,6.024,0,1.3,0.29,0,0,0,0,0,0,0,0.219,0,0
139.196,0,0.686,0,0.419,0.895,0.81,0,0.681,0.533,0,0,0,0.981,5.805,0.405,0,0,0,3.524,0,0,0,0,0,0.69,2.038,0
139.341,0,2.014,0.619,0,0,0,2.824,0,0,0.51,0,0.462,19.252,26.052,2.109,0.848,1.748,0,1.49,0,0.952,0,0.767,0.395,0,0.943,0
139.35,0,1.367,0.924,0,0,0,0.933,0,0,0,0,0,5.752,10.305,1.929,0,0,0,0.562,0,0,0,0,0.505,1.152,4.143,0.924
140.17,1.457,0,0.519,0,0,0,2.233,0,0,0,0.852,0,3.752,14.833,3.014,0,0,0,0,0,0,0,0,0.805,3.057,0,1.8
140.32,0,0.881,0.252,0,0,0,3.338,0,0,0,0.724,0,2.176,7.528,0.743,0,0.652,1.495,0,0,0.776,0,0,0,3.543,0,0
141.142,1.881,0,0,1.138,0.671,1.305,0,3.638,0,0.533,0,0,1.2,10.628,0,0,1.124,0,0.905,0,0,0,0.086,0,0,0,0
142.164,0,1.938,0,0,0,1.638,2.548,0,0,1.052,1.719,0,11.052,11.905,1.548,0,0,0,0,0,0,0.676,0,0.69,5.49,1.705,0
142.271,1.343,0,0,0.638,0,0,2.371,2.79,1.405,0,0,0,9.724,15.871,1.962,0,1.395,0,0,0,0,0,0,0,3.457,0.948,0
143.026,2.924,0,2.038,1.433,0.967,0,3.505,0,0,0,0,0,1.619,9.948,0,0,0,0,2.681,0.838,1,0,0,0,1.69,0,0
143.203,0,2.7,0,1.324,1.338,0.786,3.462,0.543,0,0,0,0,14.862,28.566,1.99,4.933,8.514,0,0,0,0,0,0,1.538,0.643,0.61,0.019
144.889,0,0,0.929,0,0,2.209,6.105,0,0,0,0.733,0,9.728,5.909,0,0.462,0.281,0,0.752,0.619,2.329,0.481,0,0,2.138,0,0.348
144.935,0,0,0,0,1.081,1.143,7.319,0,0,0.762,0,0,12.971,37.442,5.262,3.019,2.938,0.343,0,0,0,0,0,0,0.924,2.205,0
146.892,0.481,0,-0.067,3.643,0.467,0,12.767,0.01,0,0,0.771,0,11.776,10.252,1.505,0,0,0,0.943,0,0,0.667,0.333,0.476,0,1.343,0
147.636,0,2.033,0,0,0,0,3.119,1.695,0,0.562,1.957,0,9.452,6.505,0,3.162,0.405,0,2.619,0.562,0,0,0.867,1.038,1.095,1.014,1.024
147.718,0,1.486,0.557,0,0.314,0.21,3.933,0,0,0,0,0.433,6.333,18.99,1.157,0.59,0.452,0,0.352,1.6,0.457,1.343,0,0,2.157,2.329,0
149.493,0,3.171,0,0,3.143,0,0.929,2.233,0,0,0.343,0,18.1,25.066,6.676,0,0,0,0.895,0.933,0,0,0,4.39,0.286,3.633,1.138
149.637,2.005,0,0,0,0.976,0,4.148,0,0.624,0,0,0.333,4.257,7.643,0,1.148,0,0,0,0.4,0.3,0.329,0,0,0,1.333,3.348
150.511,0,-0.014,0,0,0,0,9.352,3.581,0,0,0,0.433,19.576,25.243,4.424,0.381,1.7,1.662,2.552,0,0,0.652,0.071,1.452,7.1,3.629,0.648
150.524,0,0.933,0.49,0.676,1.029,2.676,5.143,0,0,0,0,0,37.123,40.38,5.376,5.486,0.857,0,0,1.724,0,0,1.29,1.971,3.352,4.881,0
152.313,0,0,0,0,0,4.267,4.829,0.452,1.257,0.838,0,0,14.419,23.338,1.881,1.076,1.114,0,0,0,0.743,0,0,0,0,7.738,0.414
152.448,0,0,0,0.305,0,2.733,0,0,0,0.895,1.052,0,7.348,25.166,0.648,0,0,0,0,0,0.724,0,0,1.114,0,1.324,0
153.253,1.267,0,0.886,0.9,0,0,4.552,1.495,0,0.352,0,0,21.438,44.719,5.267,0,1.214,0,0,0,0,0.51,0.7,2.829,8.109,0,0
153.476,0,0,0,0,1.048,0.467,6.133,1.4,0,0,1.038,0,8.024,10.705,0.681,0,0,0,0.348,0,0,0.648,1.967,0,1.448,0,0
154.214,0,0,1.243,1.867,0,0.438,11.867,0,0,0,0,1.719,9.081,15.043,2.3,0.314,4.333,0,1.943,0.952,0,0,0,0,0.571,2.105,0
154.268,2.01,1.3,0,0,0.419,0.867,2.3,0,0,0.676,0,0,1.024,21.695,0,0,0.814,0.89,0,0,-0.019,0,0.733,1.51,1.762,0,0
155.058,1.186,0,1.295,0.471,0,0,1.39,0,0,0,1.848,0,9.49,29.485,1.486,0,0,0,0,0,0,0,0,0,0,0.914,0
155.176,0,3.248,0,0,0,2,7.567,0,0,0,0,0,0.3,6.548,1.081,2.157,0.195,0,0,0,0,3,0.386,0,1.438,1.233,0
155.318,0,1.629,0,0,0.671,0,16.105,0.89,0,0,0,0.214,17.852,33.385,4.848,4.533,2.681,1.048,0,0,1.21,0.471,0.324,-0.01,6.543,5.829,0.862
156.115,0.971,0,0.062,0,2.362,0,1.1,0.657,0,0,0,0.567,9.148,12.414,2.976,0,0,0,0,0.038,0,0,0.6,1.148,0,1.267,0
156.207,0,0,1.214,0.995,0,0,0,1.89,0,0,0,0,3.962,11.571,1.1,0,0,0,0,0.524,0.448,0.643,0,0,0.648,4.581,0
156.937,0,0,0,1.167,0.871,2.9,0.695,0,0,0,1.195,0,0.957,6.914,0,0,0,1.924,0.248,0.652,0.4,0,0,0,0.619,0.652,0.229
156.981,0,0,0,0,0,0,0,0.467,0.276,0,0,0,4.181,7.219,0,0,0.938,0,0,0,0,0,0,1.729,0.629,1.862,0.452
158.036,0,0.395,0,0,0,0,0,0,1.148,0.933,0,1.39,1.162,6.162,1.138,2.086,0,0.933,0,0,0,0,0,3.348,0.267,0,0
158.124,0,1.376,0,0,0,0,0.976,0,0.719,0.495,0,0,7.795,6.352,0,0,0,1.176,0,0,0,-0.024,0,1.476,3.09,3.167,0.281
158.164,1.324,0,0,1.705,0,0,3.09,0,0,0,0,0,8.057,10.619,2.333,0,0,0,0,0,0,0,0,0.971,2.49,0,0
160.009,0,0.771,0.186,0,0,2.043,1.648,0,0,0,0,0.286,0,7.09,0,1.3,0,0,0,0,0,0,0,1.714,2.143,0.743,0
161.687,0,0.971,0.776,0,0.89,0,1.762,0,0,0,0,0,0,6.129,0,2.957,0,0,0.695,0.229,0.333,0,0.733,2.657,0,0,0
161.706,1.343,0,0.79,0,0,0,14.805,0,0,0,0,1.557,5.805,21.185,2.481,1.014,0,0,1.881,0,0.619,0.638,0,0.376,1.181,1.119,0.576
161.793,0,0,1.21,0,0,0.929,2.509,1.195,2.243,1.771,0.281,0,9.738,6.624,0,0,0,0.505,0,0.771,0,0,0,0,1.929,0,0
162.708,0,0,0,0.752,0,0,11,1.257,1.305,0,0,0.329,19.962,12.476,1.09,0.214,1.552,1.79,0,-0.029,0.495,0,0.533,1.233,1.938,0.71,0
163.567,0,0.786,0,0.695,0,0,4.99,0.4,0,0.824,0.976,0,6.067,8.762,0,0,0.4,0,0,0,0,1.019,0,0.362,0,1.567,0
163.763,1.119,0,2.662,0,0.662,0,4.419,0,0.757,0,0,0,4.357,5.89,0,0,0,0,0,1.419,0.776,1.162,0,0,1.338,1.667,0
165.372,0,1.829,0,0.876,1.224,0,8.614,1.414,3.171,0,0.419,0,5.076,7.248,0.486,1.348,0,0,0,0,0,0,0.914,0,1.41,2.438,0
165.429,1.59,3.176,0.695,0.262,0,0,0,1.352,0,0,0,0,3.576,7.909,1.486,0.238,1.657,1.733,0.776,0,0.319,0,2.814,0,0,0,0
165.435,0,0,0.5,0,0,0,20.152,0.471,0.424,0,0,0,43.533,53.642,8.19,0,5.714,0.167,0,0,0,0,0,3.281,5.124,1.014,0
167.42,1.6,0,0,0,1.467,0,0.552,0,0,0,0,1.424,8.152,6.662,1.333,0.233,2.505,-0.029,0.657,0,2.01,0,0.929,0.767,1.343,1.652,0
168.134,0,1.395,0,0,0,0,1.405,0.257,0,0,0,0,5.462,8.414,0,0,0,0,0,0,0,0,1.543,2.09,0.605,0,1.886
168.378,0.529,1.238,1.819,0.186,0,1.362,1.905,1.714,0,0,0,1.219,4.229,10.171,3.895,0,0,0,0.605,0,1.233,0,0,2.181,1.224,0,0
168.381,0,0,0,0,1.329,2.333,6.867,0,0,1.033,1.271,0.995,15.928,31.876,1.8,1.171,0.19,1.738,0,3.19,-0.019,0,0.486,2.595,8.057,6.909,0.743
169.193,0,2.576,0,0,0,0,0,0.695,0,0,0,0,2.867,6.686,0.852,0.152,1.629,0,0,0,0,0,0,3.695,0.914,1.148,0
170.267,0.352,0,0.49,0,0,1.014,7.733,0,0,0,0,0,20.314,36.252,8.619,3.4,2.333,0,0.248,1.552,0,0.619,0,0.548,8.505,5.576,1.629
170.283,0,0.524,0,0.929,0,0,2.438,0.776,0,0,0,0,5.367,8.209,0,0,0,0,1.305,0,0,0.386,0,0,0,0.376,0
171.212,0,2.957,0,0,0,0,4.838,0.629,0,3.267,-0.043,0,2.529,14.805,0,0.538,0.676,0,0,1.471,0,0,0,1.267,5.976,0,0
171.253,0,3.014,0,0,0,0.481,1.052,0,0,0,0,0,13.976,8.419,0,0.395,1.662,0,0.571,0,0,0,2.181,0,2.509,1.533,0
171.319,0,0.686,0,2.548,0,0,0.519,0.671,1.09,0.657,0,0.833,0.295,6.648,0.833,0,0,0,0,0,0,1.757,0,0,0.486,0,0
172.135,2.286,0,0,0,0,0,4.371,1.519,0.919,0,0,0,4.581,12.862,2.081,0,0,0.438,0,0,0,0,0,0,1.676,0,1.243
174.823,1.776,0,0,0.738,1.605,0.586,17.695,0,0,0.081,0,0,18.9,44.757,4.371,3.557,8.067,0.871,0.805,0,0,0,1.743,2.114,0.462,10.505,0
174.951,0,0,0.986,1.21,0.148,0,1.895,0,0,0,0,0.686,4.681,6.233,0,0,0,0.51,0,0.581,2.2,0.733,0,1.533,2.543,0.838,-0.005
175.032,0,0,0,0,0,2.871,0.738,0,0.371,0.762,0,0,2.967,12.752,0,0,0,0.714,0,0,0.557,0,0,0,2.124,3.205,0
175.065,0,2.705,0,0,0,0,1.581,0,0,0,0,4.195,0,8.433,0,0.381,0.024,2.881,0.329,0,0,0,3.495,1.167,3.414,0,0
175.699,0,0.462,1.281,0,0,0,0.9,0,0.319,0,2.438,0,2.419,9.905,0.581,0,0,0,0,0,0,0,0,1.814,2.762,0,0
175.863,1.214,0,0,0,0,2.209,0.405,0,0,0,1.348,1.09,0,7.186,0.871,0,0.519,0,1.429,0,5.314,1.652,0.676,0,0.652,0.638,0.814
175.889,0,0,0,0.657,0,0,0,1.357,0,0,0,0,0.19,6.124,0,0.714,0,0,0,0,0,0.443,1.252,0.643,1.295,0,0
176.728,0,3.757,1.524,0,0,0.443,9.857,0,0,0,0,0,10.381,30.19,2.076,5.014,3.838,1.557,0,0,0,0,1.01,0,2.738,0,0
176.788,2.971,0,0,0,1.352,0,0.7,0,0.448,0,0,0,0,21.247,0,0,0,0,0.171,0,0,0.681,0,0,2.557,0,0
176.789,2.095,0,1,0,0,0,0,0.81,0,0,0,0,0.648,11.819,0,1.195,0,0,0,0.681,0,0,0,0,0.833,0,0
176.812,0,0.829,0,0,0,0,0.471,0,2.657,0,0,0,116.603,205.869,23.262,9.048,10.362,0.805,5.571,2.881,0.895,2.309,0,0,0.314,19.905,1.762
179.69,0,0.976,0,0.567,0,0.424,1.671,0,-0.005,0.9,0,0,2.257,8.276,0,0.824,0,0,0,0.695,0,0,6.114,3.724,0,1.533,0.8
180.541,0,0,0,3.005,0,0,9.324,0,0,0,0,0,29.623,52.38,2.443,5.214,2.357,0,0,0.976,0,0.61,0,1.162,4.881,0.952,0
181.522,0,3.176,0,1.324,2.176,0,18.076,0,0,0.476,0.6,0,14.147,33.866,1.843,0.729,1.705,0,0,0,0,1.929,0,0.695,2.724,1.538,0
183.316,0,0,0,0,1.99,0,0,0,0,0,0,0,2.238,12,0.362,0.8,0,0,0,1.138,0,0,1.814,1.31,1.924,2.509,0
183.442,0,0,0.048,0,0,1.086,0.99,0,0,1.395,0,0,0,5.919,0.357,0,1.133,0,0,0.619,0,0,0.352,1.643,2.352,0.914,0
184.331,0,4.376,0.348,0,1.19,0,2.652,0,0.567,0,0,0,0,7.228,2.671,0.957,0,0,0,0,0,0,1.51,0,1.086,2.305,0.886
184.418,0,0.962,0,0,0,1.262,0.843,0,0,0,0,0,1.433,11.895,0.471,0,0,0,0,0,0.481,0,0,1.005,1.1,0.986,2.229
185.403,0,0,0,0,2.224,-0.014,1.343,0,0,0.605,0,0.19,5.471,10.471,0.457,0,0,0,0,0,-0.014,0.981,0,0,2.443,2.376,0
