,25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U,natural_class_proba
0,0.0,2.7569999999999997,0.467,0.0,0.467,0.0,0.0,0.0,0.0,0.0,2.062,0.0,0.0,46.818999999999996,0.5670000000000001,1.157,0.0,0.643,0.0,1.662,1.205,0.914,0.452,1.5859999999999999,0.0,1.048,0.0,5.3055151717812426e-05
1,1.0759999999999998,2.738,0.0,0.0,0.0,0.0,2.333,0.0,0.0,0.79,0.0,0.0,0.638,9.927999999999999,0.0,1.857,0.0,0.0,0.0,0.605,0.0,0.705,0.0,0.514,0.0,3.762,0.0,0.9999999977610554
3,0.0,0.0,0.0,1.9240000000000002,0.0,0.0,0.0,0.0,0.99,0.605,0.0,0.0,0.205,86.40899999999999,1.5430000000000001,0.0,0.0,0.49,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0,0.89,3.3035310965649925e-14
4,0.0,0.0,1.314,0.0,0.0,1.71,3.862,0.0,0.0,0.0,0.0,1.281,5.7620000000000005,7.124,3.1239999999999997,1.4569999999999999,0.0,0.0,1.814,0.0,0.0,0.0,0.0,1.314,3.7710000000000004,1.0190000000000001,0.0,1.0
5,0.0,2.495,0.0,0.0,0.0,1.376,0.0,0.914,0.0,0.0,0.0,0.0,0.0,8.514,0.0,0.0,0.243,0.0,0.0,0.0,0.0,0.0,0.0,2.267,0.0,0.0,0.0,0.9970837774277311
6,0.69,1.7519999999999998,0.0,1.9,0.0,0.557,16.109,0.0,0.0,0.0,0.0,1.114,44.89,39.995,2.529,3.3569999999999998,0.467,0.0,0.0,0.0,0.0,0.0,0.0,2.648,4.2330000000000005,7.0760000000000005,0.0,0.9999999999999882
7,3.181,2.224,0.0,0.0,2.129,0.0,4.533,0.0,0.013999999999999999,0.0,0.0,0.0,9.89,13.624,0.0,0.0,2.338,0.0,0.0,0.0,0.0,0.376,0.486,0.0,0.7709999999999999,2.714,0.0,0.9999999999999902
11,0.0,0.89,0.667,1.4709999999999999,0.0,0.0,0.5,1.2,0.0,0.248,0.0,0.762,8.605,18.362000000000002,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7190000000000001,0.0,2.952,8.267000000000001,0.752,0.9999999948455613
12,1.381,1.4480000000000002,1.719,1.195,0.36700000000000005,1.143,8.538,1.824,0.0,0.0,0.0,0.34299999999999997,6.195,15.238,2.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.557,0.0,2.267,2.767,0.0,0.9999999999999647
13,0.0,1.167,0.81,0.0,0.0,0.0,1.348,0.7709999999999999,0.0,0.0,0.0,1.305,8.667,11.857000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.0,1.381,0.0,0.5710000000000001,0.9999999995831821
