25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
0,0,0,0.086,0,0.571,0,0,0,0,0,0,0,224.436,0.767,0,0,1.09,0,0,0,0.843,0,3.019,3.429,0,0
3.833,0,0,0.51,0,1.495,0.029,1.814,0,0,0,0,2.448,1985.011,1.5,-0.305,-0.214,-0.143,1.981,0,0,0,0,3.371,2.038,0.81,0
0,0,0,0,0,0,0.495,0,0,0.348,0,0.01,0,351.005,0,0,0.524,0,0,0,0,0,0,0,-0.052,0.776,1.724
1.167,0.09,0,0,1,2.414,0,0.614,0,0,0,0,0,277.521,0,0,0,0,0.49,0,0.49,0,0,0,0.357,0,0
0,0.195,0,0,0,0,0,2.071,0,0,0,0,0,301.654,2.8,1.695,0,1.781,0,1.176,1.248,0,0,0.638,0,0,0
0,0,0,-0.019,0,0,0.01,0,0,0.514,0,0.281,0,667.869,0,1.2,2.157,0,0.824,0,2.229,0,0,0.857,1.333,0,0
0,0,0,0,0,1.595,0,0.495,0,0,0,0.276,0,107.613,0.143,0,0,0,0,1.386,0,1.2,0,0.762,1.81,0,0
0,0,1.067,0,0.586,0,0.529,0,0,0.724,0.814,0.705,2.148,609.755,-0.014,0,0,0,3.676,1.395,0.7,1.629,0,0.967,0,3.329,1.538
0,0,0,0.271,0,0,1.171,0,1.233,0,0,0,0.914,160.336,0.619,0,0.648,0.719,0,0,0,0,1.271,0,4.348,0,0.014
0,0,0,0,1.743,0,0,2.8,0,0,0,0,0,354.82,2.843,0.829,0,1.529,0.705,0,2.076,0,0,0,2.348,0,0
0,0,0,0,1.448,0,0,0,0,2.452,0,0,0,473.671,1.481,0.014,-0.029,0.971,0,0,0,0,0,0,2.386,1.281,0
0,1.148,0,0,0,0.438,0,0,0,0,1.429,0,0.49,541.356,1.59,0,0,0,0,0,0,0,0,0.41,1.362,0,0
0.038,0,0.171,0,0,0,0,0,0,0,0,0,0.348,141.113,0.943,0.557,0,0.971,0,0,2.714,0,0,0.857,0.852,0,0
0.038,0.614,0,3.962,0,0,0.414,1.057,0,0,1.376,1.457,0,291.92,0,0,0,0,0,0,0.471,0,0,0,3.348,0,0
0,0,0,0,3.605,0,1.271,0.771,0,1.967,0,0.495,0,142.27,0.257,0,0,0,0,0,4.976,0,0,1.829,0,1.938,1.133
1.495,0,0,0,0,0.881,0,1.281,0,0,0,0,0,487.771,1.486,3.39,0,0,0.929,0.162,2.105,2.152,0.419,1.533,0,0,0
0,0.519,1.005,0,0,0.043,0,0,0.843,0,1.2,0,1.69,745.987,1.105,0,0,4.09,0,0,0,0,1.129,0,1.738,0,0
0,0,0,1.295,1.871,0.819,0,0,0,0,0,0,2.152,517.237,1.681,1.871,0,0.752,0,0.386,1.214,0,0,0.967,0.971,0,0
0,0,3.576,0,2.109,0,0,0,0,0,0,0,0,297.944,0,1.367,1.143,0,0,0.757,0.767,0,0.5,3.186,0,0,0.648
0,0.595,0,0.605,0,1.157,0,0,0.348,0,0,0.871,0.676,243.892,-0.01,0.381,0.157,0,0,1.576,0,0,0,0,0,0.767,0
0,0,0,0,1.79,0.529,0,0.348,1.576,0,1.171,0,0,281.33,1.586,0,0,0,1.086,0,0.752,0,0,0,2.119,3.086,1.233
0,0,1,0.967,0.895,0.886,0.733,0,0,0.752,0,0.457,0.338,783.139,0.433,0.529,0,1.138,0.357,0.024,0.776,0,0.014,0,0.9,0,2.905
3.095,3.148,0,0,0,0,0,0,0,0,0,0,0,796.205,0.986,1.305,0,0,0,0.381,0.352,0,0.3,0,1.871,0,0.857
0,0,0,0,0,0,1.21,0.295,0,0,0,0,0,184.65,3.519,0.662,0,0,0,0,0.319,2.309,1.938,0,0,0,0.324
1.271,0,0,0,0,0,0,0,0,0,0,1.019,0,967.941,0.914,0.49,2.471,0,0,0.329,0,0.938,0,0,2.833,0,0.171
0,0,0,0.767,0,2.186,0.133,0,0.757,0,0,0.719,0.876,844.552,1.276,0,0,0,0.514,0,0,0,0,0.529,0.905,0,0.662
0,0,0,0,0,0,0.424,0,0,0.876,0,0,2.162,1743.737,0,1.852,0,0,0.729,0,4.571,0,0,3.167,1.305,0,2.976
0.781,0,0,0,1.962,0.652,0,0.643,1.767,0,2.257,0,2.719,273.506,2.857,0.252,3.286,0,0.638,0,3.276,0,0,0,1.19,1.51,0.81
0,1.595,1.752,1.529,3.605,0,0,0,0,0,0.224,0,0.571,1300.928,0,0,0,0.01,0.838,0.148,1.195,0.352,0,3.371,4.857,0,0
0,1.033,0,0.533,0,1.81,0.662,0,0,0,0,-0.014,0.195,70.352,0.386,0.505,0,0,0,0,0.862,0,0,0,0,0,0
1.667,2.143,0,0,0,0,0,0,0,0.552,0,0,0.467,975.446,2.233,1.205,1.214,0,0.938,2.39,0,0,0,0,2.757,0.848,3.095
0,0,0.652,0,0,3.752,0.376,0.605,0,0,0,-0.01,0,1856.327,0,0,1.181,2.305,0,4.171,2.971,0.486,0,0.343,2.367,0,1.443
0,0,0,0.052,0,0,0,0,0,1.362,0,0,0.005,971.751,0.89,0,0.752,0,0,0,2.805,0.962,0,0,0,0,0
0,1.962,0,0,0,0,0,0,0,0.69,0,0,0,9.909,0,0,0,0,0,0,0,0,0.29,2.4,0,0,0
1,2.886,0,1.357,0,1.405,0.376,0,1.1,1.61,0,0,0,41.366,-0.01,0.395,0.543,0,0.524,2.848,0.443,0,1.4,0,0,1.21,0
0,0.929,0,0,0,1.629,1.31,0.171,1.281,0.571,0,0,0,65.528,0,0.681,0,0.214,0.757,0,0,0,0,0,0.224,0,0
0.09,0,0.567,1.829,0.69,0,0,0,0,0,0,0,0,159.908,1.51,0,0,0.357,0,0,0,0,0,3.305,0.833,0,0
0,0,0.633,0.924,0,1.262,0,0,0,0,0,0,0,478.652,0,2.071,0,0,0,0.419,0.705,1.571,0.505,0.89,1.652,1.638,0
0,0,0.757,0,0,1.176,0,0,0.5,0,0,0.748,0,749.144,-0.614,0.471,0,0,0,0,2.543,0,1.205,1.162,1.943,0,0
0,0,0,0,1.848,1.1,0,0.81,0,0,0,0.371,0.771,2955.909,0.524,2.143,1.938,0.11,1.124,0.643,1.619,0.452,0,0,2.1,0,1.333
0,0.429,0,4.209,0,0,0,0.529,0,0.562,1.919,0,0.557,214.531,0.614,0.624,1.519,1.319,0,0,0,0,0,0.857,0.433,0.729,0
0,0,0,0.595,0,0,0,0,0,0,0,0.471,-0.005,177.836,0,0,0.948,0,1.29,0.376,0,0.743,0,0.486,0,1.948,0.948
0,0,0.662,0,0.648,1.538,0,0,0,0,0,0,1.052,468.066,2.148,0.476,0.933,0.771,0,2.186,0,0.848,0,2.633,0.271,0.452,0
0,0,0,0,1.357,0,0.329,0,0.11,0,0.61,0,0,283.987,0,0,0,0,0.667,0.495,1.167,0,0,1.657,2.014,0,0
0,0.676,0,0,0,1.695,0,0,0,0.867,0,0,0,156.817,0.362,0.457,0.662,1.662,0,0,0,0,0.862,0,0.89,0,0
0,0.976,0.49,0,0,0.49,0,0,1.657,0,0.557,0,1.248,237.035,1.462,1.019,1.19,1.324,0,0,0.138,0,0.757,0,0.638,0,0.324
0.519,0,0,3.533,0,0,0,0,0,0,0,0,0,1619.948,1.505,0,1.257,0,0,0.571,1.89,0,2.295,1.314,0.905,0,3.967
0.557,1.695,0.786,0,0,0,0.714,2.452,0.648,0,0,0,2.052,3010.356,0,0.1,1.2,1.948,1.452,0.338,3.243,0,0,0.881,4.095,0,0
0,1.214,0,0,0,0,0.248,0,0,0,0,0.3,0,159.065,-0.643,1.048,0.814,0,0,0,0,0,0.6,1.629,0.162,0,0
0.9,0,0,0,0,0.41,0.424,2.476,0.538,0.986,0.471,0,2.114,1691.066,1.2,-0.5,0,-0.038,0.757,0,4.714,1.419,0.633,0,0,0.89,0
0,0,0,0.671,0,0,0.152,0,0,0,0,0,0,259.949,0,0,0.952,1.943,0,0,0,0,0,0,1.39,0.786,1.057
0,0,0,0,0,0,0,0,-0.014,0,0,0,0,219.988,0.186,0,0.638,0,0,0,0,0,0,0,1.181,1.39,0.176
0,0,0,0.829,0.738,0.733,1.057,1.195,0,0,0.552,0,0.752,1603.787,0,1.786,0.019,0.129,1.076,0.662,2.357,0.838,0.776,0,1.867,0.8,0
0,0.219,0.9,0,0.943,0,0.662,0,0.471,0.019,1.238,0,0,557.365,1.138,0,0,0,0.586,0.595,0,0,0.233,0,1.048,0,0
1.01,1.09,0,0,0,1.338,0,0,0,0,0.305,0.386,0,364.463,0,0,0,0,1.6,0.924,2.733,1.643,0,0,0.59,0,0
0,0,0,0,1.462,0,0,0.895,0,0,1.143,1.2,0.557,12.971,1.881,0,0.005,0.148,0,0,0.714,1.552,0,0,0,0,0
0,1.79,0,0,0,2.838,0.652,0.181,2.495,0.586,0,0,2.209,1798.184,0,-0.048,0.033,-0.048,0.21,0,3.524,0.262,2.376,0.414,5.671,0,0
0.495,0.395,0,0,0,2.467,0,1.471,0,0,0,0,1.514,492.071,0.657,0,1.929,0,0,0,1.662,0,0.995,1.548,2.076,0.919,0
0,1.143,0.495,0,1.076,0,0,0,0,1.167,0,0,0,286.778,0.424,-0.005,0,0,0,0,0,0,0,0,0,0,0
0,0,0.576,0,1.4,0,0,0,0.295,0,0,0,0,1015.76,0,1.029,0,0,3.371,0.219,0.576,1.771,1.405,7.167,4.809,0,0
2.762,0,1.162,2.295,0.848,1.943,0.029,0,0,0,0,0,0,109.989,0,0,0,-0.033,0.81,0.848,0,0,0,0.695,0,1.314,0
2.476,0,0,0,0,0,0,0.324,0,0,0,0.019,0,163.998,0,0.519,0,0,0.481,0,0,0.905,0,0.733,0.757,1.224,0
0,0,0,0,0,0,0.41,1.533,1.733,0,0,0,0,513.532,1.538,1.567,0,0,0,0,0,0,0,0,3.267,1.386,0
0,0,0,0.548,0,1.757,0,0,0,0,0.667,1.162,2.005,706.53,4.09,0.005,1.033,1.229,0,0,0,0,0,1.757,1.01,0.267,0.495
0,0.51,0.148,0.233,0,1.133,0,0.824,0.967,0,0.176,0,0,791.234,1.781,1.114,1.695,1.824,0,0.29,0,0,0,1.743,0,0,0
0,1.448,0.814,0,0,0.029,0,1.343,0,0,0,0,0.157,690.887,0.729,0.619,0,0,0,0,0.748,1.419,0,0,1.124,1.876,0
0,0,1.076,0,0,0,0,1.433,0,2.514,0,0,0,682.778,0,1.881,0.314,1.076,1.219,0,0,3.105,0,0.205,2.295,0,0
0,0,0.314,0,0,0,0,0,0,0,0,0,0,460.204,0,0,1.871,0,0,1.595,0,0,0,0.781,2.229,0,0.724
1.448,0,1.452,0.738,1.148,0.538,0,0,0,0,0.61,0,0.824,436.167,0.895,0,0,0,0,-0.019,0,0,0.9,1.552,1.381,0,1.724
0,0,0,-0.01,0,0,0,0,0.514,0,0,0,0,525.051,0,0,0,0,1.81,0.052,0,0,0,3.09,3.181,3.362,0
0,0,0,0.543,0,1.338,0,0,0,0,0,0,0.505,1055.188,0,0,0,2.214,0.514,0.952,2.633,1.467,0,0.529,0,0,1.319
0,0,0.433,0,0,0.676,0,2.276,0,0,1.033,0,0,398.043,0.571,0.095,0.281,3.467,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.152,0.581,0,0,0,0.829,0,0.933,861.552,0.657,1.914,0,0,0,0,0,0.638,0,0,0.995,0,0
0,0,0,2.01,0,0.2,1.452,2.2,0,0.386,0,1.686,1.662,887.504,0,-0.11,0.171,0.671,0,0,0,1.967,0,0.924,2.814,0,0
0,0,0,0,0,0,2.167,0,0,0.005,0,0,0.571,311.487,1.148,0,0,1.4,0,0.329,1.438,0.29,0,0,1.71,0,1.805
2.648,0,0,0.933,0,0.462,0,0,0.376,0.829,0,0,1.033,1903.417,0,4.081,1.338,1.352,0,0,0.733,0,0,0.11,0,0,0
0,0,0,0,0,1.19,0,0,0,0,0,0,0,688.454,1.752,1.657,0,0.481,1.7,0,0,0,0,1.133,0,0.543,0.433
0,0.414,0.362,0,1.176,1.324,0,0.429,0,0,0,0,0,1056.902,1.086,0,0,0,0.41,0,3.1,0.538,3.443,1.624,2.171,0.686,0
0,0,1.433,1.662,1.933,0,0,1.495,1.29,0,0.514,0,0,1016.422,0.781,1.552,0,2.2,1.395,0,0.243,0,0.967,1.005,1.729,3.386,0
0,-0.01,0.548,1.352,0.681,0,0.743,0.905,0,0,0.614,0,0,455.6,1.248,0.976,0,0.762,0,0,0,0,0.538,0,2.229,0,0
0,0,0.248,0,0.014,0,0.538,0,1.295,0,0,1.9,0,797.948,0,1.771,2.738,4.057,0.843,0,2.976,0,0,0.933,0.61,2.362,1.252
0,0,0,0,0.948,1.229,0,0,0,0.595,0,0,0,967.289,0.21,-0.024,0.852,0,0.462,0,4.595,0.857,0,2.905,2.605,0.338,0.59
0,0,0.281,0,0.657,0,1.086,0,0,0,0.205,1.362,0,486.709,2.99,0,3.709,0,0.4,1.367,0,1.471,1.395,1.357,1.552,0,0
0,0,0.119,0,0,0,0.971,0,0,0,1.757,0.195,1.257,1162.015,0.81,0,0.314,4.733,0.643,1.571,1.162,0.438,0,0,0,0,0
0,0.319,0,0,0,0,0.867,0.557,0.59,0,0,0,0.524,1087.154,0,0.419,0.495,0,1.176,0.69,0.024,0,0,0,1.657,0,0
0,0,0.814,0,-0.071,1.562,0,0,0,0.6,0,0,1.633,157.889,0,0,0,0,0,1.2,0.995,1.095,0,0,0.89,0,0.333
0,0,0,1.838,0,0.867,0.729,0,0.762,-0.014,0,0,0,236.669,3.829,0.824,0.886,0,0,0.005,0,0.529,0,2.195,0.771,0,-0.005
0.924,0.986,0,0,0,0,0.386,0,1.21,0,0,1.148,1.562,1344.485,0,1.914,1.148,2.614,0,1.133,1.019,0.543,0,1.533,2.59,0.51,0.471
0.514,0,0,0,0,0.91,0,0,0,0,0,0,0,847.023,2.867,0.338,0.014,0,0.324,0,1.843,0,0,0,0.952,0,0
3.152,0,0,2.109,0,4.362,0.767,0,0,0,1.6,0,0,6.209,0,0.614,0.967,0.229,0,0,0,1.062,0.714,0,0,0,0
0,1.986,0,0.495,0,0,0,0,0,0,0,0,0,143.932,0,0,0,0,0,1.162,0,0,0,1.029,1.457,0,1.071
0,0,0.3,0,0,0,0,0,0,0,1.09,0,0,268.802,1.148,0,0,0,0,0,0.933,1.105,-0.014,0,1.1,0,1.59
0,0,0,0,0,0,0,0,0,0,2.657,0,0,619.612,0,1.138,0,0.176,0.257,0,0,0.976,0,0.386,1.733,0,0
0,1.167,1.21,1.067,0.89,0,1.043,0,0,0.99,0,0,0,560.822,0,1.681,0.981,0,1.633,0,0.981,0,0,0,3.186,1.033,0
0,0,0,0,0,0,0,0,-0.014,0,0,1.614,1.381,386.586,1.557,0,0,0,0,0,0,1.119,0.029,0,0,0.248,2.005
0,0.814,0.371,0,0.405,1.029,0.957,1.238,0.614,1.6,0,0,0.514,343.334,2.667,0.476,1.943,0.705,0,0,0,2.767,1.129,0.948,0,2.286,0
0,1.338,3.738,0,0,0,0,0,0,0,0.986,0,1.129,159.574,0.69,1.467,0,0.062,0,0.671,0,0,0.529,0,3.448,0,0
0,3.248,-0.029,0,0,0,0,0,0,0,1.352,0.814,0,594.25,3.705,0,0,0,0,0,0,0.514,0,0,1.905,0.619,1.052
0,0,0.719,0,0,0,0,0.029,0.9,2.224,0,0,2.943,763.296,0.786,1.267,0.981,0.91,1.038,0,0,1.019,0,0,0,0,0
0,0.857,0,0.057,0.69,3.857,0,0,0.452,0,0,0,2.814,282.773,-0.052,0,1.2,2.048,1.405,0.219,0.881,0,0,0,2.533,0.714,0.819
1.286,0,0.329,0.314,1.029,1.052,0,0,1.357,0.286,1.624,0,0.914,1566.04,0,-0.124,0,0,0,0.119,3.114,0,0,0.5,1.033,0,0
0,0,1.91,0,0,0,0,0,0.019,0,0,0,1.048,532.994,1.329,2.057,0,0.867,0,0,0,0,0,0,0,0,0
0,0.814,0,1.371,0,2.752,0,0,0,0,0,0,0.819,656.845,0.467,0,0,1.31,0,0.362,2.267,0,0,1.538,0,0,1.729
0,1.252,0,0,0.733,0,0,0.3,0,0,-0.014,0,1.586,120.884,0,0,0,0,0,2.6,0,2.119,0,0,0,0.529,0
0,1.467,0,0,2.543,0,0.476,0,0.676,0,0,0,0.943,399.838,0.086,0,0,0.724,1.524,0,0,1.076,0,1.019,2.005,0.005,0
0,0.595,0,0,0.805,0,0.61,0,0,0,1.224,0,0.395,2193.346,1.919,0.714,-0.029,0.305,0.405,4.29,2.205,-0.005,0.476,1.9,3.276,0,0
0,0,0,0,0,0,0.662,0,0.8,0,0,0,0,382.577,0.6,0,2.495,0.671,0,0,1.357,0,0.314,1.243,0.638,0,0
0,0.786,0,1.1,0,0,0,0,0,0,0,0,0,580.741,0,0,0.519,4.605,0.181,1.019,0,1.433,2,0.6,0,2.095,0
0,1.238,0,0,0,1.967,0,-0.038,0.538,0,1.005,0.548,0.629,385.681,0.281,0,1.167,0,0,0,0,0,0,2.338,1.781,0,1.257
0,0.129,0,0,0,0,0,0,0.9,0.457,0,0.729,0.581,1260.028,0.819,0.667,0,0,1.143,1.038,4.619,0.443,0,0.962,1.133,1.357,0
0,0.486,0,0.238,0,0,0.105,0,0,0,0,0,2.033,4395.831,0.471,-0.429,1.19,0.443,0,1.11,5.271,0,0,1.952,2.962,0,0.6
0,0.886,0,0,0.762,0,0.014,1.581,0,0,0.867,0,1.205,747.801,0.757,1.352,0,-0.024,0.6,0,0.21,0.881,1.314,3.081,0.667,0,0.652
0,0,0.743,0,0.529,1.971,0,0,0,0,0,-0.01,-0.005,159.174,0.533,0,0.99,0,0,0,0,2.529,0,1.248,1.219,0,0
0,0,0,0,0,0,0,0,1.133,0,0,0,0.824,357.825,1.61,0,0,0,2.638,0,0.59,0,0.271,0.419,2.352,0,0
0.043,0,0,0,0.371,1.79,0.743,0.457,0.962,0.195,0,0,4.243,1044.331,0.571,1.81,0.543,0.195,0,0,3.281,0,0,1.952,0.919,0.676,0
0,0,0,0,1.381,1.09,0.333,0.905,0,3.843,0,2.629,1.586,404.686,2.414,1.467,0,1.324,0,0,0,0.629,0.162,2.509,2.638,0.986,0
0,0,0,0,0,3.362,0,0,0,0,0,0,0,379.824,0,0,0,0.557,0,1.314,0,0.829,0,5.081,7.405,0.4,0
0,0.371,1.8,0,0.671,1.352,0,0.595,0,0,0,0,0,135.032,0,0.71,0,0,0,0,0,0.252,0,0,0.49,0,0.848
0.829,0,0,0,0,0,0.49,0,0,0,0,0,2.39,89.689,1.181,0,0.186,0,0,0,1.914,0,0,0.643,2.509,1.057,0
0,1.367,0,0,0,2.762,1.243,0.214,0,0,0,0,0,942.818,1.362,0,0,0.59,0,0,2.419,0,1.29,0.39,1.619,0,0
0,0.676,0,2.581,0,0,0.51,0,0,0,0,0,1.048,474.699,0.005,0,0,0.238,0,-0.052,0.79,0.667,1.19,1.805,0,0,1.671
0,0,0,0,0,5.29,3.3,0,1.462,0,0,0,1.019,384.129,2.419,1.519,0,0.69,0,0,1.167,0,0,0,0,0,0
0,1.419,0,0,0,0,0,0,0,0,0,0,0.933,1200.063,0.671,2.157,0,0,0.414,0,1.924,1.352,0,1.943,2.314,0.367,0
0,0,0,0,0,0.281,0.471,0,0,0.686,0,0,0,357.201,1.467,0.729,0.743,0,0,0,0,0.3,0,0,1.524,0.114,0.581
0.1,1.238,0,0.695,0,0,0,0,0.671,0,0,0,0,871.257,0.405,0.486,0.519,1.1,0,0,0,0.929,0,1.276,2.648,0,0
0,2.419,0,0,0.652,0,0,0.49,1.8,0,0.329,0,0.386,166.708,3.695,1.019,0.967,0,0.129,0.681,1.695,0.857,0.752,0,0.748,0,0
0.886,0,0,0,0.376,0,0,0.762,0,0,0,0,2.948,871.804,0,1.624,0,0,0.305,0,4.467,1.638,0,0,0.81,0,0
0,0,0,2.133,0,0,1.019,0,0,0,0,0,2.052,514.056,0,0,0,0,0,0,0.952,0,0,0.662,1.39,0,0.662
1.148,0,1.295,2.471,0.729,0,0,0,0,0,0,0,2.157,128.094,0,0.09,1.781,0.824,0,-0.033,0,0,0.233,0,3.181,0,1.667
0.948,0,0,0,0,0.99,0,0,0.624,0,1.467,0,0,493.528,0,0,0.014,0,0.957,1.462,0.467,0,0,0,1.695,1.681,0
0.195,0,0,1.119,1.371,0,0.81,0,0.448,0,0,0,0,701.94,-2.214,0.91,0.243,0.752,0,0,2.509,1.329,0,1.195,0,1.2,0
1.681,0,0.457,0,2.267,0.438,1.438,0,0,0.681,0,0,2.838,4103.882,0.981,0.19,0.595,1.771,0.419,0,0.519,1.576,0,2.633,4.081,0,0
0,0,0,0,0,3.857,0,0,0,0.952,0.329,0,0.262,1312.733,0,0,0.676,0.505,0,2.809,1.757,0.186,0,1.452,3.219,0,0
0,0,0.8,1.152,0.705,0,0,3.5,0,0,0,0,0,62.38,0.305,0.962,0,0,0,0,0,0,0,1.324,1.6,0,0
0,2.019,0,0.771,1.338,0,0,0.457,0,0,0.1,0,2.209,1387.07,0,0.281,2.281,0,0.538,0.281,0,0,0,4.752,5.352,0,1.776
0.748,0,0,0,0,0,1.59,0,0,0,0,0,0,234.088,0,0,0,0,0,0,0,0,0,0.719,1.433,0,0
0,0,3.319,1.129,0,0,0,0,0,0,0,1.438,0.419,734.139,-0.157,1.1,0.248,0,0.176,0,0,0,0,0,3.824,0,0
1.414,0,2.324,2.11,0.781,0,0,0,0,0,0,0,2.776,2937.829,0.186,-0.257,0.29,0,0,0.757,0,1.31,0,3.157,3.238,0,0
0.471,0.043,0,0,1.962,0.252,0,0,0,0,0,0,1.648,370.086,0,0.848,0.571,0,0,0,0.448,0,0.91,0,0,0,0
0,0,0,1.081,2.309,1.176,0,0,0,0,0,1.21,0,188.869,1.348,0,0,0,0,0,0,1.019,0,0,3.143,0,0
1.724,0,0.21,0,0,1,0,0,0,0.024,0,0,0,762.282,1.138,1.114,0,0.281,1.419,0,0,0,1.195,0,1.886,0,0
1.281,0,0,1.895,0,0.79,1.171,0.29,0,1.162,1.148,0,0.748,221.874,0.995,0,0,0.148,1.252,0.433,0,1.948,0,0,0,0,0
0.495,0.571,0,0.19,0,0.99,0.981,0,0,0.757,0,0,0,365.31,4.814,0,0.19,0,5.357,0,0.881,0.143,0,0.91,0,0,0
0,1.995,1.138,0.295,0.871,0,0,0,0,0.957,0,0,1.195,917.389,0.448,0.719,1.057,0.8,0,0,3.671,0,0,0,1.076,0,0
0,0,0,0,1.31,0,1.09,2.367,0,0,0,0,0,374.886,0,0,0,0,2.133,1.01,1.629,1.676,0,2.257,3.129,0,0.681
0,0.867,0.762,0,0,0,0,0,0,0,1.09,0,0,77.271,0.395,0.6,0.524,0,0,1.924,0,0.905,0,0,3.133,0,0.881
0,0.681,0,0.867,0,3.305,1.619,1.662,0,0,0,0,0.929,217.659,2.371,0,0,0.786,0,1.814,1.224,0,0,0.943,0,0,0.424
0,0,0.362,0.629,0,0,0,0.7,0.79,0,1.081,1.967,0,410.643,0.652,2.376,0,0,0,0,0.89,0,0,0.567,0,1.981,0
0,0.486,0.538,0,1.481,1.214,0,0,0,0,1.467,0,0,509.423,0,0,1.333,0,0,0,2.571,0,0,0.733,2.229,0,0
0,0,0,0,1.319,1.29,0,0,0.433,0,0,0,0,172.841,1.714,0.386,0,2.195,0,0,0,0,0,0.61,1.862,0,0
0,0,0.857,0,0.862,4.214,1.138,0,1.781,0,0,0,0,626.317,1.41,0,0,0,0,0,0,0.49,0,0,0.171,0,0
0,0,0.724,0,0,2.69,0,0,0,0,1.776,0.476,2.862,1238.91,1.838,0.638,1.59,0.195,0,0,2.4,1.09,0,1.91,3.948,0,2.648
0,0.562,1.286,0,0,2.9,0,0,0.59,0,0,0,0,1102.035,1.243,2.462,0,0.99,0.438,0,0.962,0,1.095,0,3.233,0,0
0,2.229,0,0,0,0,0.638,0,0,1.043,0,0.352,-0.048,1995.273,0,3.629,1.095,0.314,2.7,0.276,1.6,0,0,5.167,2.843,0,0
0,1.557,1.371,0.452,0,2.043,1.348,0,0.319,1.186,0,0,1.552,58.547,0,0.248,0,0.21,1.695,0,0,0,0.281,0,0.719,0,0
0,0,0,0,0,1.8,0,0,1.614,0.133,0.21,0,1.257,1181.453,0,1.519,0.743,1.248,0,0.557,1.49,0,0,0.771,2.319,0,0
0,0,1.076,3.052,1.471,0,1.924,0,0,0,0,0.871,1.514,262.792,0,0,0,0.733,0,0.657,0,0,0,0,6.019,0.605,0
0,0.605,0,0,0,1.976,-0.014,1.814,1.029,0,0.419,0,0.557,185.679,0,0,0,0,0,0,0,0.862,0,0.619,0.19,0,0
0,0,0,0,0,0.01,1.21,0,0,0,0,0,0.014,159.189,0,1.214,0,0,0,1.676,0.462,0,0.048,0.414,2,1.495,0
0.062,0,0.781,1,0,5.843,2.352,0,0,0,0,0,0.543,374.443,2.462,0,0,0,0,0,0.976,1.343,0,0,3.59,1.71,0.229
0,2.114,0,0.733,0.181,0,1.043,0,0.89,0,0,0,0,1490.64,0.967,0.01,0,2.333,0.981,0.505,4.105,0,0,4.309,3.99,0.676,1.7
0,0,1.148,0,0.733,2.557,0,0,0,0.757,0.624,0,0,978.737,0.167,2.295,0.262,0,0,0,0,0.21,0,0,3.548,1.919,2.09
0,1.433,0,2.029,0.767,2.409,1.562,3.657,0,0,1.086,1.386,1.371,54.237,0,0,0,0,0,0,0,0.224,0,0,2.457,0,0
0,0.852,0,0.438,1.186,0,0,0,0,0,0,0,0,253.711,0,1.795,0,0,0,0,0,1.919,1.424,0,0,2.695,0
0,0,0,0,0,0.862,0,0.843,0.962,0,0,0,1.052,151.97,0.038,1.438,0,0.495,0,0,1.257,1.39,0,0.39,0.595,0,0
0,0.871,0,0.714,0,0,0,0,0,0.024,0,4.938,0.8,552.656,-0.362,0.371,0,0,0,0,1.39,0.995,0,0,2.314,0,0.152
0.629,0,0,0,0.776,0,0,0,0,0,0,0,3.419,1960.716,-0.01,3.8,1.1,1.224,0.871,0,11.667,0,0,0.971,2.348,1.186,1.048
0,0,0,0,1.043,0,0,0,0,0.405,0.514,1.79,0.9,130.122,2.471,0,0,0,1.329,-0.048,0,0,1.005,1.762,0,0,0
0,0,0,0,0,0,0,0,0,0,1.424,0,0.186,235.969,0,3.786,0,0,0,0.995,0,0,0,0,0.61,0,1.276
0,0,0,0.562,0,0,2.109,0,0,0.195,-0.038,0.719,0.857,973.037,0.49,0,0.476,0,0,1.767,0.938,2.076,0,0.71,1.486,1.114,0
0,0,0.662,0,0,1.1,0,0,0,0,0,0,0,179.936,0,0.605,0,2.471,1.481,0,0.833,0,0,0,0,0,1.362
0.676,0,1.71,1.79,1.448,0.948,2.243,0,0,1.205,0.286,1.719,0.133,605.536,2.367,0.224,0.39,0.548,0,0,0,1.476,0,0,1.971,0.614,0
0,0,0.505,1.667,0,0.486,0,0,0,0,1.1,0,0,222.488,3.352,0.719,0,0,0,0,0.033,0,0,0,0,1.405,2.214
0.776,1.59,0,0,1.633,0,0,0,0.286,0.71,0,0,0,1597.968,0.952,-0.11,0.262,1.695,0.262,1.314,0.59,0,0,0,2.724,0,0
-0.024,0,0,0,0,2.129,0.133,0.962,0,0,0,0,0.529,322.334,-0.533,0.505,0,0,0,0,0,0,1.224,2.314,1.19,0.9,0.638
0,0,0,1.919,0,0.052,0,1.09,0.957,0,0,1.148,2.867,2014.753,1.952,0,0,0.057,0,0,2.067,1.89,1.948,0,1.719,0,0.79
0,0,0.5,1.433,0,1.69,0,0.743,0,0,0,0.752,2.995,693.968,1.41,0.8,0.619,0,0.905,0,1.567,1.238,0.69,1.305,2.49,0,0
