,140Ce,natural_class_proba
427,14.557,0.959705805375
428,41.19,0.882851363076
429,8.99,0.99740218093
430,14.776,0.955927563925
431,6.114,0.986128383247
432,6.095,0.986128383247
433,9.976,0.998190415722
434,24.271,0.983225788881
435,20.805,0.922178759154
436,16.79,0.956168222988
437,48.238,0.898124534118
438,41.152,0.882851363076
439,5.705,0.972464553592
440,16.114,0.983936626253
441,5.714,0.972464553592
442,12.605,0.986669847101
443,19.19,0.976217543478
444,16.624,0.956168222988
445,6.229,0.950013518459
446,7.071,0.999673316231
447,11.795,0.986669847101
448,49.057,0.898124534118
449,7.528,0.959350990361
450,103.146,0.139474497672
451,23.114,0.983225788881
452,17.747,0.96346128221
453,8.552,0.976492831111
454,47.328,0.899929566131
455,7.252,0.999673316231
456,10.209,0.998190415722
457,11.995,0.986669847101
458,6.748,0.999755585961
459,13.443,0.975693396384
460,21.381,0.945929454967
461,10.89,0.998190415722
462,6.129,0.986128383247
463,21.066,0.922178759154
464,6.809,0.999714815578
465,7.433,0.999673316231
466,6.476,0.999755585961
467,14.152,0.975693396384
468,7.219,0.999673316231
469,32.781,0.856501932245
470,7.581,0.959350990361
471,14.781,0.955927563925
472,23.957,0.983225788881
473,89.37,0.321894463965
474,8.795,0.968110475785
475,20.766,0.922178759154
476,8.567,0.976492831111
477,59.261,0.647085916201
478,34.3,0.878238871411
479,19.128,0.976217543478
480,20.495,0.976217543478
481,43.719,0.868830916871
482,37.461,0.90535839157
483,6.0,0.986128383247
484,8.162,0.997801096085
485,7.043,0.999673316231
486,7.438,0.999673316231
487,21.228,0.945929454967
488,40.619,0.882851363076
489,81.013,0.362455276521
490,6.686,0.999755585961
491,7.271,0.999673316231
492,11.819,0.986669847101
493,37.347,0.90535839157
494,7.4,0.999673316231
495,9.038,0.99740218093
496,15.433,0.983936626253
497,7.052,0.999673316231
498,27.762,0.983222741112
499,8.733,0.976492831111
500,29.204,0.983222741112
501,7.071,0.999673316231
502,9.833,0.99740218093
503,30.8,0.932476136684
504,16.971,0.956168222988
505,25.857,0.969133413593
506,7.276,0.999673316231
507,8.833,0.99740218093
508,5.709,0.972464553592
509,33.123,0.856501932245
510,10.814,0.998190415722
511,18.714,0.976217543478
512,6.928,0.999746279568
513,16.581,0.956168222988
514,8.876,0.99740218093
515,46.499,0.899929566131
516,6.8,0.999714815578
517,6.833,0.999746279568
518,9.695,0.99740218093
519,13.728,0.975693396384
520,11.9,0.986669847101
521,7.152,0.999673316231
522,7.676,0.997801096085
523,6.776,0.999755585961
524,9.119,0.99740218093
525,7.99,0.997801096085
526,14.776,0.955927563925
527,6.09,0.986128383247
528,77.823,0.486294970964
529,9.614,0.99740218093
530,9.938,0.998190415722
531,15.876,0.983936626253
532,35.338,0.878844507246
533,28.609,0.983222741112
534,6.8,0.999714815578
535,7.228,0.999673316231
536,11.338,0.996962338187
537,18.238,0.96346128221
538,19.39,0.976217543478
539,10.595,0.998190415722
540,8.957,0.99740218093
541,7.167,0.999673316231
542,6.543,0.999755585961
543,12.167,0.986669847101
544,10.905,0.998190415722
545,6.271,0.950013518459
546,6.262,0.950013518459
547,9.809,0.99740218093
548,5.814,0.972464553592
549,7.276,0.999673316231
550,6.59,0.999755585961
551,6.248,0.950013518459
552,24.243,0.983225788881
553,6.905,0.999746279568
554,19.062,0.976217543478
555,6.038,0.986128383247
556,48.266,0.898124534118
557,21.752,0.945929454967
558,59.747,0.647085916201
559,7.248,0.999673316231
560,24.219,0.983225788881
561,9.648,0.99740218093
562,10.438,0.998190415722
563,7.714,0.997801096085
564,9.209,0.99740218093
565,18.666,0.976217543478
566,21.1,0.922178759154
567,38.666,0.882851363076
568,10.538,0.998190415722
569,11.067,0.998190415722
570,7.967,0.997801096085
571,31.504,0.932476136684
572,11.186,0.998190415722
573,7.5,0.959350990361
574,5.943,0.986128383247
575,7.909,0.997801096085
576,7.981,0.997801096085
577,10.6,0.998190415722
578,11.628,0.995281662302
579,7.819,0.997801096085
580,14.252,0.959705805375
581,7.914,0.997801096085
582,32.238,0.856501932245
583,8.281,0.997801096085
584,15.066,0.983936626253
585,18.733,0.976217543478
586,5.838,0.986128383247
587,6.767,0.999755585961
588,11.89,0.986669847101
589,19.181,0.976217543478
590,13.8,0.975693396384
591,22.185,0.983225788881
592,10.6,0.998190415722
593,5.719,0.972464553592
594,10.243,0.998190415722
595,24.428,0.983225788881
596,14.881,0.955927563925
597,7.319,0.999673316231
598,7.338,0.999673316231
599,9.867,0.99740218093
600,28.628,0.983222741112
601,7.176,0.999673316231
602,7.181,0.999673316231
603,7.433,0.999673316231
604,20.171,0.976217543478
605,6.1,0.986128383247
606,10.905,0.998190415722
607,11.519,0.995281662302
608,17.657,0.96346128221
609,6.786,0.999714815578
610,7.924,0.997801096085
611,10.271,0.998190415722
612,13.505,0.975693396384
613,8.448,0.997801096085
614,58.18,0.64454208875
615,30.409,0.932476136684
616,43.638,0.868830916871
617,8.067,0.997801096085
618,12.0,0.986669847101
619,11.267,0.998190415722
620,22.933,0.983225788881
621,18.476,0.976217543478
622,7.709,0.997801096085
623,6.176,0.986128383247
624,12.367,0.986669847101
625,5.862,0.986128383247
626,11.567,0.995281662302
627,6.352,0.997685009838
628,21.7,0.945929454967
629,5.981,0.986128383247
630,6.452,0.999755585961
631,43.938,0.856419146758
632,12.405,0.986669847101
633,5.89,0.986128383247
634,9.462,0.99740218093
635,17.033,0.960153682909
636,23.433,0.983225788881
637,9.59,0.99740218093
638,49.376,0.898124534118
639,25.247,0.969369803604
640,8.728,0.976492831111
641,6.243,0.950013518459
642,76.161,0.485997683917
643,6.914,0.999746279568
644,17.005,0.960153682909
645,7.99,0.997801096085
646,32.066,0.85598952614
647,8.495,0.976492831111
648,12.8,0.986669847101
649,12.8,0.986669847101
650,6.524,0.999755585961
651,16.943,0.956168222988
652,6.567,0.999755585961
653,6.748,0.999755585961
654,7.009,0.999673316231
655,24.804,0.969369803604
656,10.686,0.998190415722
657,6.719,0.999755585961
658,6.305,0.950013518459
659,6.057,0.986128383247
660,14.033,0.975693396384
661,5.995,0.986128383247
662,6.657,0.999755585961
663,7.457,0.999673316231
664,5.852,0.986128383247
665,117.618,0.126960924547
666,9.257,0.99740218093
667,10.228,0.998190415722
668,6.609,0.999755585961
669,25.152,0.969369803604
670,10.824,0.998190415722
671,20.309,0.976217543478
672,9.633,0.99740218093
673,28.09,0.983222741112
674,10.943,0.998190415722
675,6.328,0.997685009838
676,17.057,0.960153682909
677,8.628,0.976492831111
678,57.156,0.64454208875
679,8.338,0.997801096085
680,43.48,0.868830916871
681,28.29,0.983222741112
682,33.785,0.878238871411
683,23.847,0.983225788881
684,6.762,0.999755585961
685,16.576,0.956168222988
686,18.409,0.976217543478
687,11.038,0.998190415722
688,20.152,0.976217543478
689,5.843,0.986128383247
690,17.262,0.96346128221
691,18.443,0.976217543478
692,13.49,0.975693396384
693,6.328,0.997685009838
694,8.838,0.99740218093
695,11.633,0.995281662302
696,8.867,0.99740218093
697,8.095,0.997801096085
698,11.128,0.998190415722
699,18.595,0.976217543478
700,9.876,0.99740218093
701,16.424,0.956168222988
702,7.224,0.999673316231
703,8.486,0.976492831111
704,7.638,0.959350990361
705,6.59,0.999755585961
706,13.271,0.975693396384
707,10.352,0.998190415722
708,13.605,0.975693396384
709,20.419,0.976217543478
710,8.695,0.976492831111
711,17.033,0.960153682909
712,11.624,0.995281662302
713,9.143,0.99740218093
714,16.466,0.956168222988
715,39.971,0.882851363076
716,15.271,0.983936626253
717,7.043,0.999673316231
718,22.424,0.983225788881
719,7.367,0.999673316231
720,20.952,0.922178759154
721,17.6,0.96346128221
722,137.579,0.0305095501549
723,6.538,0.999755585961
724,35.742,0.90535839157
725,19.509,0.976217543478
726,9.086,0.99740218093
727,8.019,0.997801096085
728,11.29,0.998190415722
729,12.157,0.986669847101
730,9.605,0.99740218093
731,17.824,0.96346128221
732,11.509,0.995281662302
733,45.833,0.899929566131
734,10.757,0.998190415722
735,5.981,0.986128383247
736,12.767,0.986669847101
737,12.424,0.986669847101
738,7.505,0.959350990361
739,13.452,0.975693396384
740,6.4,0.997685009838
741,14.3,0.959705805375
742,44.895,0.856419146758
743,5.995,0.986128383247
744,27.038,0.983222741112
745,16.7,0.956168222988
746,6.933,0.999746279568
747,9.895,0.99740218093
748,14.328,0.959705805375
749,13.9,0.975693396384
750,32.438,0.856501932245
751,8.195,0.997801096085
752,9.805,0.99740218093
753,6.114,0.986128383247
754,19.757,0.976217543478
755,7.257,0.999673316231
756,10.69,0.998190415722
757,19.99,0.976217543478
758,6.467,0.999755585961
759,7.081,0.999673316231
760,18.295,0.976217543478
761,19.538,0.976217543478
762,15.466,0.983936626253
763,13.024,0.955116763816
764,19.671,0.976217543478
765,32.781,0.856501932245
766,7.528,0.959350990361
767,30.062,0.983222741112
768,17.714,0.96346128221
769,30.152,0.932476136684
770,7.905,0.997801096085
771,6.014,0.986128383247
772,13.157,0.975693396384
773,7.248,0.999673316231
774,68.599,0.559777593615
775,15.157,0.983936626253
776,54.957,0.712139618825
777,6.667,0.999755585961
778,5.733,0.972464553592
779,6.0,0.986128383247
780,13.738,0.975693396384
781,6.871,0.999746279568
782,8.524,0.976492831111
783,16.366,0.982714578717
784,10.562,0.998190415722
785,23.176,0.983225788881
786,6.433,0.997685009838
787,17.009,0.960153682909
788,32.438,0.856501932245
789,8.286,0.997801096085
790,13.938,0.975693396384
791,48.199,0.898124534118
792,11.005,0.998190415722
793,23.909,0.983225788881
794,28.362,0.983222741112
795,40.19,0.882851363076
796,9.009,0.99740218093
797,20.062,0.976217543478
798,14.067,0.975693396384
799,5.9,0.986128383247
800,10.343,0.998190415722
801,20.009,0.976217543478
802,6.486,0.999755585961
803,7.795,0.997801096085
804,13.043,0.955116763816
805,8.724,0.976492831111
806,29.028,0.983222741112
807,42.18,0.868830916871
808,8.119,0.997801096085
809,7.614,0.959350990361
810,9.376,0.99740218093
811,7.514,0.959350990361
812,8.643,0.976492831111
813,15.571,0.983936626253
814,8.848,0.99740218093
815,11.09,0.998190415722
816,8.567,0.976492831111
817,81.975,0.362455276521
818,8.005,0.997801096085
819,13.324,0.975693396384
820,28.671,0.983222741112
821,7.967,0.997801096085
822,6.9,0.999746279568
823,5.824,0.972464553592
824,12.028,0.986669847101
825,7.771,0.997801096085
826,8.628,0.976492831111
827,9.324,0.99740218093
828,25.604,0.969369803604
829,17.895,0.96346128221
830,6.167,0.986128383247
831,57.609,0.64454208875
832,7.167,0.999673316231
833,6.319,0.997685009838
834,5.69,0.972464553592
835,5.709,0.972464553592
