,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.967275560671,0.989091388334,0.985818411455,0.98799891442,0.987998214199,0.98872557111,0.988362727326,0.987636666412,0.987638095783,0.990183396536,0.989456047323,0.991274364473,0.990184134006,0.991275111639,0.989455536556,0.991275071427,0.990183574321,0.990182811637,0.990910050756,0.989820641495,0.991639364992,0.990184134006,0.990911490935,0.990911616709,0.990547914156
0,0.968006645829,0.987274114907,0.986546272662,0.987273357847,0.987999888302,0.988727296111,0.989455661279,0.988727413869,0.989818451989,0.99018172492,0.990544797053,0.989817525483,0.990545249454,0.989817755156,0.989817740747,0.990182641905,0.989455583196,0.989818188353,0.989454668614,0.989454668614,0.989454654179,0.98909113444,0.98909113444,0.98909113444,0.98909113444
0,0.966182857358,0.989455659369,0.989456145064,0.989456444884,0.990547619958,0.990546961797,0.990183380155,0.990909743924,0.991274071655,0.990910547121,0.991638374656,0.990910664232,0.990182660977,0.991274037059,0.991637600059,0.990910490885,0.991274412519,0.990547500148,0.990910490885,0.99163861935,0.990547193851,0.990184203115,0.990911880328,0.99091106498,0.99091106498
0,0.966911276734,0.987638841919,0.989093185403,0.988003022224,0.988729420333,0.98909389274,0.988366834032,0.989821285726,0.989456728768,0.989456041824,0.989820325419,0.989820325419,0.989820383144,0.991273397555,0.991273387954,0.991637693311,0.991637719744,0.991637693311,0.99163703032,0.991273484145,0.991636924521,0.992000487521,0.992000487521,0.991272737116,0.991272737116
0,0.963630207876,0.987999942,0.987271825211,0.988727404347,0.98836473572,0.988727705363,0.989091770235,0.988363797166,0.989091196428,0.989455369839,0.989455473985,0.989091264717,0.989454475811,0.989091603854,0.989818250488,0.989818012357,0.990181546417,0.98981834493,0.990181459855,0.990181231219,0.989818020125,0.989091789123,0.989091789123,0.989455072122,0.989455072122
0,0.970548403109,0.98836242525,0.988726100871,0.989089041268,0.988724112768,0.989452436945,0.989817363455,0.990181005821,0.989818194908,0.990909351931,0.990908052415,0.990907824992,0.990543501383,0.990908139742,0.990181171779,0.990543936843,0.990907483018,0.990180304107,0.990181027463,0.991271286526,0.99127192332,0.9916348327,0.99127116388,0.99127116388,0.99127116388
0,0.968362809441,0.987994436738,0.988723709837,0.989088348733,0.989090026766,0.990180809393,0.989815393453,0.98872558419,0.987998881152,0.990180098072,0.990543942481,0.990543766893,0.991270904897,0.99163461703,0.991998811796,0.992362348342,0.992362348342,0.992362348342,0.992362348342,0.99199803513,0.991634322997,0.991270786451,0.991634498585,0.991634498585,0.991634322997
0,0.9669119292,0.988729247601,0.989817494189,0.989455152675,0.989457043796,0.990181733636,0.992000012164,0.990183037981,0.991273340684,0.990910467147,0.991635510934,0.99054616724,0.991272493863,0.991636805071,0.990910421485,0.989820147488,0.990183176504,0.990546238952,0.990909677289,0.990184703067,0.990548213116,0.990548213116,0.990546686553,0.990546686553,0.990546686553
0,0.963269839775,0.987274667671,0.987640287356,0.987276409061,0.988003635986,0.988366087364,0.988727812064,0.988001700781,0.990184044892,0.990183287505,0.990184035202,0.990547674632,0.990184734916,0.990548271482,0.990184734916,0.990548271482,0.990548271482,0.990911817657,0.990911817657,0.990911817657,0.990548271482,0.990548271482,0.990548271482,0.990184074311,0.990548271482
0,0.968725807979,0.988728191046,0.989819335088,0.991273715921,0.9916370202,0.989819119292,0.990547074472,0.990182367165,0.989455974919,0.990910692969,0.989820530879,0.990548295932,0.991639118587,0.991274995849,0.991275428088,0.991275598848,0.9909125052,0.991276111468,0.99091242097,0.992365785068,0.992365785068,0.992365785068,0.992365785068,0.992365785068,0.992365785068
0,0.964005169552,0.989819699063,0.989091582923,0.987274494485,0.987637491609,0.989817323271,0.9887271627,0.988727925833,0.989819967829,0.988729367791,0.989092793277,0.990547100115,0.990546674446,0.990910210992,0.990546560971,0.99091010711,0.990183149512,0.990546119606,0.990182498456,0.990182479226,0.990910282696,0.990910241833,0.991636740716,0.99199981612,0.991272723799
0,0.966910665468,0.988366408095,0.989093678362,0.989455366827,0.989457222332,0.989820460267,0.989090733699,0.988729000044,0.989818954909,0.98872892313,0.98909265349,0.989820712895,0.989819276962,0.990547206525,0.990183703631,0.990182957774,0.990911394699,0.990184215788,0.990547848525,0.990547206525,0.991275053323,0.991638018172,0.991275027435,0.991275027435,0.991275027435
0,0.966549162072,0.987636333726,0.988363599506,0.988727171647,0.987998640023,0.990907743746,0.989815980232,0.989090059351,0.989454268619,0.989817112667,0.9898178841,0.9898178841,0.9898178841,0.989090053683,0.990544978635,0.991635403613,0.991999697484,0.991635727522,0.992363200213,0.991999697484,0.991999697484,0.991999697484,0.9916362236,0.991999697484,0.991999697484
0,0.962912226404,0.987277214326,0.986187212169,0.986549054202,0.988730002434,0.989457935808,0.988002617678,0.98909314767,0.989095388195,0.988731200849,0.988004571705,0.988731931077,0.988731931077,0.989094816637,0.989094816637,0.989094872017,0.989094816637,0.989823006159,0.990185091175,0.990911900687,0.990548829816,0.991276715905,0.990913179338,0.989820888175,0.989821469895
