,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0345259478257,0.0521683989752,0.029627979606,0.0289158451826,0.0734152848265,0.0104445822643,0.0470212524495,0.00168030295108,0.101494031291,0.371480140495,0.0209730473259,0.0191880007635,0.0100380602406,0.00302766176716,0.016146682366,0.0327555666116,0.0180213129026,0.0316962751084,0.0614077617969,0.0149539853964,0.021017879854,,,,
0,0.0317893710765,0.0415970292227,0.031012551621,0.0430833901977,0.0887972029929,0.0622502002111,0.106859753141,0.39931885142,0.0192436781473,0.0116214552585,0.0446424834468,0.058056078595,0.0617279546691,,,,,,,,,,,,
0,0.0244186649123,0.0440740506717,0.0365464025957,0.0350806244027,0.0433577049879,0.021699726675,0.123670458245,0.414477978599,0.0304269494025,0.0130374754998,0.0178661832724,0.00827008014,0.0141260459196,0.0,0.0375105014028,0.012975064864,0.0214802813846,0.0554507426383,0.0276807168891,0.0178503474981,,,,,
0,0.0331559466252,0.0518674921437,0.0293484632695,0.0521003310315,0.00349401450817,0.00457303057045,0.0456431107473,0.132421284651,0.413313472165,0.019352356375,0.0325016062531,0.0153777591839,0.00649983776869,0.0145049099752,0.0158364912993,0.004678314092,0.0254189300028,0.0220863818869,0.00867555084548,0.0479055792425,0.0171311707867,0.00411396657645,,,
0,0.0323161313537,0.0242642553807,0.0470598622652,0.0389098626448,0.0916570764873,0.0267077384152,0.135013699405,0.404925919359,0.0173302774915,0.00721490879849,0.0123290764824,0.0268558611244,0.0162992766405,0.0372697187572,0.0485828841078,0.0179110842351,0.0153523670519,,,,,,,,
0,0.0419066170192,0.00235431576708,0.0171556165295,0.0333098928039,0.0479338767981,0.0926448340947,0.00188940257762,0.0551229904139,0.104897997012,0.389736027929,0.0192787383916,0.00441532458899,0.00948098875195,0.00574132437366,0.00287796542459,0.0157213814125,0.0262782036481,0.0376020054766,0.0278704571117,0.0407418650342,0.0160681695422,0.00697200529883,,,
0,0.0222131792721,0.0292781016127,0.0258378705193,0.0437732914368,0.0272442934107,0.0379043264754,0.0586401526213,0.134858712732,0.429462816544,0.01818963532,0.0165687289164,0.0234793251985,0.0427498644478,0.0240776968158,0.051115096225,0.0146069084523,,,,,,,,,
0,0.0958296683357,0.071972368297,0.106996105621,0.476253067566,0.0870574634536,0.0795933854251,0.0822979413017,,,,,,,,,,,,,,,,,,
0,0.0308586854193,0.0321538135707,0.0262008746808,0.0504608102108,0.0933839185007,0.136400890046,0.410059553205,0.0191903092269,0.0198595480961,0.00945190414368,0.0106787141579,0.0179256214519,0.00504182269683,0.0240549860078,0.0299877946501,0.0219626263949,0.0475546890791,0.0147734384612,,,,,,,
0,0.0276927975514,0.00491556270862,0.0289944303463,0.0209945291131,0.0439751308676,0.0459229678387,0.00414076567196,0.058817296574,0.127489527853,0.448412439703,0.00692350130692,0.0200855856499,0.0184638388371,0.00458305536464,0.00752774192346,0.0454036641073,0.026991301819,0.041646564104,0.00968291156049,0.00733638709921,,,,,
